p,r,w,v,T,d
11,0,9,1,143,256
18,0,12,3,138,490
15,1,11,1,193,334
16,3,15,1,110,163
16,1,5,1,134,236
15,3,7,1,105,229
12,4,6,1,151,248
8,1,4,1,178,211
1,1,10,1,107,381
14,1,15,1,201,168
6,5,15,1,165,209
24,6,7,1,147,239
10,12,13,1,172,511
17,4,13,1,115,162
9,6,8,1,168,272
7,12,6,1,128,490
10,5,8,1,200,232
16,15,15,1,106,227
14,19,9,1,129,313
8,10,11,1,105,240
19,4,12,1,106,195
17,9,12,3,198,179
12,11,16,1,142,42
14,15,15,1,135,285
10,10,11,1,184,291
9,13,4,1,192,277
18,11,5,1,126,272
13,28,6,1,128,387
3,22,10,1,120,355
12,15,9,1,175,461
15,6,10,2,133,31
9,48,10,1,142,437
15,29,8,3,177,319
15,10,12,2,111,108
14,35,9,1,158,279
16,11,15,1,101,297
14,11,8,1,128,225
12,19,14,2,162,159
7,35,14,1,147,417
14,8,12,1,185,224
10,26,5,1,170,188
18,43,12,1,132,279
10,38,16,1,119,123
18,18,16,1,127,257
17,40,8,1,119,385
16,19,14,1,117,133
16,36,5,1,169,358
17,5,4,1,199,300
7,75,5,2,173,503
10,51,12,1,157,324
21,10,10,1,105,282
11,27,16,1,192,391
12,34,9,1,115,346
17,83,4,1,145,332
5,49,11,1,116,117
19,57,8,1,173,297
19,12,14,1,165,294
15,24,12,1,181,373
12,6,6,1,124,265
17,92,9,1,166,382
17,31,10,1,178,381
8,55,8,1,153,331
13,97,9,1,124,452
9,41,12,1,194,423
9,42,12,2,144,173
23,101,5,1,128,217
19,14,16,1,199,152
13,28,11,2,145,62
16,21,11,1,189,256
17,7,13,1,159,204
13,22,9,1,160,121
4,7,9,1,119,305
15,30,15,1,168,256
14,23,5,1,200,228
12,48,10,1,189,149
10,68,14,1,110,384
7,59,9,1,182,423
21,8,14,1,164,388
11,71,9,1,144,390
16,16,5,1,121,261
13,8,4,1,118,213
11,53,8,1,101,363
15,64,7,1,150,372
12,129,16,1,112,242
7,76,12,1,103,293
20,66,12,2,116,201
16,36,10,1,172,57
16,9,9,1,168,263
23,37,15,1,144,271
13,9,11,2,124,308
5,82,11,1,164,243
6,19,16,1,189,213
15,143,14,1,186,632
15,39,13,1,140,310
19,98,7,1,147,422
13,86,14,1,176,457
10,62,14,1,156,381
20,30,7,1,145,115
25,51,15,1,193,102
11,64,16,1,133,116
14,156,7,1,113,444
9,66,4,1,165,273
12,11,5,1,182,130
13,94,7,1,183,496
13,95,16,1,109,353
13,44,5,1,185,353
19,11,13,1,112,318
23,70,11,1,137,308
12,112,11,1,155,288
23,113,9,1,164,338
9,86,7,2,188,363
10,46,15,1,155,218
12,35,5,2,141,319
11,59,13,2,100,257
10,36,12,1,148,122
15,75,5,1,140,333
12,75,12,1,182,406
14,49,16,1,105,388
16,123,6,1,127,470
20,124,5,3,104,338
12,62,10,1,156,467
8,13,10,1,178,42
17,190,9,3,101,299
17,51,16,1,181,127
15,39,11,1,198,315
8,13,7,1,136,237
11,196,9,1,108,582
16,83,6,1,201,250
2,200,5,2,131,515
15,117,11,1,171,492
13,54,9,2,194,303
9,54,11,1,197,441
24,27,8,1,101,398
19,207,5,1,127,671
20,209,8,1,155,255
18,88,13,1,197,423
9,88,16,1,146,283
10,107,13,2,118,397
14,108,6,1,163,349
8,108,7,1,117,378
11,218,7,3,134,284
9,110,4,1,181,383
11,111,9,1,100,487
11,30,10,1,119,336
3,15,14,1,165,216
14,226,15,1,122,456
16,15,11,1,130,442
10,61,5,1,137,350
16,96,4,3,101,352
15,77,13,1,177,379
9,97,14,1,135,276
15,235,10,1,169,458
11,32,5,1,113,295
17,16,9,1,161,299
16,80,9,1,165,153
14,121,11,1,101,398
8,122,9,2,138,562
5,102,12,1,105,360
10,82,6,1,196,351
10,124,10,1,179,381
14,249,8,2,141,658
16,17,15,1,116,270
13,84,12,1,107,280
14,17,9,1,146,336
12,256,7,1,136,628
6,129,11,1,188,348
12,52,12,1,124,420
18,108,14,1,148,495
18,87,10,1,183,349
12,154,6,1,110,471
7,53,14,1,101,343
15,36,15,2,180,418
25,54,10,1,153,346
13,135,10,1,161,485
9,271,15,2,170,553
15,36,10,1,115,351
15,274,13,1,177,499
9,92,6,2,172,274
4,162,9,1,162,441
12,186,14,1,185,399
21,164,7,1,110,414
14,165,11,1,132,230
15,189,10,1,168,267
18,95,15,4,193,302
9,19,13,3,134,242
9,38,16,1,155,439
12,145,10,1,102,372
8,170,6,1,127,284
14,39,12,1,179,216
11,147,13,1,132,275
16,123,15,1,145,340
20,99,8,1,135,435
14,20,15,1,124,300
18,201,10,4,145,474
22,40,9,4,101,184
13,20,5,3,199,198
3,102,9,1,122,446
10,205,6,1,173,601
12,309,6,2,198,455
17,62,10,1,135,342
12,104,16,2,145,446
8,209,14,2,191,550
12,63,13,1,172,343
20,42,11,2,163,289
12,159,5,1,154,257
12,320,13,1,164,640
15,86,11,1,102,161
12,108,4,3,133,216
14,135,15,1,189,434
17,217,15,4,148,545
17,109,12,1,185,412
17,66,9,2,181,392
5,331,14,4,151,608
19,138,13,1,174,555
15,139,16,1,115,339
5,223,9,1,142,353
11,112,6,1,110,134
12,197,12,2,186,501
19,340,12,1,156,656
12,142,6,1,181,160
20,343,12,5,172,749
17,172,15,1,171,526
16,46,12,1,142,426
20,348,8,1,160,680
10,116,6,2,119,534
9,351,14,1,178,613
11,352,9,1,146,582
10,47,4,1,201,484
9,95,13,1,160,281
13,149,4,3,150,433
12,48,4,1,154,94
18,72,12,1,132,289
14,211,4,3,115,485
20,24,12,1,124,392
14,213,14,1,119,549
16,214,5,3,157,472
7,245,7,1,153,422
10,99,6,2,137,492
21,186,7,1,187,479
7,75,15,2,178,442
14,187,11,1,133,344
16,376,10,2,118,494
8,220,6,1,141,463
14,101,15,3,117,342
13,25,16,1,103,108
8,191,10,1,141,426
9,160,5,3,141,427
14,128,13,1,200,314
14,161,11,1,181,526
12,194,8,1,151,319
5,78,14,2,178,474
10,78,13,2,181,351
9,229,4,1,181,446
11,394,8,1,113,652
14,396,14,1,101,749
12,265,8,1,145,372
20,133,10,1,111,352
9,267,16,1,146,532
6,235,15,1,121,487
8,168,11,1,149,311
9,270,10,1,113,483
5,271,10,1,167,357
6,109,16,1,194,524
17,410,9,1,105,569
3,55,16,1,159,307
10,172,4,1,167,348
10,276,12,4,114,639
13,243,9,1,192,643
9,209,9,1,197,574
19,84,4,1,113,447
6,112,16,1,192,349
11,141,16,1,190,392
15,212,15,1,201,299
15,142,6,1,124,393
14,142,8,1,119,248
10,143,6,1,188,405
10,143,5,1,174,433
16,288,5,1,183,575
11,433,4,1,177,598
12,58,10,1,123,80
10,58,7,3,201,430
17,256,10,1,188,728
17,440,7,1,129,586
17,294,16,2,168,418
6,89,11,1,196,197
11,148,5,1,198,458
4,30,11,1,146,103
8,119,15,1,172,356
9,60,10,1,120,305
10,120,15,1,115,472
21,60,5,1,122,125
19,121,5,1,136,183
7,121,16,1,100,384
17,61,12,1,111,290
13,229,14,1,103,538
17,123,13,1,192,475
10,269,6,1,162,637
20,93,8,1,157,373
13,62,6,1,112,414
9,233,11,1,106,249
11,273,9,1,107,411
19,31,4,1,114,268
12,196,16,1,170,483
8,157,6,1,166,349
10,63,11,1,197,363
12,238,11,3,158,421
10,95,10,1,194,359
18,479,5,1,174,629
8,280,5,1,189,636
19,482,16,1,152,913
15,64,7,1,167,339
14,32,5,1,188,268
16,97,13,1,164,228
19,163,16,2,171,430
11,33,11,3,110,313
7,65,4,1,108,252
2,99,10,1,124,234
17,132,16,2,151,350
4,289,7,1,171,513
12,66,4,1,164,436
12,67,15,1,133,116
8,167,14,1,127,430
12,134,9,1,155,241
15,294,16,1,163,545
12,295,14,1,104,600
9,34,4,1,151,445
15,254,14,1,137,504
9,340,7,1,150,714
6,298,14,1,161,489
13,137,15,1,183,372
8,34,9,1,141,407
12,103,13,3,113,421
8,345,12,2,169,596
11,216,14,3,106,528
8,217,9,2,149,444
13,104,5,1,124,343
13,140,13,1,123,442
22,105,16,1,138,188
15,264,5,2,184,644
6,35,9,1,113,415
8,353,13,1,178,645
18,177,10,1,159,416
21,71,8,2,139,258
13,535,12,2,113,860
14,536,5,1,190,911
13,359,11,1,101,724
14,539,5,1,167,901
13,144,10,1,111,262
18,181,4,1,153,472
9,109,12,1,160,447
18,273,4,1,138,547
13,274,8,1,149,319
9,73,7,2,123,359
14,367,9,1,182,499
11,37,6,1,101,254
18,185,9,1,135,441
20,37,13,3,124,93
17,37,5,1,109,149
22,149,7,1,128,381
4,373,14,3,183,858
15,374,10,2,151,575
6,113,4,1,193,128
16,329,12,1,179,698
17,38,16,1,156,529
18,378,10,1,129,549
13,285,4,1,138,706
15,285,14,1,170,460
19,114,8,1,142,436
16,383,12,1,148,635
9,575,4,1,170,965
24,385,9,2,201,656
17,116,9,1,133,331
16,242,8,1,104,393
7,291,6,1,133,560
12,156,10,1,121,579
7,78,10,1,117,142
8,78,16,1,145,452
18,78,10,1,172,164
14,344,14,1,133,373
9,345,9,2,123,491
15,346,10,1,142,617
11,79,4,1,151,331
23,298,11,1,116,461
11,40,6,1,200,419
6,80,8,1,195,284
15,400,7,1,150,697
9,40,11,1,184,374
7,251,12,1,183,617
9,81,9,1,119,292
12,121,10,3,146,521
11,304,6,1,166,806
11,81,10,1,164,392
4,357,15,1,124,396
13,306,10,3,130,633
12,410,5,1,113,844
25,123,10,1,146,438
11,617,11,1,176,1062
19,165,14,1,198,430
14,124,16,1,137,300
11,415,6,1,133,776
14,416,6,1,170,751
7,365,4,1,104,650
14,209,15,1,138,350
14,168,7,1,123,655
9,630,6,1,182,950
10,421,5,1,130,694
14,264,13,1,141,673
6,42,7,1,159,323
16,170,4,3,102,409
7,128,5,1,161,405
18,320,16,1,176,593
11,267,6,2,138,305
14,214,4,1,139,637
19,215,9,1,198,535
15,269,5,1,100,543
14,129,15,1,133,428
9,270,13,1,147,606
13,217,7,1,120,620
9,380,5,1,180,455
16,87,15,1,137,354
17,437,14,1,163,896
14,328,16,1,149,634
10,175,16,1,193,462
20,176,14,3,127,416
24,331,10,1,170,508
13,44,6,3,124,396
13,44,14,1,138,266
4,89,16,1,130,111
17,133,15,2,141,366
9,446,9,1,186,710
24,279,16,1,198,374
22,179,10,2,139,334
10,45,11,1,161,253
13,45,11,1,110,293
14,135,6,1,131,299
12,283,9,1,119,573
