p,r,w,v,T,d
10,0,13,1,185,214
15,0,14,2,182,132
14,1,17,2,175,25
16,3,16,2,122,57
21,4,15,1,101,205
14,4,17,1,163,283
16,1,13,1,190,224
10,4,15,2,155,386
18,6,17,1,163,276
14,9,17,1,124,120
16,1,15,1,169,213
13,8,15,3,161,268
11,14,14,2,147,312
14,13,18,1,144,141
16,2,14,1,181,236
8,9,17,1,136,234
20,4,18,1,139,259
12,15,18,1,134,122
23,31,13,1,155,105
9,4,13,2,111,69
10,20,16,1,126,200
12,5,16,1,193,50
17,3,16,2,103,47
15,8,18,1,109,29
6,14,18,1,122,187
17,18,13,2,160,275
13,9,16,1,190,248
3,20,17,1,103,113
21,33,17,1,101,253
18,30,14,1,153,264
9,22,14,1,156,41
13,4,14,1,129,139
15,33,17,1,132,272
12,24,16,1,114,193
16,30,14,1,167,309
8,8,13,1,165,34
20,21,13,1,169,359
18,22,16,1,106,141
3,22,18,3,189,402
20,68,17,1,177,218
11,29,16,1,119,227
16,24,16,2,109,285
18,5,15,1,159,236
4,25,17,1,116,344
5,5,13,2,100,395
15,5,15,1,100,224
14,27,13,2,104,49
14,5,13,1,113,260
12,17,17,1,143,166
12,6,16,1,109,249
22,29,15,1,100,259
14,45,13,1,137,267
16,12,13,1,121,260
11,25,16,1,161,259
20,19,15,1,152,290
26,13,17,2,130,131
11,26,18,1,142,351
19,7,13,1,167,260
23,101,14,1,187,382
5,103,15,1,180,271
12,52,13,1,115,185
20,44,13,1,155,227
12,22,18,1,177,251
12,7,16,1,201,207
14,74,13,1,156,97
11,15,14,1,157,192
7,38,15,1,147,238
16,16,13,1,179,63
16,49,14,1,163,418
14,60,17,1,189,377
22,51,18,1,175,176
17,62,15,1,152,333
18,52,17,3,125,315
12,34,17,1,175,246
13,65,18,2,171,168
14,65,13,1,115,467
13,133,17,1,194,475
16,18,17,1,110,359
14,136,18,2,113,362
16,138,17,1,192,483
18,70,15,1,194,276
20,71,17,1,191,352
13,10,14,1,164,393
11,60,14,4,126,287
16,86,17,1,163,306
21,87,15,1,130,236
20,88,13,1,112,224
10,20,15,3,129,154
10,41,13,2,188,254
19,41,17,1,140,81
10,105,17,1,117,345
22,93,13,1,154,296
22,94,14,1,197,457
12,108,15,1,168,234
10,164,18,1,122,476
16,33,13,1,174,347
11,56,15,1,148,283
12,34,13,1,141,336
11,34,18,1,128,206
18,23,13,1,110,442
17,12,18,1,171,34
14,47,17,3,159,375
14,74,18,1,145,95
20,24,17,2,116,82
9,91,16,1,188,354
22,183,18,1,116,454
15,108,18,1,171,341
15,37,17,2,147,198
28,189,15,1,151,311
17,13,14,1,177,194
15,192,15,1,138,576
18,65,16,1,174,332
14,39,16,2,101,141
6,197,13,1,177,402
13,116,18,1,180,379
22,27,17,1,111,152
18,41,18,1,151,221
24,54,15,1,176,239
12,103,15,1,187,233
15,14,14,1,115,252
8,70,14,1,156,147
17,123,17,1,169,323
14,71,15,2,120,430
21,107,16,1,178,482
13,14,17,3,110,253
16,127,14,1,200,176
12,44,14,2,176,436
11,111,18,1,147,301
17,130,14,1,180,346
15,60,16,1,100,97
12,45,13,1,185,165
17,15,14,1,176,199
13,154,17,1,112,440
13,135,16,1,120,262
9,62,15,1,117,197
16,137,14,1,153,390
17,237,13,2,170,572
17,140,17,1,172,428
20,161,16,1,150,457
13,162,17,1,201,235
12,81,16,1,154,292
15,246,13,1,169,454
17,145,17,1,162,180
10,50,14,1,200,322
17,17,14,1,197,409
17,17,15,1,103,307
11,68,16,1,138,97
5,51,13,1,136,349
18,108,13,1,128,354
7,35,17,1,166,311
12,70,17,2,128,216
15,35,16,1,141,330
16,88,14,1,173,376
8,71,15,1,100,287
14,179,13,1,157,325
10,113,14,1,158,268
11,18,13,2,168,316
17,137,14,1,123,397
17,276,14,1,135,570
23,116,15,1,181,407
16,37,16,1,140,283
11,56,16,1,148,204
10,57,15,1,120,249
15,76,15,1,174,345
13,191,16,1,127,397
21,288,13,2,201,455
11,19,18,2,154,258
13,121,18,1,124,347
11,20,14,1,139,361
21,123,17,1,101,407
14,40,17,2,190,152
7,174,17,1,183,349
15,20,16,1,193,292
16,176,18,1,196,274
12,127,16,1,164,541
13,153,17,1,148,337
17,205,13,1,195,485
21,155,18,3,201,415
10,83,14,3,157,304
9,63,16,1,113,249
16,21,15,1,143,261
14,21,13,2,145,216
9,318,17,1,123,740
16,186,18,1,152,569
16,134,14,1,148,339
10,135,13,1,126,384
14,43,18,1,135,214
15,65,13,1,198,468
11,164,15,1,138,416
18,220,16,2,197,435
6,166,13,2,109,590
18,167,14,1,123,402
15,112,14,1,175,349
