p,r,w,v,T,d
5,0,17,1,132,362
13,2,21,1,102,125
30,4,15,1,181,205
30,1,13,1,199,278
14,6,15,1,200,273
18,1,19,3,176,139
11,12,21,1,126,294
15,10,24,1,198,104
21,7,18,3,161,145
18,19,13,1,115,203
15,1,19,1,181,360
15,15,25,1,193,86
19,3,23,1,188,403
25,16,22,3,182,289
10,6,16,1,101,473
12,18,22,1,136,145
34,19,14,1,166,371
13,7,20,1,109,325
18,7,22,1,199,437
11,10,13,1,131,284
26,11,13,1,160,397
29,43,18,1,112,77
19,45,23,1,113,285
8,48,22,1,179,516
10,29,16,1,175,312
18,17,21,1,171,310
12,54,15,1,180,388
21,23,25,1,121,411
16,19,21,1,145,327
19,35,19,1,116,311
16,4,17,1,180,526
8,9,17,2,102,339
14,39,19,1,194,302
10,28,16,1,191,375
18,5,18,1,178,467
31,5,21,1,183,344
18,10,19,1,116,424
43,51,23,1,105,592
9,33,17,1,118,154
10,11,16,1,136,356
20,17,25,1,121,102
28,85,13,1,182,345
15,51,16,1,173,469
22,6,13,1,164,178
4,30,24,1,143,360
15,25,13,3,176,190
16,95,15,1,148,116
25,97,24,2,200,454
24,26,25,3,106,238
22,42,21,5,132,395
4,14,21,1,163,194
16,7,19,1,179,280
14,21,22,1,116,546
17,37,24,4,128,401
18,22,21,1,150,298
13,57,15,1,126,330
11,15,25,1,165,384
18,16,24,1,142,353
39,24,13,2,200,301
15,16,24,4,136,549
21,41,18,3,116,210
13,53,19,1,147,375
14,17,15,1,116,440
25,87,17,1,162,458
7,44,20,4,164,476
22,78,19,1,164,366
5,80,21,2,180,375
11,18,21,1,201,444
11,94,13,1,105,557
24,10,23,1,175,193
22,39,23,1,156,382
16,20,19,1,135,464
17,40,17,2,161,259
19,10,24,1,150,210
23,51,14,2,200,232
12,41,13,1,151,382
33,31,17,1,143,283
15,80,14,2,157,504
18,43,25,1,113,371
13,82,16,1,178,359
19,44,25,3,181,113
24,98,25,1,192,319
18,169,13,1,199,469
21,100,24,1,160,538
10,46,24,2,173,296
8,23,14,2,132,398
28,59,21,1,105,582
28,12,23,1,178,178
23,182,13,1,120,535
35,123,24,2,109,500
18,93,20,1,149,369
8,50,13,1,172,307
27,79,16,1,151,205
33,26,17,1,142,115
18,13,25,2,194,353
24,26,20,1,139,524
30,99,14,1,130,337
22,40,20,1,196,188
21,54,13,1,192,82
9,55,14,1,164,345
13,69,23,1,129,272
28,28,13,1,101,191
34,42,20,1,131,407
8,142,19,1,113,453
2,125,16,2,201,371
36,72,16,1,130,114
20,44,24,1,113,116
9,129,15,1,184,376
19,112,22,1,190,430
26,94,20,1,173,408
16,95,18,1,145,323
12,76,17,7,182,318
22,116,13,1,131,552
15,156,24,1,196,451
10,118,16,1,130,491
7,158,14,1,139,434
16,48,16,1,186,345
7,101,23,1,188,395
23,102,24,2,123,466
14,82,23,3,102,353
10,124,13,1,181,339
22,17,25,1,161,332
29,126,18,1,159,502
28,68,14,1,161,527
9,85,24,1,157,367
23,129,25,1,140,600
9,260,21,1,105,571
11,175,22,1,148,523
15,35,18,1,197,464
36,89,15,1,141,427
12,134,25,1,173,625
23,90,18,1,185,191
13,36,21,1,111,260
19,115,14,1,148,432
23,74,15,1,190,394
16,139,20,1,176,422
10,19,18,2,163,338
31,19,21,1,156,76
12,57,14,1,201,503
21,57,19,1,104,379
17,77,15,1,158,431
13,170,22,1,198,422
30,196,15,1,181,306
10,59,22,1,116,573
10,149,17,1,177,576
39,125,24,1,143,395
14,302,22,1,169,504
8,152,23,2,153,439
15,153,15,1,177,499
18,41,20,1,129,473
19,181,16,1,121,483
25,130,15,1,168,311
14,63,25,1,142,301
9,316,13,1,125,814
11,186,25,1,141,548
4,160,13,1,145,385
28,188,16,1,165,507
23,135,21,2,142,593
16,65,17,1,102,425
20,329,21,1,187,518
24,66,16,1,114,188
28,222,16,3,168,338
13,223,19,1,135,331
35,140,17,1,176,185
17,23,17,1,169,138
10,91,19,1,160,403
20,91,13,1,186,144
14,92,20,2,132,270
21,69,14,1,105,298
13,233,17,1,136,254
11,146,21,1,125,560
18,236,23,1,176,682
11,178,23,1,156,533
19,48,19,2,167,345
19,96,23,1,127,515
17,72,24,1,111,414
13,152,19,1,109,550
14,183,20,1,117,311
22,49,20,2,133,83
22,154,13,1,179,369
15,99,17,1,144,311
5,25,25,1,115,414
15,75,24,2,128,312
12,252,22,1,122,381
34,76,19,1,126,429
27,102,20,1,130,583
29,384,20,1,121,532
14,225,23,1,177,598
34,227,15,3,125,476
15,391,17,3,117,761
19,393,25,1,199,703
9,79,18,2,160,504
12,53,19,1,185,360
20,233,23,2,106,321
9,401,17,1,142,802
13,235,23,1,128,523
17,203,24,1,111,397
16,407,21,3,142,794
3,409,20,1,106,693
24,274,18,3,131,461
20,28,25,1,138,355
17,242,14,2,132,753
35,28,13,1,113,325
12,84,19,1,112,437
31,211,19,1,176,479
21,28,14,1,196,161
21,248,14,1,172,501
3,143,14,1,164,291
33,29,23,1,165,458
13,29,24,1,195,404
22,289,16,1,194,667
1,182,24,1,185,499
27,219,17,1,155,489
26,440,17,3,109,619
11,442,25,1,108,588
24,444,13,1,169,879
23,186,20,3,200,435
28,30,23,3,110,349
14,30,14,1,128,362
16,302,22,2,180,579
13,91,20,2,101,505
7,304,23,1,199,574
22,306,19,1,147,636
19,269,21,1,197,543
15,154,25,1,159,404
16,465,25,1,132,625
11,31,17,2,120,172
13,274,22,1,111,372
21,236,24,1,111,549
28,32,18,1,109,492
31,277,17,2,135,684
20,199,13,1,155,581
33,280,21,1,197,408
7,32,18,1,171,385
32,322,15,1,140,513
15,162,14,1,149,448
26,488,22,1,132,547
7,163,15,1,199,402
24,98,25,1,176,474
19,329,24,1,137,423
15,33,22,1,161,330
22,100,15,3,111,132
26,33,24,1,190,267
22,67,20,1,185,321
17,168,22,1,105,534
17,135,16,4,158,580
13,339,19,1,145,736
11,102,17,1,179,129
9,34,23,1,146,299
25,69,21,1,178,505
15,34,24,1,125,203
13,303,19,1,163,550
20,104,25,1,200,432
8,35,14,1,164,440
3,350,15,1,128,434
8,220,25,1,185,395
19,176,24,1,187,616
2,142,25,1,136,492
15,355,25,3,150,491
18,178,18,3,175,680
47,107,22,1,187,556
22,270,18,1,169,556
14,72,25,2,201,236
12,543,25,1,176,743
22,73,22,1,109,298
2,73,14,3,195,490
8,366,16,1,150,660
7,552,18,1,173,1015
11,185,20,2,164,350
31,148,13,1,146,407
17,558,18,1,157,720
9,560,24,1,196,819
11,234,18,1,134,526
3,376,15,1,192,716
16,283,14,1,195,607
7,237,16,1,170,454
22,152,19,1,109,413
7,286,16,2,180,418
33,77,16,1,177,251
2,577,24,1,168,638
12,116,24,2,146,195
11,194,25,1,164,211
9,117,20,1,185,608
9,117,15,1,117,579
21,587,14,2,125,877
9,79,14,2,191,200
21,296,13,1,105,739
16,297,25,1,170,583
22,198,25,2,158,230
29,199,24,1,121,458
17,40,13,3,145,422
26,301,21,1,177,544
20,251,23,1,167,638
27,40,17,1,150,170
1,253,24,1,139,387
20,305,17,1,169,676
9,408,21,1,182,724
14,82,15,2,195,262
7,411,23,1,159,866
8,165,25,3,167,538
21,165,17,1,111,260
9,622,13,3,187,904
16,416,19,1,201,611
24,83,23,1,120,394
19,168,20,1,160,437
21,315,18,1,185,697
22,263,24,1,193,589
9,264,15,1,195,575
24,170,15,1,117,627
17,319,22,1,170,746
17,320,17,2,136,787
5,214,14,1,101,630
22,376,17,1,180,829
11,377,23,1,145,916
8,324,17,1,134,664
9,87,17,2,185,180
18,435,17,1,131,892
12,273,13,4,163,654
15,274,24,1,118,598
21,385,13,1,115,675
10,276,16,1,122,569
23,663,17,2,170,908
19,222,15,1,105,348
11,222,24,1,174,459
12,223,15,1,100,308
23,392,16,1,191,832
33,90,24,1,201,314
5,135,22,2,120,346
24,282,20,1,165,534
6,227,14,1,192,518
25,182,20,1,130,643
8,285,20,1,181,620
5,457,25,1,181,576
19,401,22,1,152,901
15,92,20,1,165,471
2,231,13,1,146,369
10,289,18,1,183,549
32,46,20,1,195,135
25,407,25,1,164,687
16,187,20,1,188,570
23,468,22,1,159,758
7,141,24,1,147,317
26,471,19,1,123,835
32,236,13,1,143,494
11,474,15,1,176,781
33,238,18,1,187,494
7,715,19,2,107,1010
6,359,23,1,133,547
18,96,25,2,141,416
2,240,16,1,182,601
1,362,25,1,118,613
21,97,19,1,119,569
2,424,17,1,117,764
22,304,24,2,140,465
3,98,14,1,108,457
8,49,13,1,155,360
13,196,21,1,150,304
15,49,23,1,147,263
7,247,13,1,117,700
22,49,21,1,136,303
13,198,22,1,175,487
28,149,21,1,196,489
24,199,21,1,175,515
