p,r,w,v,T,d
19,0,15,1,175,207
33,0,17,2,189,527
16,0,20,1,111,492
23,3,21,2,158,415
17,4,17,1,201,380
17,7,20,1,139,31
19,3,16,1,187,174
11,15,18,2,177,621
19,2,21,1,105,209
16,7,20,1,193,362
13,14,20,1,103,564
9,2,18,1,123,525
20,3,19,1,182,324
23,19,20,1,137,401
31,15,21,1,142,441
17,9,16,1,116,432
15,35,17,1,161,573
24,22,19,1,141,479
9,5,21,1,107,341
8,41,18,1,146,551
23,25,21,4,159,442
26,6,14,1,188,553
19,10,16,2,153,378
13,29,18,1,124,51
29,30,16,3,103,403
17,7,17,3,106,612
7,4,15,1,123,382
11,16,21,1,127,405
17,35,21,1,105,379
19,4,15,2,185,105
23,22,18,1,186,547
9,45,20,1,175,359
22,14,19,1,184,437
14,14,21,1,126,540
7,20,19,1,111,307
6,51,15,1,198,585
8,33,14,1,183,47
6,40,21,1,124,358
23,6,15,1,194,196
7,35,21,1,100,411
20,87,16,2,122,404
8,30,20,1,197,111
12,61,19,2,130,415
10,6,19,1,166,665
18,19,14,2,125,653
30,49,16,1,195,401
14,33,18,1,142,295
12,43,16,1,127,573
21,61,18,1,184,343
19,62,18,1,118,173
5,54,20,1,130,378
22,55,17,2,143,87
23,75,16,1,143,567
21,23,16,1,171,486
7,23,17,2,184,559
27,60,21,1,105,570
14,32,15,2,193,669
2,25,16,2,182,498
33,42,16,1,200,408
27,75,21,2,200,527
22,26,18,1,151,464
19,77,19,2,168,416
15,36,15,1,108,204
9,68,14,2,185,445
11,28,15,1,116,604
32,71,15,3,110,578
20,38,14,1,111,301
9,61,20,5,135,644
23,98,18,1,175,375
20,150,21,1,190,428
16,63,15,1,108,233
26,77,18,1,154,360
22,42,17,1,157,374
29,32,21,1,119,416
19,54,19,1,134,509
22,22,19,1,156,347
23,83,19,2,198,451
13,98,14,1,193,506
32,34,17,1,180,536
21,11,16,1,190,118
24,58,21,1,124,166
22,12,14,1,192,576
13,59,17,1,110,499
28,36,15,2,139,611
21,106,14,1,201,396
15,49,18,1,126,497
19,50,14,3,165,269
20,13,21,1,103,571
17,96,15,1,141,469
22,193,17,2,191,479
9,98,21,1,197,399
19,115,17,1,103,483
15,40,16,1,142,552
29,67,14,1,185,349
19,54,18,1,134,472
17,120,14,1,153,507
17,14,19,1,182,390
3,105,16,1,181,481
11,28,16,2,117,470
16,43,21,1,139,409
19,145,14,1,134,174
25,91,18,1,136,353
28,111,17,2,176,547
12,112,20,1,105,373
27,226,16,1,128,552
14,114,20,1,140,353
7,154,18,1,105,498
25,116,17,1,123,593
14,137,16,1,152,515
30,237,19,1,198,644
27,64,16,3,137,779
10,80,15,1,196,438
30,16,19,1,192,108
20,82,21,1,194,426
11,83,15,1,145,270
18,17,15,1,157,502
11,84,19,1,174,708
36,68,19,1,102,528
20,107,15,1,146,660
17,86,20,2,103,112
14,109,19,1,103,514
30,70,20,1,106,389
35,133,17,1,182,618
18,71,21,1,169,446
23,18,20,1,198,446
22,272,14,1,117,919
17,36,15,1,162,214
16,37,15,1,139,462
20,74,18,1,126,625
14,37,16,1,183,521
16,282,19,1,166,801
15,95,14,1,106,368
9,119,19,1,109,598
17,289,18,1,119,635
24,39,21,1,174,603
24,39,14,1,156,360
15,295,20,2,119,593
11,174,21,1,110,583
23,150,15,1,168,483
33,151,14,1,133,443
16,41,15,1,198,166
24,41,14,1,108,334
20,180,19,2,166,653
21,207,17,2,123,655
23,209,14,1,173,765
20,315,17,1,131,517
13,185,14,1,182,253
15,186,16,1,129,648
13,134,21,1,177,602
13,86,20,1,193,687
10,22,19,2,169,393
19,164,18,1,101,457
14,22,18,1,188,442
20,44,19,2,186,121
11,67,18,1,174,375
21,168,17,2,181,549
11,169,16,2,196,715
16,341,17,1,181,617
22,343,18,1,200,738
32,23,16,2,137,586
19,93,18,1,124,481
28,350,16,4,189,681
20,176,21,1,103,570
12,118,15,1,161,576
26,178,20,1,122,631
22,72,16,3,105,453
21,24,18,1,190,335
8,73,20,1,123,474
20,122,19,2,105,298
19,73,18,1,152,385
25,123,20,1,143,569
20,248,16,1,187,739
23,25,15,2,172,655
21,157,17,1,128,552
21,76,21,1,127,485
14,222,20,1,153,370
17,102,15,1,103,597
18,385,19,1,170,568
1,226,20,1,151,490
21,162,19,1,147,470
19,52,16,1,181,89
19,197,18,1,126,442
29,105,15,2,151,602
18,133,21,1,114,667
32,200,20,2,141,565
28,27,18,2,196,122
15,81,16,1,113,753
12,54,16,4,197,427
21,170,14,3,176,473
13,27,18,2,199,415
21,83,15,1,200,640
25,277,18,1,119,805
22,56,20,1,191,384
8,56,17,3,108,423
14,112,17,1,198,514
21,177,21,1,138,670
25,426,21,1,143,910
10,428,14,1,195,774
15,29,16,2,180,423
29,144,17,1,124,262
21,58,21,1,154,604
20,291,21,2,171,647
10,439,18,1,195,808
17,29,16,1,119,296
10,89,16,1,122,163
9,186,18,1,193,476
14,149,16,1,125,500
25,60,14,1,195,320
30,60,21,1,136,743
17,151,14,1,118,879
13,266,16,1,109,550
22,267,18,1,185,906
25,31,19,2,185,510
13,463,17,1,185,484
17,155,16,1,175,687
30,62,21,1,158,192
21,313,15,1,150,818
8,236,18,1,186,684
19,63,14,1,175,591
18,159,19,2,178,545
10,199,17,1,144,513
20,128,20,2,171,739
14,241,14,1,126,671
27,129,17,1,200,588
15,130,20,4,102,446
14,244,16,1,189,408
15,164,17,1,177,212
9,99,21,3,116,789
13,165,19,1,190,633
12,166,18,2,175,357
16,333,21,1,155,684
26,502,21,1,118,869
11,101,15,1,159,161
21,34,14,1,141,405
19,34,18,1,129,487
26,255,20,1,136,652
23,513,16,1,116,982
6,515,14,1,172,965
23,69,21,1,193,458
21,346,17,1,196,555
20,521,15,1,138,917
26,35,18,1,155,434
11,35,20,1,143,512
