p,r,w,v,T,d
4,0,24,1,125,123
13,1,25,1,162,254
9,0,25,1,185,192
15,2,25,1,137,68
7,2,25,1,173,139
11,6,24,1,106,259
7,4,25,1,155,80
12,4,24,1,143,24
12,10,25,2,178,164
7,1,25,1,149,139
8,4,24,1,177,151
7,13,24,1,170,171
6,4,24,1,182,293
5,4,24,1,177,130
10,1,24,1,191,163
11,18,24,2,170,200
15,1,25,1,154,202
7,12,25,2,128,270
14,1,25,1,102,252
10,2,25,1,187,333
11,10,25,2,157,124
11,17,25,3,113,259
11,15,25,1,154,282
9,18,24,1,121,170
8,12,24,1,107,182
10,2,24,1,187,192
9,4,24,1,149,198
9,19,25,1,124,321
8,17,24,4,146,164
7,9,24,1,112,79
8,2,24,1,144,170
10,22,24,1,189,235
6,5,25,1,191,278
10,11,24,1,108,236
13,14,25,2,124,271
5,11,25,2,107,145
12,43,24,1,131,245
9,15,25,1,101,170
7,3,24,1,169,261
9,31,25,2,192,234
11,28,25,1,105,196
5,10,24,4,162,88
15,14,25,1,103,192
15,30,25,1,134,149
14,31,25,1,140,173
8,23,24,1,154,225
12,23,25,1,101,370
4,15,24,1,186,121
9,29,24,1,192,237
12,16,25,1,140,129
8,20,24,2,158,195
7,62,24,2,141,196
8,4,24,1,100,222
13,32,24,1,171,181
11,33,25,1,113,132
10,33,25,2,174,212
8,9,25,1,122,289
4,46,24,2,183,58
11,5,24,1,123,283
13,30,25,1,160,94
11,14,25,2,121,374
1,5,25,1,194,15
16,20,24,1,134,245
9,25,25,1,189,240
11,39,25,1,186,288
7,39,25,1,199,283
3,11,25,1,108,230
16,47,24,2,117,97
13,82,24,1,150,282
17,11,25,1,127,343
16,11,24,1,109,207
1,43,25,1,184,241
7,12,25,1,115,301
14,88,24,1,104,262
14,18,24,1,192,113
7,53,24,1,143,231
7,6,24,1,182,38
7,54,24,1,103,289
11,55,24,1,173,99
19,48,24,1,164,203
13,64,25,1,155,351
9,41,25,1,104,254
10,99,25,2,153,380
13,13,24,1,174,193
11,68,24,1,186,235
3,27,24,1,106,197
8,104,24,2,129,450
11,35,25,1,171,282
4,44,24,1,123,266
1,36,24,1,121,330
11,36,25,2,200,149
17,37,25,1,107,137
8,37,25,1,141,207
1,56,24,1,185,133
7,57,24,1,189,275
13,31,25,1,194,374
14,31,24,1,127,338
12,49,25,1,186,417
11,49,24,1,136,301
15,80,25,2,109,319
6,40,24,2,180,146
10,8,24,1,200,196
8,51,25,1,102,261
5,33,24,1,166,117
7,84,24,1,184,271
16,42,24,1,143,377
7,34,24,1,200,192
13,43,24,1,194,215
11,130,24,1,165,345
10,26,24,1,166,62
10,133,24,1,162,245
10,36,24,2,164,170
6,9,25,1,172,216
10,27,24,2,102,42
2,138,25,1,110,291
13,28,24,1,190,251
5,58,25,1,190,274
9,38,25,2,146,239
6,95,24,1,188,164
8,96,24,1,158,362
14,29,24,2,199,324
7,39,25,1,178,333
8,86,24,1,172,298
11,148,25,1,104,344
12,62,24,2,152,235
7,151,24,1,140,501
9,89,24,1,198,205
13,102,24,2,104,121
5,77,25,3,154,384
9,31,24,2,137,250
12,157,25,1,117,475
16,11,24,1,165,218
13,21,24,1,160,154
5,43,25,1,147,345
7,54,25,1,185,247
12,54,24,1,162,202
11,11,24,1,189,264
15,44,24,1,155,147
14,111,25,1,165,339
18,11,25,1,131,97
14,70,24,1,123,335
13,113,25,2,163,240
8,171,24,1,150,335
21,172,25,1,120,334
10,174,24,1,197,213
5,58,24,1,173,287
10,59,24,2,164,263
14,12,25,1,139,128
14,24,24,1,145,163
12,24,25,1,152,309
10,48,24,3,178,264
5,36,24,1,122,370
7,107,24,1,174,248
11,25,25,1,192,261
10,77,25,1,131,164
15,37,24,1,132,262
8,110,25,1,111,433
3,110,25,1,196,223
7,64,24,2,126,99
13,51,25,1,141,138
7,80,24,2,123,228
5,97,25,1,125,245
11,26,25,1,132,93
18,13,25,1,188,108
12,40,25,1,194,185
5,40,25,1,148,153
7,117,24,1,108,133
8,118,25,1,102,301
12,14,25,1,161,141
3,204,25,1,174,422
5,41,25,3,108,129
9,55,25,1,166,229
13,69,25,1,114,297
7,42,25,2,118,256
21,42,25,1,197,308
8,106,24,1,127,194
14,57,25,1,179,311
17,125,25,1,110,304
11,89,24,2,174,380
11,144,24,2,128,324
8,109,24,1,191,297
14,146,25,2,192,311
12,15,25,5,148,171
7,44,25,1,150,198
11,148,24,3,166,187
6,223,25,4,149,376
17,112,25,1,122,362
6,30,25,1,100,125
10,76,24,1,184,270
18,114,25,2,160,394
14,46,24,1,170,196
4,96,24,3,125,147
13,15,25,2,138,239
14,136,24,1,145,331
6,16,24,1,196,151
14,137,25,1,199,327
10,47,25,1,112,225
7,238,24,2,100,479
10,139,24,1,127,369
6,80,25,1,157,266
10,141,24,1,160,376
5,16,24,1,157,157
11,81,25,1,117,387
13,16,24,1,124,267
10,246,24,1,142,503
15,49,24,2,181,108
11,66,25,1,116,294
9,33,25,2,195,262
10,33,25,1,123,212
9,84,24,1,173,201
4,127,25,1,157,305
10,106,24,1,200,309
13,68,24,1,122,320
13,86,25,1,189,219
7,69,24,1,174,249
10,108,24,3,168,315
4,17,24,1,162,176
12,153,24,1,168,224
8,175,25,1,121,468
9,110,25,1,159,348
5,177,24,1,107,417
12,267,25,1,106,427
15,18,24,2,119,41
10,54,24,1,115,222
2,72,25,1,172,200
19,181,25,1,138,206
8,73,24,1,193,282
11,183,25,1,171,318
9,18,24,1,150,134
13,276,24,2,167,329
10,139,24,1,169,348
4,116,24,1,168,223
10,37,25,1,158,170
9,19,24,1,155,149
6,188,24,1,135,367
11,38,25,1,185,278
14,119,25,1,163,429
17,38,24,1,100,231
4,57,25,1,122,348
15,168,25,1,185,368
6,290,24,1,133,464
10,194,25,1,132,324
4,292,24,1,155,539
13,147,25,4,193,254
7,98,25,2,185,291
10,197,25,1,178,365
6,173,25,1,174,328
3,20,25,1,160,139
16,299,25,1,140,510
18,100,24,1,108,212
4,151,25,1,135,296
16,151,25,3,198,374
18,152,24,1,191,380
7,153,24,1,144,355
14,61,25,1,169,340
15,62,25,1,197,107
14,154,25,1,184,344
13,62,25,1,162,328
10,130,24,1,158,477
2,62,24,1,186,303
7,131,25,1,132,253
10,42,24,1,167,62
12,184,25,1,117,360
15,106,25,1,201,372
6,85,25,1,143,220
10,160,25,1,185,364
7,107,25,1,189,331
7,64,24,3,168,234
17,216,24,1,118,454
12,65,25,1,168,271
6,326,24,1,148,569
12,109,25,1,197,193
11,219,24,1,167,370
5,110,24,1,100,195
15,88,24,1,151,294
7,22,24,1,189,248
9,139,24,1,189,254
6,223,24,1,159,407
15,335,24,1,131,511
11,337,24,1,181,506
18,90,25,1,107,253
15,23,25,1,125,141
13,227,24,1,193,343
14,171,25,1,113,291
7,46,24,1,161,364
17,115,24,3,130,163
10,201,24,1,183,352
