p,r,w,v,T,d
18,0,8,2,40,217
9,0,16,3,21,97
10,1,13,1,42,96
12,2,6,4,38,71
15,1,19,2,8,122
22,9,24,3,54,117
13,6,25,4,64,132
10,2,18,1,73,116
13,6,17,2,63,46
5,16,13,1,80,111
17,12,16,1,1,174
21,11,8,4,79,141
21,1,17,4,42,128
14,3,5,4,30,144
9,8,22,4,59,146
12,27,25,1,5,69
13,6,7,2,49,55
16,30,13,3,62,111
9,6,22,2,11,127
12,5,15,2,90,140
15,5,21,2,64,126
17,2,21,2,34,78
11,5,25,2,38,124
19,5,23,3,87,79
16,18,20,2,80,221
16,12,17,3,80,181
21,15,16,4,93,45
7,13,17,3,47,111
9,7,11,3,27,148
8,52,14,2,12,235
19,14,5,2,86,141
27,18,23,1,84,127
11,24,5,4,43,146
12,4,11,2,13,205
10,40,18,1,71,176
12,21,17,1,66,178
15,13,20,3,69,141
17,18,8,3,96,109
22,14,18,4,86,194
18,18,19,3,91,154
15,24,15,3,19,149
11,15,19,1,90,33
21,15,8,4,75,96
19,32,21,3,47,201
24,5,18,3,78,82
27,80,5,3,90,210
4,11,23,1,50,96
15,42,9,2,53,174
19,28,10,3,73,163
17,58,23,4,38,162
6,44,22,1,76,166
21,60,12,2,60,131
13,18,16,1,93,162
16,63,19,4,94,175
8,13,11,3,38,162
14,41,25,3,65,152
17,66,20,4,34,196
12,20,23,1,73,176
14,27,7,3,63,173
13,70,9,4,25,174
38,71,10,2,31,267
25,45,17,1,9,79
18,46,24,4,26,115
15,30,12,2,89,152
19,30,19,1,55,139
13,116,22,4,36,257
18,49,6,3,98,90
17,119,18,4,79,254
16,71,5,2,75,232
19,123,9,3,49,156
15,52,14,2,91,150
12,126,22,2,62,238
19,34,24,4,19,123
13,87,12,2,87,280
17,44,23,1,2,255
11,18,9,3,61,124
23,45,20,2,65,214
8,80,20,3,96,157
11,46,15,4,40,149
9,9,18,2,99,186
12,19,11,2,7,145
21,60,19,1,90,88
7,39,18,4,37,98
14,49,13,3,64,83
24,50,9,4,22,246
14,63,25,3,93,130
13,89,13,4,9,207
11,10,23,1,21,214
12,42,17,3,98,164
23,158,23,2,67,210
23,80,17,2,28,233
11,67,23,3,94,173
8,44,8,3,76,223
8,11,16,1,89,63
16,167,5,4,8,375
20,34,24,3,80,200
17,46,19,1,42,254
15,86,12,2,79,154
10,12,22,1,9,198
16,35,19,4,42,158
11,36,15,4,51,162
18,105,15,1,62,258
15,91,24,1,25,227
11,76,24,2,97,226
8,123,23,4,86,234
21,78,22,4,71,170
23,13,17,4,56,138
17,111,13,2,17,214
10,80,6,1,79,219
19,113,10,3,91,227
14,98,19,3,61,220
13,99,23,1,64,240
12,100,18,2,5,207
13,27,12,2,84,66
21,203,5,3,11,416
19,102,5,3,26,205
13,137,22,3,9,335
14,69,25,3,44,193
22,87,9,4,30,237
21,212,12,2,54,359
11,213,11,3,37,372
12,90,10,3,100,113
9,108,6,1,8,157
17,109,9,2,68,189
11,15,17,2,2,91
9,59,10,2,7,218
19,60,21,1,58,146
13,226,24,4,7,336
20,133,18,4,10,303
12,15,22,3,66,195
17,135,9,2,86,226
9,233,8,3,36,273
14,16,22,1,3,87
21,47,22,2,60,205
18,64,20,2,24,91
14,120,5,2,19,184
14,161,7,3,22,277
18,65,10,1,36,249
21,123,24,2,21,239
9,124,6,4,20,264
19,166,21,3,73,211
14,125,5,4,73,324
13,17,7,3,15,131
13,34,21,2,39,201
18,17,22,3,33,162
16,150,14,1,2,302
11,52,24,3,41,156
16,152,6,4,4,343
16,132,5,1,3,194
19,35,16,1,72,204
24,133,25,3,86,170
10,179,20,3,30,290
10,158,25,2,79,261
12,181,9,1,45,293
15,18,16,1,26,197
23,115,25,4,2,253
13,139,25,3,42,304
16,37,25,1,20,159
14,117,19,2,71,239
13,118,17,3,92,176
8,19,8,3,73,118
1,76,16,1,22,169
14,19,19,3,21,163
20,19,15,1,70,63
16,58,7,4,98,188
13,39,8,3,1,153
16,59,23,4,57,265
13,40,7,2,25,213
10,199,11,2,76,282
9,175,15,4,51,274
19,176,13,4,55,259
21,177,20,2,46,287
12,20,18,3,98,124
15,308,21,3,22,398
17,62,16,4,40,243
19,181,17,3,75,334
11,42,9,3,51,161
13,157,8,1,97,301
25,63,17,1,70,187
24,212,15,3,5,354
8,64,20,2,8,77
13,107,9,4,95,224
6,324,11,3,82,461
11,136,12,1,97,285
12,191,13,3,22,352
6,44,23,2,69,177
9,110,16,1,4,277
15,194,25,1,89,327
11,223,25,1,42,361
6,112,11,3,88,231
15,113,25,4,61,220
13,226,6,2,57,377
13,91,19,1,58,218
17,46,11,3,91,143
19,201,14,4,28,311
17,347,21,1,2,455
24,116,12,3,95,265
9,93,13,2,39,247
21,117,10,3,1,148
4,24,14,1,67,137
