p,r,w,v,T,d
7,0,17,1,67,117
14,1,17,0,19,225
13,2,23,3,65,208
7,1,22,2,2,91
14,7,17,1,91,88
13,2,24,1,26,155
16,4,20,1,93,45
14,2,24,2,81,133
10,10,22,3,87,193
18,17,20,0,77,162
13,9,11,2,84,125
18,7,6,1,13,117
16,15,7,0,23,192
16,2,19,2,28,164
27,13,17,0,48,203
9,4,6,0,66,135
10,20,16,0,47,168
18,11,19,3,92,157
10,20,15,0,10,161
12,18,16,1,91,37
13,22,11,1,72,110
23,23,12,2,50,147
15,5,19,3,26,58
17,14,7,3,43,110
15,30,23,2,62,143
17,31,25,2,68,179
18,32,23,1,49,156
19,50,25,1,2,133
20,52,9,2,3,180
19,22,24,3,83,107
16,23,21,4,21,162
16,29,13,1,92,176
15,25,9,0,17,116
21,4,22,2,55,67
15,63,20,0,62,207
22,27,20,0,79,182
12,22,21,0,30,121
25,18,16,1,8,80
24,71,18,1,48,123
9,19,14,0,87,162
13,31,7,3,58,147
20,38,7,2,18,157
18,33,24,1,36,101
15,33,7,1,75,208
17,82,5,4,6,231
16,28,21,1,4,128
10,23,18,0,89,101
18,36,10,1,9,160
11,52,20,1,88,201
13,30,17,3,45,141
6,54,22,0,78,167
12,6,21,1,78,156
12,48,7,1,40,207
19,66,23,1,21,291
19,20,15,2,70,91
10,51,13,3,36,243
14,7,6,1,85,93
19,14,23,2,79,90
11,22,19,2,32,199
18,64,21,1,28,229
14,7,10,1,36,134
18,57,9,0,28,209
12,8,25,1,19,131
9,16,10,3,56,132
9,32,13,2,1,120
7,80,15,0,74,229
19,16,20,1,31,143
17,17,12,1,35,39
21,126,12,0,9,245
5,53,11,0,96,89
17,26,16,2,83,135
14,35,20,1,6,127
13,89,21,2,100,115
14,18,17,5,53,135
19,69,6,2,2,222
23,81,5,3,21,160
23,141,13,2,92,173
19,95,5,0,4,231
14,48,13,1,47,153
22,10,20,2,20,115
15,30,24,2,90,224
22,20,21,0,79,52
17,102,15,1,28,280
7,51,25,0,60,116
14,104,10,0,49,272
16,53,9,1,82,121
15,67,18,2,18,199
12,22,11,2,66,106
20,33,25,4,58,162
12,165,8,1,24,349
9,45,5,1,45,169
15,99,6,2,64,204
21,23,21,1,19,160
15,12,22,1,97,131
15,35,14,1,53,101
21,74,12,1,23,267
10,36,10,0,30,229
15,24,24,1,27,68
16,106,13,0,27,206
19,184,15,2,21,245
12,124,7,0,97,227
22,94,10,1,39,215
14,63,5,1,38,123
31,51,5,2,3,154
18,97,19,1,23,273
14,26,23,0,15,142
11,13,13,4,49,156
14,133,16,0,87,265
6,117,25,0,29,179
13,13,14,1,78,152
4,27,13,0,6,62
13,206,5,6,9,328
28,14,20,2,84,140
8,56,11,3,98,216
18,42,9,4,47,115
27,28,20,0,93,203
13,90,20,2,78,246
28,91,17,1,68,274
13,15,12,1,10,37
12,74,7,0,77,156
16,74,5,2,22,170
14,45,19,2,84,134
19,132,22,2,27,166
12,61,15,1,27,105
16,15,16,1,22,123
10,116,15,1,39,312
21,47,23,0,67,204
19,63,19,2,51,135
27,16,5,1,49,192
23,120,20,1,42,262
14,241,9,2,19,341
21,32,8,1,66,175
18,82,6,3,63,302
11,33,13,0,19,135
12,124,11,1,41,145
21,104,23,0,73,224
25,105,10,1,11,260
14,170,5,2,8,200
21,150,24,2,47,298
14,258,24,3,31,399
17,69,15,1,28,149
18,262,9,1,43,323
19,53,20,1,27,239
12,53,8,0,27,230
14,156,20,1,81,308
3,180,23,0,12,336
11,181,15,0,8,281
10,273,13,3,92,480
11,92,18,0,74,193
19,74,5,2,58,270
16,116,15,1,20,245
19,93,11,2,45,122
9,188,16,1,55,257
13,284,24,5,99,401
11,119,25,0,63,263
16,144,12,0,55,235
19,193,21,3,5,366
15,39,16,1,16,105
24,78,8,1,9,208
18,59,17,1,3,231
9,173,21,1,88,281
15,174,12,2,32,275
15,176,13,3,23,312
25,202,23,1,29,341
16,61,6,2,87,142
7,82,13,0,65,228
11,154,14,2,77,293
13,155,15,1,95,280
18,208,9,2,44,334
17,84,15,1,30,127
12,63,7,3,15,126
20,132,22,2,59,343
20,43,21,2,10,140
8,107,21,5,11,242
19,189,15,1,52,279
19,163,11,2,1,293
13,44,25,0,58,249
12,164,19,0,57,293
16,66,8,1,48,201
17,111,14,0,77,247
7,67,14,1,31,80
15,90,9,4,77,154
11,68,21,2,33,215
19,23,12,2,83,124
15,199,7,0,42,328
6,143,16,2,98,251
12,69,9,1,24,127
17,145,9,2,17,280
21,204,7,2,35,281
11,23,23,2,49,130
26,118,6,1,84,224
11,24,16,2,73,114
10,95,16,1,56,291
21,209,17,1,60,331
11,24,13,4,38,116
19,211,8,4,76,369
18,97,7,2,16,223
15,183,6,1,46,292
16,25,6,0,95,219
20,74,14,1,79,127
