p,r,w,v,T,d
21,0,16,0,21,135
9,0,7,3,54,79
14,1,9,0,52,202
17,1,18,3,44,28
15,1,16,3,95,47
14,1,13,2,59,114
10,2,24,1,89,32
23,1,6,1,83,189
11,6,18,1,26,219
14,5,19,4,76,129
15,1,16,0,21,198
15,3,23,3,95,64
13,13,20,0,5,51
9,6,13,0,33,111
23,9,8,2,40,149
15,14,20,1,29,137
28,29,8,1,80,208
17,13,18,3,67,86
20,11,12,1,7,127
14,12,18,4,76,228
15,18,11,1,25,108
14,38,10,0,16,167
23,17,15,0,87,142
11,17,6,2,83,208
17,15,17,0,63,184
13,27,17,1,55,131
18,13,12,0,94,90
19,49,18,5,34,210
17,14,24,1,16,165
19,53,19,1,51,204
23,11,11,1,97,70
12,19,11,1,65,161
15,58,17,1,36,179
19,25,12,1,87,194
20,26,17,0,55,182
6,9,24,2,94,107
14,27,20,0,99,88
9,18,22,5,64,124
14,5,15,0,54,222
19,47,13,2,72,142
25,19,17,1,54,151
20,20,18,3,10,132
17,32,6,3,38,169
21,26,22,2,2,101
13,47,11,3,92,148
15,48,24,1,73,128
14,56,6,1,73,134
12,11,16,2,92,180
19,18,25,1,59,138
17,60,16,2,72,176
19,61,10,0,7,188
14,31,22,2,14,182
19,40,7,0,35,98
11,13,19,2,98,188
10,66,8,4,70,192
19,100,8,2,1,211
18,20,10,0,69,177
8,7,8,1,48,111
14,7,22,2,4,138
8,29,24,0,8,95
19,109,17,1,26,261
11,30,13,1,63,197
20,8,5,1,86,134
9,8,15,0,55,147
16,78,19,1,13,158
19,79,20,1,17,214
21,80,15,5,5,141
12,71,14,1,34,128
13,41,22,3,32,143
11,63,23,2,29,184
13,74,5,1,61,143
14,76,6,3,76,199
14,66,21,2,37,208
14,67,9,2,39,203
12,18,10,2,92,190
23,18,17,0,26,125
12,18,13,3,31,83
20,19,12,1,43,108
9,95,18,2,86,165
21,48,7,3,33,151
5,29,21,0,13,122
18,10,14,2,14,144
8,150,25,1,34,285
22,30,20,0,88,125
17,102,21,0,85,228
17,65,14,0,97,236
15,65,20,0,42,186
19,42,25,2,90,173
17,161,5,1,41,211
21,11,14,0,42,166
3,55,23,1,86,159
16,69,7,2,18,119
12,34,17,4,42,156
13,34,25,2,94,208
15,100,23,1,87,172
19,87,10,0,98,211
23,73,11,0,29,226
14,47,18,1,33,115
19,179,8,2,4,241
5,24,15,0,33,108
19,106,6,3,82,273
6,25,17,0,11,167
24,124,10,2,81,157
8,50,5,2,68,161
9,95,9,2,25,190
10,96,16,2,42,239
16,113,5,1,42,248
16,130,12,2,74,221
12,26,14,1,55,102
21,83,6,0,11,221
12,84,15,2,73,117
19,54,11,1,29,80
14,14,23,2,83,141
13,120,5,2,21,317
16,14,12,1,58,130
22,14,15,4,25,111
13,28,10,2,79,114
12,107,8,0,28,255
17,126,11,1,48,232
19,14,9,1,71,141
9,219,21,1,68,286
10,221,20,1,23,348
12,223,17,0,99,245
15,60,9,1,14,116
19,94,22,0,90,247
19,95,6,1,23,258
14,153,15,0,71,309
19,46,24,0,22,174
14,233,12,1,96,389
11,63,25,1,62,164
21,79,16,2,38,203
20,64,19,3,17,185
18,16,5,2,56,55
15,81,15,0,60,163
14,49,20,1,58,142
11,123,23,3,73,208
17,50,15,3,11,186
15,50,8,0,26,132
20,147,13,1,85,270
10,254,20,4,92,299
12,128,19,3,39,250
10,257,17,3,14,395
12,259,14,0,20,416
11,87,14,3,78,179
16,131,23,0,78,272
7,35,17,3,93,128
18,36,24,1,96,158
6,89,18,2,16,209
10,270,12,2,27,389
9,159,17,2,13,328
17,18,10,2,51,148
18,73,19,2,87,218
17,277,24,1,54,414
13,163,25,2,95,300
12,187,14,2,14,306
20,283,24,2,31,426
23,142,5,0,70,246
14,119,21,2,100,257
21,77,19,1,54,124
19,58,22,1,73,264
13,170,7,0,29,298
17,122,8,2,16,228
20,59,24,3,51,197
12,20,23,1,89,118
19,150,12,0,65,289
12,80,19,1,29,218
16,151,18,2,15,273
18,203,13,2,64,371
10,153,7,0,80,268
18,41,22,1,91,176
20,181,19,0,85,294
18,83,25,1,14,225
13,21,8,3,25,97
13,42,20,4,91,105
13,159,7,2,12,305
7,319,19,0,28,430
17,107,21,0,80,171
27,135,7,0,43,294
18,22,10,1,27,151
11,163,22,2,24,380
21,109,13,2,21,291
7,220,13,4,65,345
14,221,25,0,48,264
8,167,18,1,96,270
15,45,15,0,11,131
16,225,17,0,4,352
11,68,17,2,49,188
9,199,9,1,91,282
26,200,7,1,87,279
12,46,23,1,74,135
14,144,24,1,47,267
11,116,11,3,4,260
14,23,7,3,15,135
13,117,5,0,77,255
19,24,23,1,57,153
11,178,15,1,44,240
19,72,19,1,30,188
13,210,10,1,32,365
22,211,23,2,82,376
19,121,13,1,59,325
