p,r,w,v,T,d
14,0,18,2,59,82
12,2,14,4,29,197
10,1,12,3,19,134
19,3,10,1,50,134
26,2,20,4,5,141
16,1,19,3,42,167
10,2,11,2,25,60
12,2,10,1,49,138
19,8,25,1,62,75
16,9,20,2,13,105
3,9,6,1,51,184
12,13,25,2,78,115
19,6,18,4,7,35
15,6,8,2,13,129
22,17,8,2,75,236
13,5,16,2,26,152
11,4,12,1,7,119
10,13,6,2,19,118
12,2,22,2,48,228
19,11,8,1,90,110
11,21,11,3,2,184
21,25,18,4,66,209
20,20,17,2,76,116
18,11,6,3,74,133
11,18,7,1,77,126
13,19,21,1,60,191
17,31,21,2,71,137
20,32,15,1,98,165
11,7,10,1,91,141
21,31,18,1,75,251
16,54,25,4,18,217
19,11,23,1,57,200
25,4,21,2,41,134
9,12,17,2,46,137
15,61,16,4,48,180
17,42,20,2,70,102
27,32,10,2,67,179
14,67,9,2,76,223
8,18,20,3,81,130
9,5,24,4,9,110
8,10,21,4,50,122
14,25,22,1,7,199
4,32,5,4,38,144
18,78,11,4,21,207
16,26,7,4,98,165
9,54,17,2,19,181
17,11,14,4,52,111
14,42,6,3,68,149
12,29,16,2,60,170
9,29,6,4,64,214
19,38,10,1,26,178
13,6,25,2,68,120
10,31,24,2,93,204
13,40,15,2,14,139
14,13,18,3,78,195
7,50,12,3,20,133
18,67,14,4,97,282
11,69,8,1,9,90
6,35,21,3,10,86
14,28,17,1,93,179
18,63,5,4,4,116
22,73,16,4,16,125
12,65,20,2,10,96
20,76,19,3,51,282
9,77,17,4,48,178
17,59,19,3,40,205
17,16,8,2,27,161
20,24,18,1,43,106
14,123,20,4,74,265
16,25,25,4,91,116
13,25,19,2,100,178
12,26,12,1,78,161
14,76,19,2,84,186
21,66,14,3,61,131
10,78,15,3,74,194
22,9,18,1,36,117
18,27,14,2,42,161
16,81,22,2,25,206
20,19,11,1,54,127
14,10,13,1,35,129
19,144,22,2,60,297
22,61,19,4,81,185
13,99,6,2,85,296
13,10,22,2,64,103
9,10,24,3,26,114
14,10,12,4,66,41
16,78,17,4,41,262
10,92,19,3,14,219
9,93,20,1,57,163
16,107,24,3,22,256
26,11,23,4,90,121
13,164,17,1,94,271
8,83,23,4,72,209
16,22,22,1,35,130
18,23,9,2,25,137
12,114,25,4,100,178
12,46,7,2,63,159
21,73,24,1,99,286
10,118,21,4,68,265
18,48,7,3,26,215
11,48,23,4,86,115
14,91,15,1,51,204
14,25,6,1,35,84
19,186,16,2,57,322
4,94,20,1,56,120
18,51,13,4,47,133
5,38,15,2,1,138
9,52,6,1,6,212
14,39,22,2,39,159
14,66,20,3,87,123
21,40,23,2,70,98
17,67,21,3,62,195
8,202,9,1,56,317
20,68,13,4,100,217
24,41,11,3,57,186
10,208,6,3,78,308
15,70,25,3,54,213
14,88,18,4,43,133
11,89,17,2,52,160
13,90,22,1,52,170
14,14,14,1,19,126
12,44,7,2,69,105
20,73,12,1,67,123
12,130,5,1,8,256
14,30,9,3,75,152
13,113,22,2,74,186
14,95,24,1,99,276
20,134,14,3,14,253
12,31,22,3,99,211
19,31,18,4,33,97
15,63,13,1,96,190
23,138,15,2,69,364
21,16,15,3,82,113
19,16,17,1,99,127
19,242,11,4,3,441
19,49,14,2,40,92
21,123,16,4,53,219
21,16,24,3,21,119
15,104,25,4,18,136
6,84,11,2,54,254
11,34,13,3,95,93
14,68,7,2,50,219
18,34,20,1,52,84
11,108,18,3,22,316
23,108,20,4,15,230
4,153,24,1,47,249
14,264,21,4,84,402
14,265,16,1,37,439
14,134,25,1,6,200
9,36,18,1,98,167
8,158,7,3,60,270
13,136,18,2,70,255
17,183,24,1,88,273
25,74,12,2,65,251
17,19,23,3,4,129
18,93,12,1,57,212
17,75,5,1,78,133
17,19,25,3,3,190
17,119,6,2,64,215
14,191,22,1,35,244
15,77,19,3,46,199
18,97,14,3,46,195
15,195,22,4,7,393
17,20,9,1,37,110
12,296,11,3,73,425
22,298,22,3,74,443
14,60,20,3,32,211
12,126,10,3,53,216
17,81,20,4,55,199
20,20,14,3,20,170
18,102,16,4,39,234
26,154,19,1,47,305
9,21,15,3,74,134
21,312,24,3,76,362
18,314,9,3,16,486
12,132,16,3,11,263
13,132,13,1,69,162
18,186,14,3,87,406
16,43,6,3,27,138
16,135,12,3,33,273
18,162,5,3,77,352
21,218,25,1,71,388
17,329,17,1,3,421
13,110,21,2,79,214
12,111,25,2,5,254
19,111,10,2,98,290
15,224,18,4,25,347
17,68,22,2,43,181
13,198,5,1,3,342
20,45,13,4,47,143
18,91,10,2,41,152
9,201,11,2,5,354
27,92,9,2,78,238
4,70,14,4,61,227
11,350,21,2,31,466
18,70,6,2,96,207
12,177,19,2,46,305
12,95,6,2,54,206
16,209,8,4,34,273
11,180,24,1,67,289
