p,r,w,v,T,d
15,0,16,2,6,137
25,0,7,1,14,55
13,1,9,2,28,142
16,2,22,2,14,221
17,1,7,4,2,111
13,5,24,4,5,103
24,5,24,2,23,161
14,2,6,1,21,132
16,7,18,1,7,155
5,11,19,2,19,89
5,1,16,2,6,104
12,10,23,2,24,53
24,13,20,3,26,137
24,6,20,2,9,50
16,26,8,2,30,208
21,5,10,4,8,228
15,4,8,1,29,130
13,2,5,2,17,197
12,11,12,4,2,69
14,14,18,3,19,53
12,2,11,2,7,110
20,22,10,4,4,160
15,3,15,2,22,126
23,8,6,2,21,183
11,9,17,1,16,76
12,30,17,1,26,138
17,3,23,1,27,223
19,33,5,1,2,127
21,7,16,2,26,143
25,18,15,3,13,145
18,23,11,2,25,222
4,24,11,1,17,180
14,12,17,4,9,117
18,20,12,2,30,97
12,21,15,4,14,175
14,32,20,3,24,181
27,4,20,3,27,164
8,18,10,4,16,62
16,9,15,1,14,155
13,14,13,4,18,134
14,31,17,3,14,196
14,20,18,1,3,170
12,32,6,2,10,136
19,46,22,3,1,112
14,11,11,1,23,123
14,82,24,2,19,300
18,56,6,3,19,151
23,17,16,2,23,148
8,59,25,2,15,159
19,60,16,2,18,199
17,24,10,1,2,95
13,19,22,4,4,120
6,40,7,2,9,111
15,40,19,4,25,120
10,13,8,1,18,181
14,20,8,2,1,135
10,34,10,1,18,143
10,35,8,2,12,153
12,35,22,4,1,185
17,29,24,4,2,86
26,22,17,3,7,212
15,65,13,3,16,196
13,57,5,3,22,162
22,15,15,1,14,176
16,59,19,1,4,172
13,16,20,3,5,146
10,32,15,2,2,100
19,8,14,1,9,160
11,124,22,4,8,292
16,42,23,2,8,164
22,85,5,4,16,237
13,17,6,2,19,94
10,9,21,2,10,135
9,78,9,2,10,127
24,36,10,1,23,106
20,46,17,4,7,156
14,58,13,2,8,182
12,70,12,2,11,138
12,59,18,2,26,180
16,84,19,2,21,228
16,146,13,3,9,284
12,10,21,3,17,183
15,50,12,3,11,149
13,51,15,2,8,117
20,154,21,2,22,243
20,31,14,1,25,112
16,79,20,3,11,178
16,159,25,4,23,263
13,161,5,3,11,291
16,81,14,3,11,225
11,33,23,2,30,117
16,167,7,1,5,292
16,11,17,2,11,181
8,99,25,2,24,214
15,72,23,1,22,199
19,72,10,4,25,124
8,35,11,2,8,178
13,89,18,1,9,204
12,24,8,2,1,70
19,12,15,4,9,141
4,122,6,3,21,288
9,123,17,1,3,189
24,25,10,2,30,155
11,110,22,2,17,251
8,111,9,2,7,173
26,128,16,4,11,197
17,194,5,1,26,291
15,65,12,3,19,229
15,132,14,4,14,283
11,199,6,3,3,219
18,54,15,2,19,175
8,203,11,4,8,297
13,137,23,1,29,284
22,55,6,3,6,197
22,104,12,3,27,202
7,88,24,4,7,159
12,71,10,4,20,201
12,214,8,2,7,247
14,90,11,1,12,111
14,58,9,2,18,185
8,128,21,3,17,320
21,74,20,2,30,195
15,60,12,3,17,150
17,15,25,2,1,106
25,30,15,2,25,191
14,229,17,4,7,332
21,231,23,3,2,360
20,136,19,4,9,214
13,156,22,1,13,286
18,157,14,2,7,185
11,119,19,3,5,171
6,100,13,3,10,240
6,64,6,4,9,215
9,243,8,3,13,394
16,143,23,3,3,269
18,103,25,2,26,263
18,17,7,1,13,125
17,125,7,3,24,245
17,67,8,3,10,185
12,127,7,2,11,160
16,85,12,3,15,168
19,34,5,1,11,132
12,130,18,2,26,217
18,70,21,3,23,208
15,264,9,1,9,346
23,35,23,1,23,161
20,156,18,3,10,211
9,269,8,3,14,388
18,90,21,1,11,237
17,136,19,2,27,298
20,137,23,3,21,239
23,74,13,4,9,222
10,185,22,4,1,282
15,187,17,4,7,307
15,141,10,1,15,270
18,57,16,4,29,184
17,190,6,4,2,368
13,168,15,3,20,295
5,39,9,1,30,171
24,121,17,4,14,266
13,98,5,4,6,235
18,20,12,1,30,146
20,99,22,3,1,242
24,20,6,2,26,125
18,150,8,4,22,292
9,60,8,4,3,95
11,177,9,4,5,375
4,41,10,2,15,160
18,205,25,1,11,312
17,41,23,1,12,177
12,181,23,4,12,279
4,21,13,1,12,145
9,63,11,4,17,198
12,63,15,2,11,181
18,212,25,2,14,380
17,133,19,4,1,256
18,188,22,3,5,324
24,108,17,2,1,225
23,326,14,2,3,473
15,87,11,3,14,166
25,22,12,3,27,98
9,66,25,1,11,209
18,194,20,2,16,317
18,112,24,4,13,177
30,90,23,2,8,253
12,68,18,2,13,191
15,142,21,2,24,364
6,91,16,1,9,259
17,69,6,1,23,204
18,46,7,1,26,93
7,203,23,2,19,305
8,350,24,2,12,429
15,47,11,3,1,174
21,147,7,4,4,278
14,24,5,3,20,112
12,24,23,1,15,89
20,48,15,4,11,146
20,72,19,2,8,202
10,211,10,3,8,355
21,24,23,3,21,143
