p,r,w,v,T,d
9,0,9,4,58,64
2,1,10,4,63,35
9,1,23,3,112,71
3,1,5,3,68,53
6,3,15,2,20,50
6,2,5,1,82,49
6,2,24,2,68,53
4,3,23,1,104,57
10,4,18,2,124,72
9,6,11,4,75,77
9,0,8,2,51,64
8,2,6,1,91,58
8,3,24,3,106,20
1,1,15,3,88,36
1,4,15,4,96,42
8,5,24,2,89,58
8,4,21,2,32,51
6,3,12,3,54,22
5,4,9,3,73,41
7,13,17,4,116,72
5,6,8,2,113,56
10,5,18,4,76,36
4,4,21,1,113,37
4,5,22,4,134,25
1,2,8,3,105,75
9,11,7,2,80,42
3,1,17,1,102,36
4,8,5,2,110,32
7,10,19,4,99,66
5,20,13,1,161,57
4,14,25,2,43,61
9,12,16,4,129,43
6,6,16,4,89,35
10,8,15,2,95,88
5,6,24,2,72,47
7,3,19,3,91,49
9,8,6,3,162,43
5,13,17,1,90,44
3,17,22,1,65,40
5,27,15,2,89,70
3,16,14,4,47,51
10,16,13,2,101,44
7,29,15,1,136,72
1,12,14,3,78,53
3,18,14,1,129,58
1,10,16,3,53,88
4,10,24,3,73,51
9,32,23,3,71,92
4,7,14,3,102,31
1,11,22,1,106,56
2,20,11,1,87,63
3,7,24,2,102,46
1,21,15,4,45,66
8,18,21,1,89,48
2,37,19,2,93,115
6,10,8,4,167,27
1,10,7,1,56,43
2,13,16,1,58,27
7,17,22,4,93,103
4,8,10,2,112,37
6,21,10,4,141,78
9,21,9,1,125,74
6,6,13,2,147,59
2,6,25,1,79,90
7,18,5,2,86,63
1,30,23,2,87,50
9,19,10,1,59,66
5,6,9,4,41,52
8,31,7,4,167,72
6,28,24,1,76,44
7,32,16,1,79,72
2,10,9,2,120,71
6,29,15,3,130,42
5,7,12,1,88,53
9,21,11,1,105,63
6,14,24,4,69,28
6,22,5,4,128,38
10,4,6,1,93,60
4,4,6,1,118,48
5,4,25,4,140,17
2,4,25,4,109,16
9,23,23,1,128,38
3,23,25,4,76,69
10,15,12,4,102,77
10,19,7,2,100,64
1,4,12,4,141,45
3,4,17,2,75,35
5,35,11,3,65,111
9,16,9,1,166,54
6,12,25,3,51,86
10,41,12,3,123,105
3,21,7,4,102,77
4,63,8,1,104,97
7,21,5,4,91,37
6,27,15,3,145,41
10,32,11,4,125,73
9,33,19,2,89,75
4,66,19,1,92,102
10,13,17,2,96,82
4,18,17,1,127,48
4,14,5,1,131,89
6,69,10,1,80,132
3,29,11,2,119,82
5,5,23,4,114,55
5,14,10,3,100,54
5,30,15,2,156,96
9,14,22,3,142,95
5,37,21,4,96,89
6,37,16,4,115,104
4,25,20,3,93,77
3,15,23,1,118,50
2,5,16,4,120,35
5,10,11,4,80,54
5,45,16,1,111,108
9,26,11,3,149,68
8,46,9,3,81,103
9,16,7,1,164,84
10,11,12,2,73,100
10,11,17,1,102,45
6,41,18,1,88,95
10,27,8,4,94,98
7,6,7,4,150,79
2,83,20,4,121,149
8,84,13,4,94,116
5,6,24,1,130,62
4,28,7,4,123,81
10,17,16,2,103,67
4,87,23,3,131,172
2,51,21,3,94,94
6,59,21,3,104,74
10,18,15,4,85,55
3,18,20,3,110,27
5,60,12,3,96,104
1,6,18,4,132,48
5,38,6,2,143,69
10,25,19,2,129,97
9,19,11,3,123,54
5,47,5,4,110,61
8,19,16,1,135,60
8,13,13,3,153,73
8,13,21,2,119,77
8,56,15,1,57,84
3,13,18,1,59,64
7,98,9,3,48,184
5,66,11,3,115,109
1,13,22,4,54,53
8,58,25,2,52,110
6,7,22,2,98,23
4,67,18,4,122,127
6,34,10,4,84,96
7,68,22,2,80,112
3,28,13,3,109,55
6,61,15,2,36,72
6,21,18,1,89,53
8,44,25,1,58,85
9,7,6,4,98,90
4,36,14,4,53,79
7,107,18,2,99,181
6,72,23,2,119,130
5,7,16,3,150,59
8,15,15,3,63,73
2,15,20,4,106,81
4,55,6,2,116,92
5,56,10,1,73,80
10,30,22,4,77,70
10,8,22,4,101,24
9,23,16,2,97,82
1,114,5,2,90,127
6,77,9,3,76,125
4,58,11,1,98,89
2,31,9,2,86,64
2,39,23,3,63,66
6,16,10,2,106,34
2,49,25,2,141,108
4,119,16,2,115,184
5,16,5,3,116,87
5,24,7,2,132,75
6,60,22,3,88,131
7,61,24,2,74,94
3,82,19,3,107,136
2,62,19,3,173,122
10,8,23,2,131,70
2,62,17,2,107,100
10,42,16,3,105,109
2,52,21,1,8,106
9,74,7,2,107,126
7,127,11,1,60,192
3,75,14,2,75,118
10,26,16,3,135,77
6,34,15,1,70,48
7,54,18,3,56,83
1,17,7,3,89,67
3,35,19,4,85,86
10,26,6,1,51,110
5,88,18,4,47,134
1,78,17,3,157,132
6,9,12,4,105,87
9,36,17,4,101,93
6,36,18,2,122,76
8,36,22,3,119,94
