p,r,w,v,T,d
17,0,16,2,97,75
9,1,7,2,150,108
16,1,9,4,64,174
6,3,5,2,125,192
21,0,7,2,103,110
15,4,24,3,143,62
10,4,24,4,166,137
22,2,6,4,62,195
8,8,18,3,117,145
10,8,23,1,84,153
20,5,12,4,84,176
15,3,10,3,70,75
7,14,17,4,122,69
20,12,22,2,84,150
15,5,5,3,44,155
10,13,19,1,109,116
19,2,7,4,66,139
4,15,6,1,90,74
5,9,25,2,114,100
13,11,7,4,126,149
17,9,20,3,134,161
28,12,8,2,90,91
22,39,20,3,83,135
13,14,10,4,26,83
13,3,6,4,79,165
15,26,18,1,159,117
13,46,23,4,70,87
11,28,23,1,116,131
18,21,25,2,139,157
14,17,9,4,82,61
20,7,18,3,122,152
16,32,12,3,96,244
8,19,20,2,83,117
24,39,5,1,67,146
15,8,5,3,75,151
9,12,24,1,89,134
14,21,18,2,102,163
10,44,6,3,113,125
18,18,10,1,120,131
17,18,15,4,101,65
8,47,12,2,97,152
12,42,22,4,102,74
20,5,18,3,130,186
22,10,17,4,103,228
10,39,21,1,75,156
16,40,6,4,111,233
24,54,24,3,68,123
20,11,6,3,102,55
14,28,10,3,40,135
22,12,8,2,120,148
25,24,9,3,139,154
21,6,9,2,148,174
9,54,8,4,81,117
17,39,14,1,133,149
17,96,8,3,125,310
16,57,6,3,71,146
13,50,25,3,101,175
9,34,21,1,154,142
13,103,23,2,108,291
11,105,17,3,81,264
14,44,21,3,90,146
15,54,19,2,107,127
15,110,11,2,127,263
8,7,22,2,67,146
14,76,6,4,118,219
20,31,24,2,81,86
9,78,24,2,58,213
15,50,20,4,70,168
13,70,19,3,118,229
18,71,19,4,95,221
15,62,13,4,83,166
16,74,11,1,155,136
12,17,12,1,125,124
18,26,12,3,55,242
20,88,20,4,118,182
16,89,12,2,99,209
18,90,22,3,81,197
6,36,22,3,133,158
15,69,17,4,102,137
5,70,24,2,43,160
12,9,5,1,98,84
14,60,22,1,101,137
16,19,5,4,72,188
22,20,22,1,120,140
15,75,22,2,104,186
5,20,20,2,59,130
16,89,24,3,70,239
11,154,25,2,93,203
9,156,16,4,80,324
10,105,11,4,95,228
24,11,14,2,67,124
17,11,5,2,132,163
15,44,6,2,78,153
22,83,23,1,95,219
16,44,19,3,59,116
17,56,6,4,67,202
15,114,15,4,16,281
16,172,11,3,114,291
4,46,19,4,75,177
20,35,8,4,43,117
23,104,22,2,60,240
11,60,21,4,32,110
20,36,16,3,84,100
5,76,14,3,141,168
4,25,7,4,5,136
17,78,16,2,110,149
14,50,5,2,104,170
12,79,9,4,64,215
13,192,19,1,94,324
17,13,13,2,75,186
21,195,7,2,67,297
14,39,13,2,139,104
17,40,17,1,93,124
20,100,5,2,80,179
13,40,16,2,44,133
12,102,10,2,47,199
11,103,6,1,76,227
22,55,10,4,84,201
15,87,22,1,23,173
8,42,22,4,132,156
7,213,13,4,44,370
15,143,11,2,136,262
15,108,23,2,68,232
21,15,17,3,97,68
10,128,23,2,60,269
18,148,20,4,151,265
8,93,24,1,75,134
15,150,24,2,79,272
18,95,5,2,104,270
12,114,7,4,55,181
15,31,8,2,78,148
9,97,10,2,77,232
17,31,21,2,123,101
6,47,22,4,98,95
19,119,11,1,106,215
22,80,18,3,53,246
14,241,15,1,72,387
18,243,10,3,118,270
5,163,20,3,110,268
18,164,23,1,109,265
13,145,15,1,93,288
18,17,5,2,87,151
17,252,20,2,106,342
16,85,21,3,78,163
16,170,25,3,114,300
16,257,16,1,66,293
19,173,7,2,86,199
16,35,6,4,130,161
19,53,17,3,133,251
15,154,23,4,137,266
18,18,21,2,109,109
15,89,8,1,103,175
10,54,9,1,58,196
15,18,11,3,111,119
10,91,8,1,125,206
16,55,22,4,131,127
16,138,10,4,81,268
11,56,17,2,138,77
10,117,10,1,79,167
17,56,19,4,124,203
12,38,8,2,50,190
16,76,13,4,130,230
15,96,23,1,81,217
15,121,8,1,131,274
12,78,8,1,61,177
16,293,8,1,106,409
22,172,8,3,83,292
16,59,7,2,133,95
5,174,8,4,156,244
16,125,20,1,75,218
18,80,11,4,32,170
21,81,20,2,77,218
20,178,18,3,64,263
12,128,13,1,86,240
8,103,24,1,86,145
13,311,16,2,108,431
14,130,24,4,133,269
11,209,19,1,105,361
20,316,8,3,102,415
30,318,15,3,116,470
24,106,18,1,33,214
15,86,21,2,84,203
18,108,23,3,47,237
12,22,15,2,98,140
14,65,18,3,60,235
14,164,18,2,110,288
14,22,19,4,122,159
19,138,25,3,52,274
12,22,24,2,96,155
2,89,11,3,114,196
17,197,21,1,115,334
21,90,21,4,89,190
8,114,16,3,119,243
12,200,22,4,119,237
14,69,8,4,64,265
13,346,11,1,74,471
19,145,7,4,79,250
24,117,18,4,67,256
10,70,25,1,150,163
16,47,6,1,102,180
