p,r,w,v,T,d
12,0,8,4,78,90
21,1,25,4,129,82
14,0,14,3,26,46
17,5,8,3,76,152
23,4,24,2,92,107
13,2,11,1,98,108
9,4,19,2,35,90
14,8,25,3,104,209
7,8,13,1,14,88
12,7,17,2,96,163
9,6,16,4,125,170
15,7,20,3,113,153
18,11,18,1,89,152
20,15,7,1,84,130
12,7,8,3,97,139
18,2,21,1,60,123
3,12,25,4,137,134
13,10,15,3,121,97
15,6,17,2,102,67
14,17,20,4,23,120
19,9,7,2,82,156
17,12,8,2,120,133
24,10,7,3,85,106
16,3,14,3,133,95
10,43,15,3,141,235
14,6,13,3,114,30
19,9,16,2,166,197
15,16,16,2,52,165
11,25,5,4,78,166
15,34,6,3,77,136
15,18,6,4,102,121
13,32,11,4,36,172
13,19,21,2,107,41
12,59,24,1,84,195
7,12,24,3,66,147
12,17,25,3,68,148
16,13,9,4,49,164
13,9,16,3,73,173
23,45,20,3,69,151
16,5,17,4,119,125
17,5,13,2,108,55
8,73,15,3,25,265
10,5,19,4,55,207
18,20,14,3,58,146
19,33,11,1,112,142
12,11,11,1,121,127
9,27,24,1,85,63
27,28,10,2,148,145
12,28,6,2,107,185
13,44,10,1,84,166
17,12,7,3,91,135
18,24,13,3,81,169
13,12,15,2,99,154
9,39,9,3,145,78
10,32,16,3,95,77
15,41,19,1,141,121
15,33,11,2,103,160
22,42,24,3,178,187
10,60,22,1,98,176
14,35,12,1,109,108
3,7,7,3,103,118
9,7,22,2,137,71
8,64,5,3,51,259
22,65,11,2,104,240
10,15,16,2,89,34
13,48,18,2,111,152
15,16,21,4,110,163
17,32,24,4,137,224
9,60,21,3,75,177
16,61,23,4,97,159
13,52,19,4,115,176
22,126,8,2,123,337
12,85,14,3,76,223
20,86,14,3,89,251
16,132,25,3,73,261
14,36,24,1,50,124
20,36,21,1,138,214
21,80,11,4,120,219
21,92,15,2,130,223
14,19,12,4,131,40
16,47,5,1,131,123
12,72,9,4,87,233
15,85,15,4,103,153
19,98,12,4,111,220
14,75,19,3,111,170
15,63,14,1,63,195
17,31,14,4,86,164
20,155,12,4,115,262
17,21,17,4,47,154
15,105,23,4,97,170
11,67,6,1,159,209
14,11,15,2,75,121
12,164,15,2,155,317
6,96,22,2,128,199
10,11,23,2,93,134
18,98,12,1,94,260
13,11,14,4,72,156
15,172,6,2,67,278
18,174,22,1,62,350
4,35,21,3,148,48
13,118,18,3,105,182
16,75,21,3,99,198
12,60,11,2,65,162
8,49,9,4,63,185
14,12,21,4,70,49
15,25,20,2,127,158
13,13,17,1,64,171
23,38,18,2,111,75
2,96,15,3,72,181
8,129,11,4,137,237
14,52,18,1,109,136
12,99,21,1,88,291
11,40,7,3,100,244
7,84,25,2,127,186
18,41,8,2,113,205
14,119,20,2,47,202
19,137,5,1,72,248
26,42,14,3,88,236
19,122,18,4,101,255
9,141,14,4,95,157
17,71,16,4,112,140
14,57,13,1,76,91
11,72,24,2,96,255
14,109,20,1,148,176
12,59,23,1,90,176
25,148,9,4,102,366
14,131,22,2,93,255
18,94,7,2,115,141
18,15,25,3,56,163
21,134,14,4,87,250
9,31,23,2,73,211
29,47,15,2,28,120
12,156,7,4,115,359
3,63,20,3,147,212
13,119,16,3,132,323
18,48,6,2,114,119
22,242,16,3,141,439
14,243,15,2,114,364
13,65,21,3,79,193
18,82,23,1,90,235
18,249,15,4,91,388
15,17,8,4,52,171
17,168,14,3,102,288
7,127,6,4,153,205
21,149,8,2,106,272
15,129,13,2,77,230
19,259,6,3,10,407
22,35,6,2,187,152
19,70,21,4,139,197
17,177,14,2,68,322
27,18,11,4,92,140
20,89,15,3,95,135
11,72,19,3,115,275
14,54,15,4,76,152
14,137,19,2,102,336
12,18,10,3,112,140
16,277,19,2,67,421
12,56,7,4,107,194
15,164,6,2,80,327
16,75,20,2,159,102
19,118,18,4,66,177
12,286,19,2,100,360
17,168,13,2,105,250
13,97,10,2,108,260
20,170,20,4,70,257
12,293,21,3,89,402
20,59,15,4,118,229
6,79,23,4,101,253
12,299,20,4,130,385
14,20,5,4,125,65
13,302,14,1,99,372
18,127,11,3,153,282
7,178,5,1,96,194
16,82,20,2,73,148
19,62,9,2,83,183
17,83,22,3,52,266
15,130,23,4,108,240
21,157,22,3,126,309
13,132,5,3,66,171
23,212,23,2,101,420
7,43,18,4,120,151
7,161,23,3,48,322
16,65,18,3,40,208
16,163,20,2,90,315
16,22,20,4,88,131
15,44,21,3,82,234
26,44,13,2,168,116
12,44,9,1,115,206
25,45,11,1,71,83
12,196,23,4,106,309
2,45,23,3,135,140
15,68,12,1,83,183
13,45,9,1,114,222
23,343,17,4,82,481
17,115,15,2,100,284
17,173,5,3,130,296
9,23,22,1,32,140
14,146,22,2,107,205
23,176,7,1,76,290
12,236,9,4,158,340
