p,r,w,v,T,d
26,0,16,2,21,137
8,0,7,3,54,75
11,0,9,3,52,192
18,1,18,4,44,29
5,1,16,4,95,36
11,1,13,2,59,108
8,1,24,2,89,28
17,0,6,1,83,177
22,3,18,2,26,220
3,3,19,1,76,113
14,1,16,2,21,191
10,1,23,1,95,56
14,6,20,3,5,44
11,3,13,3,33,107
14,4,8,3,40,132
18,7,20,2,29,129
15,14,8,2,80,176
8,6,18,4,67,68
15,5,12,2,7,113
8,6,18,1,76,210
14,9,11,4,25,96
18,19,10,3,16,148
24,8,15,2,87,131
10,8,6,4,83,193
17,7,17,2,63,171
21,13,17,2,55,122
18,6,12,3,94,81
13,24,18,4,34,174
9,7,24,2,16,146
18,26,19,4,51,172
17,5,11,3,97,57
3,9,11,2,65,138
11,28,17,4,36,142
20,12,12,4,87,178
14,13,17,3,55,158
13,4,24,2,94,106
15,13,20,4,99,73
8,9,22,2,64,111
12,2,15,1,54,211
18,23,13,4,72,115
17,9,17,2,54,130
13,10,18,3,10,112
12,15,6,3,38,143
13,13,22,1,2,78
14,23,11,1,92,122
14,23,24,4,73,100
18,27,6,1,73,107
11,6,16,3,92,169
12,8,25,1,59,118
11,29,16,3,72,136
22,29,10,2,7,156
13,15,22,4,14,161
9,19,7,1,35,66
14,6,19,1,98,179
8,32,8,3,70,152
20,49,8,2,1,158
12,10,10,1,69,156
24,3,8,2,48,121
15,3,22,2,4,131
6,14,24,1,8,76
3,53,17,1,26,185
12,14,13,3,63,178
18,4,5,1,86,125
17,4,15,1,55,147
11,38,19,4,13,111
17,38,20,3,17,167
10,39,15,3,5,88
10,35,14,4,34,89
15,20,22,4,32,122
25,30,23,3,29,161
21,36,5,1,61,111
17,37,6,3,76,160
17,32,21,4,37,173
24,32,9,1,39,174
20,9,10,4,92,184
5,9,17,3,26,95
16,9,13,1,31,76
18,9,12,3,43,93
22,46,18,3,86,127
23,23,7,2,33,126
19,14,21,2,13,118
16,5,14,2,14,134
14,72,25,3,34,209
9,15,20,4,88,95
18,49,21,2,85,173
22,31,14,1,97,202
20,32,20,2,42,155
8,21,25,2,90,137
14,78,5,3,41,124
15,5,14,3,42,150
22,27,23,1,86,147
14,34,7,2,18,81
13,16,17,2,42,136
10,16,25,2,94,182
17,48,23,1,87,120
13,42,10,2,98,157
21,35,11,2,29,182
17,23,18,4,33,93
6,87,8,3,4,135
14,12,15,2,33,103
20,52,6,2,82,215
17,12,17,4,11,160
14,60,10,3,81,83
27,24,5,1,68,151
19,46,9,2,25,148
17,46,16,3,42,192
10,55,5,2,42,181
16,63,12,2,74,152
21,13,14,3,55,96
23,40,6,4,11,177
11,41,15,4,73,72
9,26,11,1,29,42
11,7,23,1,83,127
9,58,5,1,21,245
20,7,12,3,58,124
12,7,15,3,25,92
14,14,10,4,79,99
14,52,8,4,28,197
23,61,11,2,48,170
17,7,9,1,71,129
8,106,21,4,68,170
20,107,20,2,23,240
15,108,17,3,99,133
19,29,9,2,14,88
8,46,22,4,90,184
12,46,6,2,23,198
13,74,15,2,71,224
12,22,24,3,22,140
16,113,12,1,96,266
17,30,25,4,62,134
12,38,16,4,38,149
23,31,19,4,17,152
16,8,5,3,56,44
19,39,15,3,60,123
13,24,20,1,58,113
12,60,23,4,73,144
9,24,15,3,11,149
19,24,8,2,26,108
25,71,13,4,85,196
20,123,20,2,92,176
17,62,19,3,39,186
16,125,17,2,14,265
19,125,14,1,20,284
15,42,14,4,78,136
26,64,23,4,78,211
13,17,17,3,93,114
12,17,24,2,96,130
13,43,18,2,16,166
12,131,12,3,27,249
18,77,17,4,13,250
20,9,10,4,51,139
16,36,19,3,87,175
6,134,24,4,54,257
7,79,25,2,95,206
5,91,14,2,14,200
3,137,24,2,31,259
12,69,5,4,70,159
14,58,21,4,100,192
24,37,19,4,54,86
18,28,22,3,73,227
7,82,7,4,29,200
18,59,8,3,16,163
23,29,24,1,51,166
16,10,23,1,89,109
10,72,12,1,65,198
19,39,19,2,29,180
14,73,18,4,15,189
9,98,13,4,64,252
10,74,7,1,80,186
17,20,22,3,91,151
8,88,19,2,85,186
27,40,25,4,14,187
14,10,8,3,25,85
14,20,20,1,91,83
16,77,7,2,12,222
17,155,19,4,28,273
19,52,21,3,80,116
18,65,7,1,43,211
12,10,10,1,27,129
16,79,22,3,24,295
17,53,13,4,21,226
15,107,13,3,65,236
10,107,25,1,48,145
12,81,18,3,96,185
20,22,15,1,11,111
10,109,17,3,4,227
11,33,17,1,49,150
12,96,9,4,91,180
15,97,7,2,87,163
22,22,23,3,74,119
11,70,24,1,47,187
15,56,11,3,4,200
8,11,7,3,15,114
17,57,5,4,77,195
10,11,23,4,57,128
15,86,15,3,44,151
14,35,19,2,30,143
11,102,10,4,32,250
20,102,23,2,82,261
9,59,13,3,59,247
