p,r,w,v,T,d
21,0,17,4,67,122
9,1,17,3,19,204
15,1,23,1,65,194
21,1,22,3,2,98
11,7,17,3,91,80
17,2,24,2,26,148
13,3,20,2,93,39
19,2,24,3,81,128
12,9,22,4,87,181
19,15,20,1,77,151
13,9,11,4,84,117
15,6,6,4,13,106
14,14,7,1,23,176
17,1,19,3,28,153
10,12,17,2,48,172
10,3,6,2,66,126
15,18,16,1,47,160
9,10,19,1,92,137
12,18,15,2,10,151
21,16,16,4,91,44
2,20,11,3,72,91
17,21,12,4,50,131
5,5,19,2,26,45
9,13,7,4,43,95
21,27,23,4,62,138
6,29,25,4,68,156
16,30,23,2,49,144
23,46,25,4,2,128
16,48,9,1,3,163
12,21,24,1,83,94
18,21,21,1,21,153
14,27,13,2,92,162
15,23,9,3,17,108
13,4,22,1,55,56
18,58,20,3,62,195
13,25,20,1,79,160
23,21,21,4,30,124
4,17,16,3,8,55
16,65,18,2,48,107
13,18,14,1,87,155
17,29,7,1,58,141
17,35,7,4,18,143
9,30,24,3,36,85
16,31,7,2,75,195
23,75,5,1,6,219
8,26,21,2,4,112
14,21,18,2,89,98
19,34,10,2,9,150
11,48,20,3,88,186
18,28,17,1,45,137
10,50,22,1,78,159
8,6,21,1,78,141
22,45,7,4,40,203
11,60,23,4,21,261
8,18,15,3,70,74
15,47,13,1,36,229
9,6,6,3,85,82
14,13,23,3,79,80
10,20,19,1,32,183
10,59,21,2,28,205
11,7,10,2,36,122
11,52,9,2,28,186
14,7,25,4,19,124
14,14,10,2,56,126
3,29,13,4,1,105
17,74,15,2,74,222
12,15,20,3,31,127
12,15,12,2,35,32
14,116,12,4,9,220
24,49,11,3,96,101
6,24,16,1,83,114
18,32,20,3,6,122
11,82,21,4,100,105
15,17,17,2,53,127
16,63,6,1,2,203
9,75,5,3,21,136
15,130,13,1,92,153
5,88,5,1,4,201
7,45,13,3,47,135
17,9,20,3,20,103
7,27,24,2,90,199
18,18,21,3,79,46
14,94,15,2,28,256
25,47,25,1,60,126
14,96,10,4,49,252
9,49,9,3,82,106
17,61,18,1,18,186
15,20,11,3,66,102
16,30,25,3,58,147
13,152,8,3,24,324
20,41,5,4,45,167
10,91,6,2,64,184
16,21,21,4,19,144
5,11,22,1,97,112
13,32,14,3,53,92
7,68,12,2,23,233
11,33,10,3,30,213
11,22,24,2,27,60
15,98,13,4,27,190
9,169,15,1,21,216
18,114,7,4,97,216
18,86,10,1,39,195
21,58,5,1,38,121
15,47,5,4,3,128
3,89,19,3,23,237
15,24,23,1,15,133
8,12,13,3,49,142
8,122,16,4,87,239
22,108,25,3,29,181
23,12,14,4,78,151
16,25,13,2,6,70
13,190,5,4,9,303
8,13,20,4,84,112
19,52,11,4,98,211
20,39,9,2,47,110
22,26,20,4,93,184
12,83,20,1,78,227
18,83,17,2,68,244
11,13,12,4,10,33
8,68,7,4,77,141
5,68,5,4,22,147
11,41,19,2,84,121
9,122,22,3,27,144
16,56,15,3,27,101
9,14,16,3,22,108
19,107,15,3,39,297
23,43,23,3,67,192
20,58,19,4,51,127
10,15,5,2,49,162
4,110,20,2,42,224
5,223,9,3,19,307
31,30,8,3,66,174
21,75,6,3,63,282
10,30,13,4,19,124
10,115,11,1,41,134
20,96,23,3,73,207
12,97,10,4,11,229
15,156,5,4,8,186
17,138,24,1,47,272
17,238,24,4,31,372
19,64,15,2,28,141
20,241,9,2,43,300
21,49,20,4,27,223
15,49,8,1,27,216
11,144,20,1,81,282
16,165,23,1,12,322
12,167,15,3,8,261
17,252,13,4,92,450
13,84,18,2,74,180
16,68,5,1,58,247
23,107,15,3,20,234
21,86,11,4,45,116
18,173,16,1,55,247
11,262,24,1,99,368
7,110,25,1,63,240
14,133,12,4,55,216
11,178,21,4,5,331
22,36,16,3,16,105
12,72,8,3,9,181
16,54,17,2,3,212
15,160,21,4,88,267
12,161,12,3,32,253
14,162,13,3,23,288
20,186,23,1,29,311
3,56,6,2,87,119
10,75,13,3,65,213
15,142,14,4,77,275
29,143,15,4,95,275
15,192,9,4,44,307
15,77,15,4,30,116
15,58,7,2,15,120
18,122,22,3,59,316
15,39,21,3,10,125
18,99,21,1,11,234
20,174,15,2,52,259
15,150,11,3,1,267
14,40,25,3,58,231
19,151,19,1,57,278
18,61,8,4,48,188
12,102,14,4,77,224
17,62,14,4,31,85
10,83,9,4,77,138
14,62,21,3,33,202
26,21,12,3,83,123
11,184,7,4,42,300
17,132,16,2,98,243
18,64,9,1,24,125
11,133,9,3,17,253
13,188,7,1,35,253
20,22,23,2,49,130
7,108,6,3,84,188
2,22,16,4,73,97
7,88,16,4,56,266
14,193,17,4,60,300
17,22,13,3,38,113
17,195,8,3,76,340
18,89,7,2,16,207
19,169,6,4,46,275
19,23,6,2,95,206
15,68,14,1,79,114
