p,r,w,v,T,d
20,0,17,4,67,129
5,1,17,3,19,215
14,2,23,1,65,207
14,1,22,3,2,97
16,7,17,4,91,89
22,2,24,1,26,163
11,4,20,4,93,40
23,2,24,4,81,141
12,10,22,3,87,194
23,17,20,1,77,166
24,9,11,3,84,135
9,7,6,2,13,107
14,15,7,1,23,189
18,2,19,3,28,165
19,13,17,2,48,194
17,4,6,1,66,142
11,20,16,2,47,168
15,10,19,1,92,152
21,19,15,3,10,170
14,18,16,1,91,39
24,21,11,2,72,119
13,23,12,3,50,136
14,5,19,2,26,56
28,14,7,1,43,121
16,29,23,1,62,142
8,31,25,3,68,169
22,32,23,3,49,160
7,50,25,3,2,120
5,52,9,1,3,164
9,22,24,3,83,96
10,23,21,2,21,155
18,29,13,2,92,177
11,25,9,1,17,111
15,4,22,1,55,61
16,63,20,4,62,207
18,27,20,3,79,177
19,22,21,1,30,127
5,18,16,1,8,60
7,70,18,2,48,105
21,19,14,4,87,173
27,31,7,4,58,161
19,38,7,3,18,155
11,32,24,4,36,92
4,33,7,1,75,196
22,81,5,3,6,234
12,28,21,1,4,124
18,23,18,1,89,109
20,36,10,4,9,161
12,52,20,1,88,200
9,30,17,2,45,137
22,54,22,1,78,183
14,6,21,4,78,156
11,48,7,1,40,205
22,65,23,3,21,292
20,20,15,1,70,92
26,51,13,1,36,257
7,7,6,3,85,86
22,14,23,1,79,93
16,21,19,4,32,201
22,63,21,1,28,231
14,7,10,1,36,133
10,56,9,4,28,199
12,8,25,2,19,131
20,15,10,2,56,141
18,31,13,2,1,127
15,80,15,2,74,236
19,16,20,2,31,142
7,16,12,4,35,28
19,125,12,2,9,241
15,53,11,4,96,98
7,26,16,3,83,124
20,35,20,3,6,132
10,88,21,1,100,111
21,18,17,2,53,141
14,68,6,4,2,215
14,81,5,1,21,151
19,140,13,3,92,168
16,95,5,4,4,227
10,48,13,1,47,148
9,10,20,1,20,101
18,29,24,3,90,225
17,20,21,2,79,47
19,101,15,2,28,279
5,51,25,3,60,114
14,103,10,1,49,270
16,52,9,4,82,119
24,66,18,2,18,206
14,21,11,4,66,107
20,32,25,1,58,160
22,164,8,4,24,357
9,44,5,3,45,167
18,98,6,4,64,205
15,23,21,2,19,153
23,11,22,1,97,138
12,35,14,1,53,98
14,73,12,2,23,257
16,35,10,1,30,233
15,24,24,2,27,68
23,105,13,2,27,211
21,182,15,1,21,244
20,123,7,3,97,233
19,93,10,4,39,210
25,63,5,3,38,134
24,51,5,3,3,146
17,96,19,2,23,269
21,26,23,4,15,148
16,13,13,1,49,160
11,131,16,2,87,259
12,116,25,1,29,183
22,13,14,2,78,160
21,27,13,3,6,79
15,205,5,1,9,328
14,14,20,4,84,126
21,56,11,1,98,228
15,42,9,4,47,112
18,28,20,1,93,193
7,89,20,3,78,238
8,90,17,2,68,252
21,14,12,3,10,44
17,73,7,3,77,160
10,74,5,1,22,163
17,45,19,1,84,137
13,131,22,1,27,158
17,60,15,4,27,109
17,15,16,1,22,123
10,115,15,1,39,309
14,46,23,1,67,195
22,62,19,4,51,137
18,16,5,4,49,182
15,119,20,1,42,252
12,240,9,4,19,337
6,32,8,3,66,159
14,81,6,3,63,296
24,33,13,3,19,147
18,123,11,2,41,150
10,104,23,3,73,212
14,104,10,1,11,247
5,168,5,2,8,189
22,148,24,2,47,296
11,256,24,4,31,393
15,69,15,2,28,147
5,260,15,3,43,307
10,52,20,2,27,227
21,53,8,3,27,237
10,155,20,2,81,301
17,178,23,2,12,347
13,179,15,2,8,280
17,271,13,2,92,483
10,91,18,4,74,191
13,73,5,3,58,262
14,115,15,1,20,241
9,93,11,4,45,112
20,187,16,3,55,267
11,282,24,4,99,396
8,118,25,3,63,258
7,143,12,2,55,224
13,192,21,4,5,358
15,39,16,2,16,104
21,78,8,2,9,204
18,59,17,2,3,230
16,172,21,2,88,287
20,173,12,1,32,279
13,174,13,2,23,307
21,200,23,4,29,334
12,60,6,2,87,136
15,81,13,1,65,234
22,153,14,4,77,302
22,154,15,1,95,287
10,206,9,3,44,324
14,83,15,2,30,123
16,63,7,1,15,130
16,131,22,4,59,336
16,42,21,1,10,135
14,106,21,2,11,246
21,187,15,2,52,278
15,161,11,4,1,286
17,43,25,4,58,251
17,163,19,3,57,296
16,66,8,1,48,200
19,110,14,3,77,247
14,66,14,1,31,86
12,89,9,1,77,149
11,67,21,2,33,213
18,22,12,2,83,121
20,198,7,3,42,331
11,142,16,3,98,254
13,69,9,3,24,128
12,144,9,1,17,273
11,202,7,1,35,269
20,23,23,2,49,138
21,117,6,1,84,217
15,23,16,1,73,117
12,94,16,4,56,290
10,207,17,1,60,317
8,24,13,1,38,112
10,210,8,1,76,357
14,96,7,1,16,218
12,181,6,2,46,287
14,24,6,4,95,215
13,73,14,3,79,119
