p,r,w,v,T,d
18,0,22,1,22,132
15,1,10,2,19,73
9,2,23,3,14,76
20,3,5,3,28,133
11,0,16,1,19,122
11,2,17,4,6,130
14,11,16,1,15,202
13,3,10,2,17,81
11,2,13,3,29,113
11,1,7,2,11,23
13,8,22,4,2,73
22,12,5,4,5,65
16,22,17,3,26,129
23,12,18,3,19,143
10,11,17,1,27,140
15,9,10,2,16,155
22,8,21,4,6,183
13,2,12,3,29,177
17,32,13,2,11,195
13,17,17,4,22,157
12,15,25,1,30,36
15,38,25,1,2,144
11,17,13,4,27,125
15,24,9,3,29,159
19,14,20,4,26,136
11,12,6,2,23,58
28,6,20,2,29,118
9,6,13,3,21,153
21,34,8,4,16,175
12,10,15,4,4,78
15,23,7,4,28,116
9,15,21,1,5,65
16,19,5,3,4,224
18,20,25,2,2,95
15,26,8,3,18,126
18,4,14,4,6,75
8,17,11,2,2,154
13,28,11,2,15,127
14,68,22,1,18,196
17,14,10,4,5,88
22,14,18,1,22,96
16,49,22,3,19,250
20,25,8,4,7,139
21,52,15,2,16,175
20,26,14,2,28,115
17,16,21,4,3,101
13,22,20,1,2,89
16,35,6,4,19,150
12,36,24,3,20,134
13,37,18,2,17,98
16,45,19,3,18,157
13,54,16,2,27,171
13,47,20,1,27,158
13,56,25,4,15,272
16,6,21,3,6,120
10,66,19,1,9,211
11,34,15,2,15,97
10,21,7,2,19,147
14,21,16,2,30,142
6,53,22,4,20,155
10,63,11,4,5,189
7,7,10,2,9,73
13,112,9,4,28,326
16,23,25,1,20,68
15,77,9,4,2,176
18,68,17,4,1,117
15,16,23,1,10,238
9,24,10,2,16,98
16,41,14,1,12,192
14,25,7,1,25,154
21,8,15,4,27,153
13,17,17,4,16,246
11,17,25,1,16,127
17,131,19,4,25,199
7,78,22,2,9,186
16,36,17,2,28,159
14,46,24,2,13,148
10,69,11,1,12,105
9,82,12,4,3,177
16,59,5,1,15,231
18,48,18,3,6,73
17,49,14,2,28,173
13,62,20,2,15,162
11,20,24,1,11,53
15,30,16,3,30,72
22,51,5,1,6,195
17,90,16,4,25,211
13,65,23,1,17,86
15,21,15,4,10,50
19,160,9,2,27,185
20,68,25,1,5,202
6,22,12,2,6,165
22,11,7,2,25,126
23,11,8,1,26,140
16,56,18,2,19,145
14,86,5,2,11,286
13,46,14,4,26,135
12,58,9,4,29,248
21,59,17,3,3,222
20,12,11,3,30,171
26,36,25,4,21,141
18,121,17,1,11,148
15,12,25,3,17,35
8,25,7,4,30,115
21,187,16,4,17,296
12,110,10,1,29,206
10,127,7,3,24,294
13,39,21,1,20,120
16,52,18,3,15,255
8,13,10,3,17,170
9,132,6,1,15,273
11,100,23,3,20,230
9,202,15,3,19,303
16,102,25,1,12,278
9,86,19,1,8,284
20,121,15,3,2,264
17,209,13,2,22,387
14,105,16,3,4,247
8,14,16,1,12,106
15,29,23,2,18,118
16,29,18,3,26,148
11,145,8,4,1,310
15,15,7,3,28,116
13,15,8,3,22,158
9,112,19,3,23,275
22,225,21,2,15,454
16,132,14,2,10,212
26,61,9,3,5,213
29,154,7,4,28,344
17,46,23,2,11,236
23,234,12,2,29,426
19,157,11,4,21,238
6,48,8,4,25,189
17,64,14,2,28,209
7,80,6,2,29,194
15,162,8,2,12,391
20,102,23,4,10,229
10,33,11,3,12,65
10,50,13,1,26,130
12,104,23,3,19,131
12,168,21,1,22,284
24,127,6,1,23,260
9,17,17,2,24,94
15,129,6,2,15,309
15,108,17,1,4,192
16,131,12,4,10,170
20,131,10,4,28,238
19,18,21,3,12,175
20,53,11,1,27,222
16,72,21,1,7,140
13,113,15,3,20,254
13,36,10,4,28,258
15,73,7,3,5,189
26,184,14,1,23,312
12,277,23,4,29,404
12,163,15,2,25,185
6,75,14,2,11,228
20,75,23,3,28,243
13,19,11,4,30,129
11,191,10,2,27,266
13,19,6,1,21,42
19,39,21,4,21,125
14,195,9,2,9,297
25,78,12,4,19,298
17,39,12,1,14,157
20,297,14,3,23,494
11,149,19,4,8,298
19,150,19,3,17,294
12,40,5,2,26,184
17,61,17,2,24,248
17,82,23,3,4,186
26,21,13,2,2,96
17,41,24,3,15,138
13,130,25,4,26,149
15,104,19,2,19,251
19,158,10,4,5,208
3,317,9,2,23,431
18,64,6,3,12,152
11,160,24,3,27,252
16,215,8,2,2,298
17,108,7,4,29,157
15,326,18,4,25,490
11,66,14,2,23,238
15,220,5,3,11,408
4,331,5,4,2,456
13,89,18,3,18,273
19,112,10,2,21,199
4,90,8,2,28,229
20,339,12,4,15,512
22,227,11,3,29,386
11,46,8,1,17,152
13,201,22,1,8,364
26,23,19,2,8,187
11,203,17,3,2,327
21,233,23,1,6,406
17,205,21,2,30,328
17,206,7,2,23,331
15,207,10,2,21,233
17,95,8,1,11,171
18,119,22,1,7,266
