p,r,w,v,T,d
21,0,8,1,40,226
12,0,16,3,21,103
16,0,13,4,42,104
20,1,6,4,38,80
9,0,19,4,8,118
13,5,24,2,54,107
15,3,25,3,64,135
20,1,18,4,73,128
18,3,17,2,63,49
20,8,13,1,80,121
18,6,16,1,1,174
14,6,8,4,79,133
19,1,17,3,42,130
15,2,5,1,30,148
14,4,22,3,59,151
9,14,25,4,5,54
14,3,7,2,49,54
12,16,13,1,62,95
13,3,22,1,11,132
15,2,15,4,90,144
19,2,21,3,64,130
8,1,21,4,34,70
5,3,25,2,38,120
12,3,23,2,87,72
13,9,20,1,80,215
16,6,17,1,80,181
8,8,16,1,93,25
12,7,17,3,47,113
20,3,11,3,27,160
13,27,14,3,12,221
17,7,5,4,86,135
10,9,23,2,84,104
4,12,5,4,43,131
11,2,11,3,13,208
11,21,18,2,71,162
22,11,17,4,66,183
12,7,20,1,69,136
14,9,8,3,96,100
16,7,18,3,86,186
16,10,19,3,91,148
19,12,15,2,19,145
17,8,19,2,90,32
18,8,8,2,75,88
16,16,21,1,47,187
12,3,18,3,78,70
16,41,5,1,90,164
14,6,23,3,50,104
15,22,9,4,53,158
12,15,10,2,73,147
15,30,23,3,38,135
10,23,22,2,76,153
20,31,12,2,60,103
14,10,16,2,93,159
18,32,19,1,94,150
19,7,11,3,38,172
14,21,25,1,65,136
16,34,20,1,34,167
10,10,23,4,73,169
19,14,7,1,63,170
12,36,9,2,25,142
14,37,10,2,31,214
16,23,17,1,9,48
13,24,24,1,26,90
18,15,12,1,89,143
18,16,19,4,55,127
18,60,22,3,36,211
16,25,6,2,98,65
13,62,18,2,79,197
3,36,5,1,75,189
12,63,9,2,49,90
12,27,14,1,91,124
9,65,22,4,62,177
15,18,24,4,19,105
17,45,12,3,87,248
24,23,23,2,2,247
11,9,9,2,61,119
19,23,20,1,65,193
22,41,20,2,96,134
11,24,15,2,40,130
18,5,18,4,99,197
21,10,11,1,7,149
20,31,19,1,90,58
15,20,18,3,37,88
12,25,13,3,64,58
16,26,9,3,22,220
13,33,25,4,93,101
19,46,13,2,9,174
20,5,23,3,21,225
15,22,17,4,98,150
22,82,23,1,67,134
18,41,17,1,28,193
14,35,23,2,94,147
6,23,8,3,76,206
17,6,16,4,89,69
23,86,5,3,8,307
18,17,24,1,80,186
14,24,19,4,42,235
9,45,12,3,79,108
14,6,22,1,9,202
12,18,19,1,42,141
16,18,15,2,51,153
15,54,15,4,62,208
14,47,24,3,25,186
7,39,24,1,97,190
14,64,23,1,86,185
16,40,22,1,71,129
20,6,17,2,56,132
15,57,13,2,17,161
18,41,6,2,79,192
14,58,10,4,91,170
15,51,19,3,61,178
16,51,23,2,64,199
17,51,18,2,5,166
4,14,12,2,84,45
17,105,5,2,11,321
31,53,5,4,26,171
15,71,22,3,9,278
18,36,25,4,44,168
13,45,9,3,30,190
15,109,12,3,54,254
16,110,11,2,37,279
10,46,10,4,100,68
14,56,6,2,8,111
14,57,9,2,68,136
24,8,17,1,2,99
19,31,10,4,7,205
19,31,21,3,58,119
20,117,24,1,7,237
23,69,18,3,10,247
15,8,22,3,66,196
14,70,9,4,86,161
10,120,8,1,36,162
11,8,22,3,3,78
22,24,22,1,60,187
26,33,20,4,24,68
24,62,5,4,19,137
16,83,7,4,22,205
16,34,10,1,36,221
20,63,24,2,21,181
24,64,6,1,20,223
16,86,21,4,73,129
17,65,5,4,73,273
14,9,7,4,15,127
19,18,21,4,39,197
19,9,22,3,33,159
9,78,14,4,2,228
15,27,24,3,41,138
14,79,6,2,4,274
19,68,5,3,3,134
19,18,16,3,72,192
18,69,25,1,86,101
15,93,20,2,30,212
15,82,25,1,79,193
15,94,9,2,45,212
15,9,16,1,26,194
15,59,25,2,2,193
18,72,25,4,42,247
18,19,25,2,20,147
20,61,19,3,71,193
21,61,17,3,92,128
6,10,8,2,73,110
17,39,16,4,22,151
17,10,19,1,21,161
18,10,15,1,70,53
19,30,7,2,98,166
13,20,8,3,1,137
12,31,23,1,57,239
6,20,7,2,25,191
5,103,11,4,76,184
24,91,15,3,51,208
26,91,13,3,55,183
14,92,20,4,46,198
5,11,18,2,98,112
15,159,21,1,22,251
13,32,16,1,40,215
10,94,17,1,75,243
16,22,9,1,51,150
12,81,8,4,97,228
15,33,17,4,70,150
3,110,15,1,5,235
16,33,20,3,8,54
20,55,9,2,95,182
21,167,11,2,82,324
23,70,12,1,97,236
27,99,13,3,22,280
7,23,23,1,69,161
12,57,16,1,4,233
13,100,25,1,89,235
20,115,25,1,42,266
3,58,11,1,88,178
17,58,25,2,61,170
13,117,6,1,57,273
9,47,19,3,58,174
25,24,11,4,91,132
14,104,14,3,28,212
23,179,21,2,2,296
16,60,12,3,95,206
5,48,13,2,39,203
17,61,10,1,1,88
10,12,14,2,67,134
