p,r,w,v,T,d
20,0,6,4,41,108
18,0,18,1,47,168
19,2,19,3,42,141
16,2,10,1,35,122
9,4,8,1,21,156
13,1,21,3,12,131
16,7,15,2,22,131
13,8,25,4,21,28
15,10,7,1,13,65
8,9,20,4,1,48
12,8,16,1,4,108
9,12,20,3,90,194
10,14,7,1,15,68
13,3,18,4,62,110
13,8,13,2,94,176
15,5,17,4,63,158
15,14,7,1,37,91
3,18,5,3,66,157
7,4,17,3,22,108
13,20,14,4,52,165
18,18,15,1,14,75
17,16,16,4,47,46
17,11,15,4,51,155
21,14,20,1,10,94
12,43,19,1,7,192
15,26,5,4,20,75
14,13,11,2,90,55
11,10,22,2,14,128
15,13,22,3,54,235
18,26,22,2,22,175
14,32,25,1,61,218
20,19,5,4,31,136
12,4,22,4,91,96
12,20,12,4,83,106
13,4,8,4,66,213
18,13,9,4,6,144
26,13,23,4,20,206
12,4,19,3,25,83
13,14,13,3,59,101
15,29,16,2,64,149
16,5,10,1,52,117
24,10,12,3,39,120
17,44,17,2,66,223
19,32,5,3,79,176
17,16,5,4,37,184
14,27,22,2,4,101
18,11,13,4,62,217
21,42,14,1,43,150
18,36,20,4,69,151
24,30,9,4,18,206
17,18,9,2,35,98
19,61,23,3,33,206
17,39,23,1,19,147
12,32,7,2,83,71
13,20,17,2,2,96
12,50,12,4,14,239
19,59,7,4,28,178
17,27,24,3,89,184
16,21,25,2,61,191
9,36,9,2,48,129
15,108,9,2,10,284
17,15,8,3,23,121
13,37,5,2,77,135
13,15,15,2,35,209
15,31,14,2,45,125
14,39,18,3,55,162
10,16,19,3,19,81
17,40,15,3,33,202
9,25,13,1,12,150
13,73,22,3,14,123
14,17,20,2,85,187
24,128,14,3,50,242
11,17,5,3,91,166
18,35,24,4,69,180
17,89,11,4,68,117
16,36,12,1,100,115
16,37,23,4,88,156
16,46,19,4,62,152
17,94,11,4,31,213
14,29,12,1,98,213
10,72,7,2,82,118
8,146,6,2,28,282
17,86,8,1,11,263
12,40,20,2,62,109
17,10,14,4,79,137
19,10,7,2,44,143
12,41,14,1,54,128
21,10,17,4,67,115
18,93,17,3,28,281
20,54,14,1,8,183
12,11,5,2,35,164
20,110,15,3,78,260
13,166,24,4,95,301
8,98,25,4,32,154
10,71,13,2,13,271
9,34,18,2,79,141
15,23,13,1,72,166
15,175,20,1,95,322
12,118,11,2,57,272
18,48,8,4,46,201
8,181,7,4,23,255
15,183,17,3,4,337
16,49,24,4,98,141
15,12,16,1,37,78
13,25,13,4,12,150
16,127,22,2,83,254
13,192,25,1,20,301
16,64,11,4,39,203
11,98,16,2,41,158
14,26,5,4,100,142
20,40,8,3,44,135
16,40,12,3,1,155
16,54,20,1,2,162
20,14,17,3,29,179
10,86,6,3,67,280
25,121,5,4,94,339
6,105,15,1,9,223
21,141,9,2,17,248
13,14,16,4,49,61
22,90,20,3,85,306
26,14,11,4,51,200
18,44,8,4,100,173
25,92,5,4,77,245
13,15,12,2,17,38
9,149,5,3,64,239
20,15,14,3,47,141
12,228,16,3,54,377
14,77,7,4,57,195
18,135,17,2,39,328
8,78,9,4,67,158
23,31,9,3,93,139
10,237,11,3,63,303
10,99,16,4,20,225
20,120,8,2,48,264
15,16,22,3,20,179
16,102,12,4,24,231
6,49,25,2,69,110
20,124,24,2,100,292
18,166,19,4,66,338
16,251,19,1,77,299
8,253,5,4,51,324
21,68,7,2,34,250
16,257,11,3,80,389
17,258,8,2,90,411
14,130,23,4,74,243
15,17,16,2,42,200
22,264,8,3,7,398
13,35,11,3,9,109
9,134,12,3,94,240
9,90,20,2,59,173
15,158,14,2,97,185
9,114,9,4,15,207
9,183,13,2,50,281
22,184,7,2,22,369
19,19,15,3,85,165
18,93,25,4,82,207
12,75,12,2,1,242
20,118,15,1,33,296
19,76,11,4,16,234
6,57,5,3,95,154
15,120,14,4,88,283
17,194,12,2,93,366
22,39,8,4,80,131
10,79,23,3,34,220
14,173,15,2,66,279
20,149,16,2,87,177
14,125,8,4,58,172
13,201,24,3,95,224
29,304,18,2,30,397
20,153,24,2,6,313
21,179,25,2,92,350
5,206,5,2,68,385
24,311,23,3,74,448
5,208,18,4,78,341
11,21,13,2,2,239
18,42,6,4,94,223
18,106,25,1,79,169
6,133,19,4,82,219
18,161,18,3,89,249
12,43,18,2,66,142
19,217,18,2,64,298
21,87,14,2,28,235
24,329,16,4,96,428
9,110,20,1,9,247
22,67,9,2,33,197
2,45,14,4,26,144
16,168,14,1,78,257
9,141,14,1,51,191
20,45,21,2,69,181
12,342,22,4,41,506
15,92,21,2,93,179
12,46,24,4,14,152
15,116,9,4,45,263
19,70,12,1,13,244
14,175,23,2,28,199
14,70,20,3,3,192
8,236,24,4,91,408
12,95,24,4,17,204
18,149,20,1,38,247
9,180,8,2,18,203
