p,r,w,v,T,d
23,0,17,4,67,132
13,1,17,11,19,223
16,2,23,4,65,209
9,1,22,7,2,92
8,7,17,13,91,81
21,2,24,12,26,162
12,4,20,12,93,41
9,2,24,5,81,127
21,10,22,5,87,203
19,17,20,2,77,162
13,9,11,6,84,124
16,7,6,11,13,114
12,15,7,2,23,187
25,2,19,10,28,172
13,13,17,2,48,188
19,4,6,12,66,144
13,20,16,9,47,170
21,10,19,1,92,158
13,19,15,9,10,162
11,18,16,6,91,36
14,21,11,4,72,109
18,23,12,3,50,141
10,5,19,4,26,52
19,14,7,11,43,112
18,29,23,8,62,144
13,31,25,14,68,174
20,32,23,14,49,158
10,50,25,6,2,123
22,52,9,1,3,181
20,22,24,7,83,107
11,23,21,4,21,156
16,29,13,13,92,175
19,25,9,1,17,119
18,4,22,12,55,64
10,63,20,5,62,201
18,27,20,4,79,177
14,22,21,4,30,122
18,18,16,4,8,73
17,70,18,10,48,115
17,19,14,8,87,169
16,31,7,13,58,150
20,38,7,13,18,156
22,32,24,3,36,103
22,33,7,9,75,214
15,81,5,6,6,227
16,28,21,8,4,128
19,23,18,9,89,110
10,36,10,11,9,151
14,52,20,4,88,202
13,30,17,2,45,141
15,54,22,5,78,176
10,6,21,4,78,152
8,48,7,11,40,202
9,65,23,3,21,279
13,20,15,4,70,85
13,51,13,13,36,244
18,7,6,3,85,97
12,14,23,2,79,83
20,21,19,11,32,205
18,63,21,12,28,227
10,7,10,12,36,129
15,56,9,11,28,204
21,8,25,13,19,140
16,15,10,3,56,137
12,31,13,12,1,121
11,80,15,2,74,232
20,16,20,14,31,143
11,16,12,10,35,32
7,125,12,2,9,229
16,53,11,5,96,99
18,26,16,6,83,135
11,35,20,9,6,123
9,88,21,13,100,110
14,18,17,13,53,134
19,68,6,2,2,220
13,81,5,1,21,150
13,140,13,10,92,162
16,95,5,4,4,227
12,48,13,2,47,150
22,10,20,6,20,114
21,29,24,4,90,228
9,20,21,3,79,39
12,101,15,13,28,272
9,51,25,4,60,118
10,103,10,7,49,266
25,52,9,4,82,128
19,66,18,5,18,201
17,21,11,6,66,110
11,32,25,8,58,151
12,164,8,5,24,347
16,44,5,12,45,174
19,98,6,12,64,206
14,23,21,13,19,152
20,11,22,1,97,135
15,35,14,14,53,101
4,73,12,2,23,247
13,35,10,2,30,230
15,24,24,6,27,68
17,105,13,13,27,205
24,182,15,6,21,247
11,123,7,11,97,224
21,93,10,9,39,212
19,63,5,7,38,128
10,51,5,7,3,132
14,96,19,3,23,266
12,26,23,2,15,139
8,13,13,2,49,152
14,131,16,8,87,262
19,116,25,14,29,190
10,13,14,10,78,148
20,27,13,3,6,78
18,205,5,7,9,331
13,14,20,8,84,125
23,56,11,2,98,230
7,42,9,7,47,104
16,28,20,5,93,191
15,89,20,9,78,246
14,90,17,13,68,258
6,14,12,2,10,29
14,73,7,4,77,157
14,74,5,1,22,167
11,45,19,1,84,131
12,131,22,1,27,157
19,60,15,2,27,111
17,15,16,14,22,123
18,115,15,9,39,317
14,46,23,14,67,195
14,62,19,6,51,129
17,16,5,9,49,181
23,119,20,10,42,260
13,240,9,2,19,338
16,32,8,4,66,169
16,81,6,4,63,298
16,33,13,9,19,139
8,123,11,1,41,140
24,104,23,6,73,226
19,104,10,7,11,252
19,168,5,2,8,203
9,148,24,9,47,283
15,256,24,4,31,397
15,69,15,1,28,147
18,260,9,12,43,320
23,52,20,5,27,240
14,53,8,6,27,230
8,155,20,1,81,299
13,178,23,5,12,343
14,179,15,13,8,281
22,271,13,2,92,488
19,91,18,3,74,200
8,73,5,11,58,257
14,115,15,8,20,241
2,93,11,1,45,105
15,187,16,8,55,262
18,282,24,6,99,403
23,118,25,2,63,273
17,143,12,12,55,234
12,192,21,11,5,357
13,39,16,10,16,102
17,78,8,1,9,200
14,59,17,12,3,226
16,172,21,7,88,287
19,173,12,14,32,278
30,174,13,11,23,324
13,200,23,4,29,326
15,60,6,9,87,139
21,81,13,12,65,240
23,153,14,9,77,303
11,154,10,2,70,276
12,206,9,13,44,326
10,83,15,2,30,119
20,63,7,5,15,134
23,131,22,13,59,343
16,42,21,8,10,135
15,106,21,8,11,247
20,187,15,1,52,277
12,161,11,2,1,283
17,43,25,3,58,251
14,163,19,9,57,293
15,66,8,14,48,199
12,110,14,12,77,240
10,66,14,10,31,82
16,89,9,6,77,153
15,67,21,1,33,217
18,22,12,13,83,121
7,198,7,2,42,318
24,142,16,5,98,267
12,69,9,9,24,127
28,144,9,11,17,289
14,202,7,8,35,272
12,23,23,10,49,130
20,117,6,8,84,216
13,23,16,3,73,115
25,94,16,8,56,303
13,207,17,4,60,320
8,24,13,2,38,112
12,210,8,11,76,359
20,96,7,3,16,224
18,181,6,7,46,293
15,24,6,8,95,216
20,73,14,14,79,126
