p,r,w,v,T,d
23,0,18,2,15,108
18,0,14,2,27,126
7,4,18,2,8,146
17,1,9,4,13,219
8,4,17,2,27,139
20,1,5,3,11,139
20,1,11,3,30,205
12,9,16,2,28,220
18,6,25,3,16,151
15,1,20,3,4,132
15,5,6,1,28,137
21,14,15,3,20,190
10,11,18,1,2,71
12,8,8,2,4,149
13,15,8,4,19,77
12,16,16,3,27,111
19,20,12,2,29,218
30,6,10,2,9,129
11,20,21,2,5,41
12,7,16,3,23,131
25,19,11,3,1,248
10,39,18,1,28,188
15,8,20,1,8,131
18,11,23,4,18,127
19,45,5,4,16,285
15,19,19,4,25,117
16,3,11,4,4,176
16,21,20,4,10,206
6,10,23,3,6,94
20,4,22,2,26,131
17,28,23,1,24,145
9,15,14,4,11,188
6,35,13,1,29,134
21,21,14,1,29,159
15,17,25,3,24,160
14,22,19,2,9,242
7,22,23,3,11,181
11,35,23,1,6,222
17,36,25,2,28,161
22,73,5,1,27,215
16,50,7,2,30,173
21,38,6,1,2,104
18,52,19,4,12,194
30,11,24,3,18,188
16,55,14,1,27,179
9,35,8,4,2,144
22,36,18,4,9,166
17,37,6,4,3,220
22,52,9,3,2,186
14,92,20,4,17,221
20,62,12,1,4,209
23,40,19,3,25,185
21,40,5,3,27,147
11,66,18,2,28,173
12,20,7,2,4,165
16,7,10,4,19,205
11,44,21,4,17,180
12,36,9,2,5,153
11,72,7,4,2,252
19,55,23,1,21,163
18,37,20,3,21,229
18,67,18,1,30,164
21,8,20,1,11,233
20,39,22,3,21,69
8,70,12,2,18,125
16,16,17,4,15,174
19,123,24,2,12,178
16,63,7,2,30,110
9,17,25,3,9,45
22,17,8,4,19,231
16,65,21,1,19,177
16,35,13,3,15,184
25,67,8,1,23,225
9,36,15,3,27,109
16,18,16,4,21,166
16,28,20,1,6,122
12,142,19,2,29,299
20,48,6,2,12,195
13,146,23,4,25,259
18,10,8,3,12,74
7,150,17,1,7,267
4,40,22,2,19,133
15,89,24,3,3,224
9,31,17,3,24,153
18,42,18,3,28,151
12,32,7,1,4,153
23,21,20,1,20,183
21,95,15,1,2,221
9,22,5,1,19,222
20,83,7,4,14,185
4,34,18,2,10,137
11,57,10,3,13,86
13,34,25,4,15,221
16,23,25,2,27,160
15,117,15,3,9,195
5,36,8,3,29,179
14,60,10,4,17,161
16,181,19,4,16,294
13,24,24,2,25,159
18,62,21,1,17,175
17,25,7,4,7,141
20,79,23,4,30,153
15,25,17,1,14,145
17,80,10,3,15,295
20,39,13,4,15,201
20,39,20,2,14,213
19,116,13,1,12,193
19,100,15,3,1,222
17,27,6,1,2,90
13,102,22,1,30,236
7,206,21,4,22,236
15,121,23,4,18,202
22,28,21,3,16,149
11,28,9,2,30,195
20,57,25,2,27,187
12,107,10,3,15,163
19,58,6,2,20,116
16,15,25,4,14,146
16,129,18,1,11,256
8,74,17,1,13,216
13,150,22,1,13,289
19,75,14,1,5,187
23,152,7,2,18,307
12,134,12,2,17,178
14,232,5,3,2,308
19,16,9,3,19,105
14,16,22,2,28,131
18,63,14,1,28,131
21,16,15,4,8,68
22,80,19,3,25,221
18,101,18,4,9,231
6,82,13,2,24,150
10,144,15,1,18,327
4,166,15,4,21,273
17,50,17,3,25,241
16,168,11,3,1,232
19,169,14,4,10,303
19,17,16,2,29,246
12,258,24,3,6,348
14,260,25,4,5,370
13,70,11,3,14,269
19,176,13,4,24,220
9,88,7,1,13,175
20,134,20,3,13,238
18,112,18,2,6,148
8,271,20,4,4,449
11,273,8,3,30,334
10,114,20,4,21,266
23,115,16,2,10,172
25,162,25,4,2,391
3,280,18,1,25,386
11,118,7,3,15,225
33,118,18,2,18,279
25,191,24,4,22,382
14,288,12,4,17,356
16,97,23,3,26,240
12,97,13,3,15,217
13,196,5,1,30,319
17,172,25,2,1,265
14,40,6,4,16,211
17,80,22,2,26,193
22,201,10,2,1,327
23,61,16,2,16,126
13,305,25,2,15,478
22,61,5,1,1,165
17,154,19,3,16,211
17,181,17,2,29,309
9,182,22,3,21,274
11,157,11,2,9,357
19,158,13,2,21,253
14,21,14,3,7,156
14,64,9,4,10,205
8,43,19,3,12,193
25,65,15,4,19,171
15,22,24,1,19,141
13,136,9,3,4,283
26,66,16,3,3,210
24,66,13,3,18,220
15,111,14,1,27,234
13,335,21,1,21,378
7,22,5,3,9,188
18,141,5,4,20,282
15,340,25,4,18,373
5,91,17,2,1,305
16,23,21,3,20,121
10,23,25,4,28,159
22,116,16,1,25,316
12,93,18,1,7,259
24,23,22,4,11,125
16,177,5,3,1,287
10,237,13,3,12,383
15,95,10,4,11,275
15,120,11,2,2,247
10,210,9,3,20,319
15,181,14,3,16,331
14,152,21,3,8,247
16,73,6,2,24,134
15,98,19,3,12,262
11,49,6,3,14,184
21,50,8,1,9,230
