p,r,w,v,T,d
21,0,9,3,74,86
15,0,6,0,100,28
20,0,23,3,54,82
10,0,7,2,46,76
16,0,8,1,11,53
19,4,12,1,51,207
10,4,25,0,45,184
14,6,20,1,83,127
22,8,13,1,34,64
12,1,24,2,62,102
15,4,18,0,93,131
11,7,21,3,57,190
10,11,24,1,72,104
11,3,7,0,10,56
15,13,18,1,26,171
10,27,7,4,52,144
14,29,21,1,35,135
17,6,6,1,94,140
14,4,11,0,56,103
4,7,7,1,1,136
23,21,7,2,98,162
12,38,20,2,58,231
17,3,25,1,64,74
22,8,7,1,89,190
6,3,20,2,19,110
12,6,13,1,16,129
15,12,5,1,32,191
11,13,18,2,44,209
12,3,13,2,32,188
22,30,15,3,12,199
4,27,12,3,93,101
18,37,19,0,77,181
10,29,22,1,86,169
11,4,16,2,98,91
20,12,8,0,43,127
13,31,25,2,91,156
20,43,16,1,34,193
19,13,15,2,42,70
11,18,19,3,64,124
14,70,19,2,75,224
8,30,7,1,66,175
14,20,19,0,10,205
17,50,20,1,3,170
23,45,16,4,95,197
19,53,9,1,79,96
11,27,20,1,40,177
12,22,18,2,12,118
13,28,21,3,9,125
9,17,24,1,87,133
29,18,17,2,30,187
17,24,6,1,1,181
16,91,14,1,52,225
10,39,5,1,19,192
9,19,21,2,23,143
12,13,8,2,25,133
10,33,15,0,14,173
14,58,10,3,5,173
24,20,25,1,37,103
15,21,5,0,63,159
16,14,10,1,55,139
19,63,5,0,57,145
7,29,13,1,22,231
17,22,8,3,19,155
11,47,17,0,59,68
8,57,18,2,66,175
9,78,16,2,39,245
9,79,21,2,88,218
12,120,18,0,18,246
9,122,16,1,26,283
12,82,11,1,70,218
18,63,5,2,63,160
14,64,9,3,64,205
6,34,21,4,1,181
13,44,20,2,48,116
18,55,9,3,2,139
20,134,24,3,93,245
12,57,19,2,41,184
19,37,23,2,20,148
13,37,14,1,45,168
24,19,22,0,67,90
15,19,21,1,77,144
14,145,13,2,7,187
7,10,16,0,46,51
12,20,22,0,48,133
22,50,10,0,30,78
16,51,25,3,59,139
22,10,8,1,19,139
14,21,5,0,26,76
19,53,7,0,98,189
7,93,13,1,68,122
11,67,9,3,92,247
9,81,13,2,51,141
12,55,6,2,26,190
24,22,5,1,15,52
17,11,25,2,84,91
21,11,22,3,63,121
10,11,11,0,79,210
23,58,13,1,89,202
13,73,16,0,42,117
17,74,18,1,48,223
30,12,25,2,81,220
10,48,14,1,26,139
13,76,22,3,8,264
19,37,23,0,32,158
16,12,10,1,23,114
13,110,17,1,56,302
21,13,5,4,65,240
20,112,19,2,50,176
23,113,10,0,36,243
18,13,16,1,20,121
17,115,6,2,32,299
12,99,6,2,63,291
12,27,6,2,1,106
23,135,19,3,63,164
10,136,6,0,14,313
17,41,18,1,96,212
9,138,17,1,19,335
21,28,10,0,57,104
12,56,10,1,78,169
12,71,23,0,73,200
22,125,13,1,57,199
15,90,21,1,59,226
15,146,9,1,71,243
15,110,24,1,69,229
14,44,13,4,47,190
17,60,11,0,81,105
11,132,9,3,39,276
8,133,15,2,52,187
13,115,23,1,23,230
21,115,13,1,74,249
12,78,9,1,100,173
4,234,24,2,85,437
8,32,23,0,52,87
15,139,7,5,82,286
13,140,17,2,27,252
18,101,18,2,27,227
12,243,16,2,43,442
24,65,6,1,88,153
20,103,25,1,35,229
20,33,6,1,31,180
13,251,8,0,46,438
19,50,17,1,68,244
13,254,16,0,36,338
16,256,19,3,8,380
8,107,14,2,83,229
26,35,13,1,60,90
14,261,18,2,10,282
13,35,5,0,67,203
11,88,10,0,60,196
17,178,23,0,27,304
12,134,6,2,26,188
11,270,6,0,51,422
5,18,15,2,38,113
9,114,5,2,7,252
14,115,16,2,54,304
30,185,16,2,32,280
20,186,22,1,12,336
18,281,9,2,11,398
10,283,19,1,68,314
18,76,7,2,82,208
21,95,21,1,30,254
11,192,15,2,38,295
22,145,13,2,41,214
18,122,21,2,57,196
13,196,14,0,62,327
13,172,13,1,74,206
14,99,6,1,14,194
15,80,16,2,68,208
13,80,25,1,96,178
13,81,17,2,74,296
24,304,9,1,87,530
12,153,7,0,38,301
11,82,15,1,66,121
17,129,18,3,95,251
11,42,5,2,14,102
11,209,10,1,25,280
13,63,21,0,80,123
13,106,19,2,84,167
18,186,12,1,52,234
12,160,12,1,1,242
18,64,5,2,86,295
12,162,8,0,67,269
10,109,18,0,21,243
19,44,25,0,81,132
14,329,7,0,97,431
21,88,15,1,93,170
16,222,21,2,36,327
10,139,11,0,47,155
20,22,10,2,7,140
18,226,17,4,47,408
17,23,12,3,59,105
24,68,9,0,84,243
13,143,17,1,4,280
16,345,5,0,73,375
10,174,10,1,30,262
13,116,7,3,39,311
19,23,25,0,87,163
15,71,6,1,49,190
15,207,16,0,89,317
21,47,10,0,4,200
