p,r,w,v,T,d
5,0,22,2,86,33
18,0,10,4,74,101
18,1,23,1,53,118
14,1,5,1,44,124
18,2,9,2,75,140
10,1,17,2,24,151
9,3,16,1,57,161
13,2,10,4,67,148
11,7,13,2,30,134
7,2,23,4,70,18
14,8,6,1,42,105
28,3,5,1,17,120
17,6,17,3,55,133
7,3,9,4,73,105
14,2,17,4,10,48
14,5,10,4,64,96
7,6,21,4,23,140
2,5,12,4,25,117
16,3,9,1,43,70
11,8,17,4,85,90
11,1,25,3,43,50
10,10,25,1,6,193
10,18,13,1,96,80
14,13,24,4,4,105
14,13,25,3,80,76
23,6,7,1,26,147
13,4,17,2,77,95
7,11,5,2,3,122
12,2,15,3,94,67
7,3,19,4,62,65
14,25,25,1,71,208
11,26,10,1,58,123
22,26,25,3,29,142
21,18,21,3,98,102
8,14,16,2,78,84
20,2,12,2,61,71
16,8,6,1,57,115
14,4,18,4,67,96
14,6,9,1,58,64
11,21,12,2,83,120
14,14,19,1,74,123
22,7,21,2,25,119
13,5,16,2,90,204
8,9,25,2,83,107
18,10,17,2,17,152
15,15,24,3,69,78
8,13,17,4,12,128
22,39,23,3,94,159
21,11,14,4,66,120
14,24,22,3,18,145
12,17,11,3,16,83
17,11,24,2,9,212
16,29,15,2,37,71
9,26,19,1,24,112
17,15,19,3,34,60
8,30,15,1,57,228
20,6,7,4,75,86
7,24,16,2,2,155
13,32,22,3,78,150
14,28,11,3,19,156
17,13,10,4,35,228
20,10,9,3,90,121
18,30,16,2,80,95
13,30,9,3,6,136
23,26,17,4,4,147
21,18,23,1,40,120
12,11,10,4,63,47
22,28,14,2,47,129
21,37,7,4,97,201
9,33,15,2,6,49
21,29,17,2,61,148
15,24,25,3,64,119
17,16,19,3,100,53
19,12,22,1,33,56
25,20,17,3,41,157
18,62,10,2,67,176
19,31,19,3,47,58
12,21,12,4,11,46
21,4,5,3,57,31
11,38,18,3,24,153
7,33,14,4,89,166
16,9,20,2,57,110
14,23,24,3,42,134
16,46,16,3,52,129
18,5,25,1,53,194
17,9,12,2,22,95
15,71,17,3,78,249
20,24,13,2,40,174
23,10,9,1,39,160
13,43,23,3,80,128
10,31,8,2,24,50
11,15,7,2,99,34
16,76,8,1,53,167
19,32,17,4,41,132
4,21,10,3,33,102
3,78,23,1,31,224
10,79,19,4,39,151
19,21,12,1,53,212
21,5,24,3,82,163
8,48,23,2,86,177
13,6,9,4,41,128
11,49,16,3,10,145
10,35,23,2,48,192
8,50,16,3,87,231
4,17,9,2,42,133
14,17,7,1,93,178
15,29,21,4,78,161
15,29,18,4,60,121
13,52,10,4,66,133
10,52,6,2,59,157
15,12,23,2,77,168
13,6,15,3,76,98
16,6,25,4,46,141
15,47,19,4,30,203
21,39,15,3,6,250
9,13,13,2,88,81
15,64,16,3,15,195
15,6,16,3,47,169
16,97,23,1,71,272
16,65,18,1,28,236
13,58,8,3,1,128
11,50,7,4,88,185
19,101,20,3,87,237
7,20,13,4,37,125
8,68,21,1,94,272
13,43,7,4,44,154
4,21,24,1,14,46
17,44,6,1,97,125
12,14,12,3,94,40
6,14,19,4,3,115
10,45,9,1,44,155
6,14,6,2,43,82
10,36,15,1,77,197
14,29,25,2,18,106
9,46,5,1,46,76
15,46,15,1,100,141
15,7,8,1,86,148
17,30,10,1,39,183
13,30,16,4,82,91
8,76,12,4,31,201
13,48,21,3,48,253
19,8,6,2,12,119
20,8,10,2,58,121
18,39,18,4,48,162
9,8,10,4,39,27
13,40,21,1,47,188
7,70,11,4,22,213
28,121,24,2,25,238
17,24,15,2,79,100
9,123,10,4,31,142
9,41,20,3,38,112
13,125,18,2,81,218
8,42,18,2,64,228
9,8,11,2,22,110
26,25,6,2,28,213
21,85,18,3,54,232
15,9,8,1,73,138
12,54,13,3,10,187
12,9,25,2,89,176
15,26,18,3,65,120
22,66,21,1,25,133
20,27,15,4,24,120
2,18,6,3,92,26
10,18,22,3,45,149
12,79,16,4,70,119
9,18,14,2,76,128
5,68,14,1,62,137
6,37,8,3,31,117
19,92,8,3,20,172
18,93,5,1,34,140
16,19,15,1,41,172
6,82,25,3,2,235
7,9,10,1,46,174
8,29,5,4,43,148
15,96,25,1,11,268
17,48,23,3,69,127
12,97,16,4,18,233
10,39,17,2,5,189
14,86,10,3,52,225
4,20,17,1,48,111
17,30,23,1,34,185
15,75,17,3,19,216
8,10,23,4,72,122
12,50,22,3,17,201
7,152,19,4,59,256
19,76,20,2,22,194
23,10,22,3,43,43
14,77,16,3,34,145
18,90,16,1,49,226
13,21,18,3,2,149
8,21,5,3,15,207
16,79,19,4,66,193
12,106,6,2,34,247
19,42,18,2,46,236
10,43,5,4,43,169
9,11,22,4,17,103
20,32,17,4,85,173
12,163,18,4,14,259
17,109,22,3,50,244
18,82,16,3,20,275
