p,r,w,v,T,d
15,0,7,2,3,121
13,1,22,2,16,64
17,2,21,2,48,105
19,2,5,2,50,55
8,0,21,1,71,130
3,6,7,3,83,77
13,4,19,4,58,28
17,7,18,3,54,193
12,6,9,3,3,117
12,2,17,0,22,32
15,10,11,2,17,96
11,9,24,3,6,107
11,12,23,1,58,75
18,3,17,1,30,111
16,6,14,3,64,138
5,5,9,1,23,127
12,7,22,4,75,143
8,4,9,1,44,140
15,13,25,3,33,146
14,22,23,5,42,214
15,14,24,0,23,141
14,10,22,2,70,63
15,3,25,1,49,165
8,26,5,1,80,152
14,21,7,1,34,126
8,3,19,1,35,158
15,45,21,2,34,96
21,46,12,3,47,128
4,24,17,2,16,141
17,7,10,0,2,94
18,10,20,2,68,159
11,11,6,2,78,128
19,27,25,2,66,165
19,11,16,1,34,146
20,58,8,1,67,224
17,40,18,3,58,168
11,41,20,2,4,121
18,37,12,3,63,237
16,65,14,2,6,200
15,9,19,2,17,159
18,9,23,1,99,170
19,29,19,1,92,144
19,36,17,1,45,216
17,5,25,2,78,68
8,31,8,2,39,176
10,21,8,2,35,86
13,16,20,1,29,196
16,40,22,1,3,127
10,48,16,2,13,195
11,17,13,1,28,84
12,50,13,0,75,154
7,87,11,1,59,104
13,30,18,1,61,89
21,91,12,1,82,174
19,12,9,0,96,155
11,6,20,0,20,155
23,32,21,1,55,144
15,33,6,0,40,176
24,50,18,0,94,147
3,101,9,2,51,263
13,51,7,2,29,209
20,7,9,0,17,210
7,21,25,1,85,112
14,45,24,0,32,172
11,110,6,1,61,210
16,112,21,3,54,255
13,75,21,2,21,203
2,8,16,0,10,130
16,39,13,0,5,188
14,59,16,1,59,251
15,40,24,1,42,162
17,32,25,1,78,159
14,124,22,2,46,263
7,52,19,2,27,157
13,34,15,0,53,225
10,54,24,2,71,70
14,76,21,1,7,228
21,35,21,2,61,168
22,9,14,0,13,65
15,136,15,1,37,160
8,80,21,2,36,247
13,46,15,1,79,203
9,19,16,2,95,52
14,28,21,1,38,173
21,96,5,2,26,213
12,97,7,1,28,162
16,74,20,3,85,123
23,87,15,2,74,196
7,30,13,0,90,81
18,102,21,2,98,147
14,31,11,4,22,114
15,42,10,2,92,181
26,105,10,6,63,141
14,106,16,2,22,160
19,32,18,0,36,177
13,43,17,1,93,79
18,165,22,1,29,242
21,83,17,1,97,184
19,45,17,3,3,211
9,34,10,2,27,198
13,86,5,0,48,201
11,46,11,1,65,167
14,102,21,0,17,247
9,118,17,1,31,269
20,48,20,0,75,83
18,120,15,1,59,308
12,61,19,2,78,206
20,76,23,3,12,188
23,49,23,2,46,199
26,93,9,0,89,316
19,94,6,2,97,195
17,25,17,1,72,168
16,64,8,3,59,236
20,26,24,2,40,155
23,52,14,2,91,225
4,99,6,4,25,261
19,83,14,2,25,235
10,67,25,3,25,265
18,27,22,2,29,90
20,85,6,0,30,247
11,69,20,6,56,206
16,55,23,2,59,110
17,122,7,2,73,235
11,14,25,1,35,108
10,142,22,1,6,331
19,143,5,3,94,315
14,43,10,1,85,220
14,218,17,1,95,317
11,59,16,2,81,175
17,92,15,3,32,189
16,130,17,0,52,261
11,45,21,1,89,66
18,30,15,1,83,136
21,15,23,1,63,162
16,46,25,3,54,188
17,77,16,2,12,190
19,117,6,0,36,270
9,157,13,2,26,227
5,138,12,1,35,210
14,238,15,3,1,357
15,48,15,1,99,165
11,16,19,2,83,118
7,101,20,1,50,239
19,245,23,1,96,388
11,16,24,4,84,61
6,66,12,2,33,241
17,83,9,1,86,206
13,67,18,3,92,127
18,106,25,1,82,130
11,85,6,4,100,236
15,17,19,3,91,135
13,17,17,1,88,121
3,17,9,2,70,65
20,17,10,0,17,172
13,154,8,2,69,205
14,133,11,1,54,285
13,36,8,4,5,156
11,157,9,1,68,366
13,136,15,1,70,260
19,114,9,2,96,171
18,114,15,2,89,209
16,138,12,0,18,236
13,74,8,2,24,140
20,56,5,2,45,165
8,19,22,3,43,137
21,38,16,1,21,111
22,95,14,0,55,264
15,286,23,2,84,442
9,38,22,1,40,168
18,121,20,1,90,285
3,170,5,1,76,294
22,98,8,2,39,278
16,295,5,2,88,399
6,79,14,1,35,216
13,40,9,1,58,94
10,60,22,2,99,186
14,101,24,3,81,236
16,20,18,0,27,148
8,20,14,3,59,170
9,102,7,4,50,229
14,206,6,3,71,314
15,62,11,0,86,198
15,182,19,3,64,205
15,42,7,0,39,145
9,21,22,3,18,134
9,159,11,4,98,235
13,85,11,0,89,213
7,43,17,2,96,227
7,322,16,2,41,412
19,108,8,2,60,218
22,190,20,1,95,370
16,66,14,1,62,128
18,110,10,1,55,219
17,44,20,2,79,96
23,222,25,1,68,374
21,195,20,0,16,290
7,168,6,0,60,321
9,23,9,0,42,152
23,45,17,1,49,200
2,142,22,3,57,245
