p,r,w,v,T,d
14,0,9,7,74,78
11,0,6,3,100,24
10,0,23,13,54,71
18,0,7,6,46,83
24,0,8,1,11,61
8,4,12,11,51,195
13,4,25,12,45,187
8,6,20,6,83,121
16,8,13,8,34,57
17,1,24,13,62,106
19,4,18,14,93,135
17,7,21,5,57,195
18,11,24,5,72,111
20,3,7,10,10,65
18,12,18,8,26,173
5,27,7,1,52,139
12,29,21,6,35,132
24,6,6,4,94,147
18,4,11,13,56,106
13,7,7,1,1,144
16,21,7,8,98,155
16,37,20,10,58,233
15,3,25,11,64,71
21,8,7,6,89,189
15,3,20,12,19,118
22,6,13,6,16,138
14,12,5,12,32,189
10,13,18,11,44,207
14,3,13,6,32,189
31,30,15,1,12,207
20,27,12,14,93,117
12,37,19,4,77,175
18,29,22,6,86,177
7,4,16,14,98,86
17,12,8,6,43,124
12,31,25,9,91,154
16,43,16,5,34,189
27,13,15,2,42,78
16,18,19,4,64,128
13,69,19,11,75,221
19,30,7,5,66,185
14,19,19,3,10,203
13,50,20,2,3,166
21,45,16,12,95,195
22,52,9,10,79,98
20,27,20,7,40,185
7,22,18,10,12,113
20,28,21,14,9,131
17,17,24,11,87,140
9,17,17,6,30,166
8,24,6,2,1,171
18,91,14,14,52,227
14,39,5,14,19,196
4,19,21,5,23,138
23,13,8,9,25,144
11,33,15,6,14,173
16,58,10,8,5,174
19,20,25,5,37,97
13,21,5,5,63,157
24,14,10,12,55,146
14,62,5,3,57,139
10,29,13,13,22,233
21,22,8,5,19,159
20,47,17,2,59,77
14,57,18,9,66,180
15,77,16,10,39,249
19,78,21,9,88,227
4,119,18,8,18,236
15,121,16,9,26,288
9,82,11,4,70,214
13,62,5,11,63,153
18,63,9,9,64,208
10,34,21,9,1,185
18,43,20,13,48,119
22,55,9,3,2,142
20,134,24,14,93,244
11,56,19,10,41,182
22,37,23,6,20,151
15,37,14,8,45,170
24,19,22,7,67,90
10,19,21,8,77,138
18,144,13,4,7,190
7,10,16,6,46,51
14,20,22,3,48,134
20,50,10,14,30,76
19,50,25,2,59,141
19,10,8,5,19,136
23,21,5,14,26,85
14,52,7,8,98,182
3,93,13,6,68,118
15,67,9,11,92,250
9,81,13,10,51,141
18,55,6,11,26,195
6,22,5,14,15,34
15,11,25,13,84,89
24,11,22,13,63,124
12,11,11,13,79,211
19,58,13,1,89,198
7,73,16,9,42,110
21,74,18,12,48,226
15,12,25,14,81,204
16,48,14,11,26,145
21,76,22,9,8,271
30,37,23,11,32,168
16,12,10,5,23,113
15,109,17,14,56,302
7,13,5,1,65,225
13,111,19,13,50,168
26,112,10,3,36,245
15,13,16,2,20,118
16,114,6,1,32,297
22,99,6,8,63,300
15,27,6,9,1,109
9,134,19,14,63,149
18,135,6,13,14,319
15,41,18,11,96,210
21,138,17,1,19,346
19,28,10,12,57,102
14,56,10,13,78,170
12,71,23,8,73,200
16,125,13,8,57,192
11,90,21,3,59,221
21,145,9,13,71,248
18,110,24,1,69,231
14,44,13,6,47,190
14,59,11,6,81,101
24,131,9,10,39,287
9,132,15,6,52,187
7,114,23,4,23,222
11,115,13,13,74,239
7,77,9,1,100,166
25,233,24,4,85,456
7,31,23,11,52,85
5,138,7,6,82,275
20,139,17,2,27,258
14,100,25,11,6,222
15,242,19,10,75,443
11,65,25,4,68,140
9,102,20,3,71,216
12,33,18,5,12,172
14,249,6,7,51,436
13,50,13,11,47,238
23,253,10,14,36,346
6,255,19,12,8,368
4,107,14,8,83,224
14,34,13,12,60,77
11,260,18,2,10,278
8,35,5,8,67,197
10,88,10,6,60,195
15,177,23,12,27,300
13,134,6,13,26,189
6,269,6,1,51,415
18,18,15,1,38,126
20,114,5,14,7,262
14,114,16,1,54,303
13,184,16,9,32,262
17,185,22,2,12,332
16,280,9,9,11,395
8,282,19,3,68,311
9,76,7,14,82,198
9,95,21,13,30,241
6,191,15,7,38,288
14,144,13,2,41,204
10,121,21,13,57,187
17,195,14,14,62,329
15,172,13,7,74,208
2,99,6,13,14,182
14,79,16,6,68,205
7,80,25,9,96,172
14,80,17,8,74,295
10,303,9,14,87,514
16,152,7,2,38,303
20,82,15,8,66,130
6,128,18,10,95,239
21,41,5,14,14,111
14,208,10,9,25,282
6,63,21,10,80,116
23,105,19,6,84,176
14,185,12,3,52,229
18,159,12,9,1,247
17,64,5,13,86,293
14,161,8,10,67,270
11,108,18,3,21,242
20,43,25,6,81,131
13,328,7,4,97,428
4,88,15,10,93,153
26,221,21,14,36,335
17,139,11,14,47,162
9,22,10,8,7,128
20,225,17,7,47,408
9,23,12,9,59,97
14,68,9,12,84,232
19,143,17,9,4,286
12,344,5,7,73,370
11,173,10,3,30,261
21,116,7,6,39,319
22,23,25,9,87,165
14,70,6,4,49,188
12,206,16,13,89,312
18,47,10,6,4,196
