p,r,w,v,T,d
5,0,8,2,40,204
21,1,16,1,21,110
13,1,13,3,42,99
17,3,6,1,38,77
9,1,19,2,8,116
23,13,24,3,54,123
8,9,25,1,64,130
8,2,18,2,73,114
11,9,17,2,63,47
18,24,13,1,80,132
13,18,16,2,1,176
16,17,8,3,79,142
14,2,17,4,42,122
11,5,5,3,30,143
12,12,22,2,59,153
19,40,25,4,5,89
21,9,7,2,49,66
18,45,13,3,62,128
16,10,22,3,11,138
12,7,15,1,90,142
15,7,21,4,64,128
16,4,21,4,34,79
19,8,25,1,38,135
14,8,23,1,87,77
15,27,20,4,80,229
18,18,17,1,80,189
13,23,16,2,93,45
22,19,17,1,47,132
15,10,11,4,27,157
19,77,14,4,12,271
9,21,5,2,86,138
5,28,23,3,84,115
12,36,5,1,43,159
16,6,11,3,13,211
20,60,18,1,71,206
9,31,17,4,66,185
15,19,20,4,69,147
18,26,8,4,96,119
23,20,18,4,86,201
17,28,19,2,91,163
17,36,15,2,19,163
17,22,19,3,90,46
17,22,8,1,75,99
15,48,21,2,47,213
13,8,18,4,78,74
11,120,5,3,90,234
16,16,23,1,50,113
21,63,9,3,53,202
14,43,10,2,73,173
14,87,23,1,38,188
7,67,22,4,76,190
10,91,12,2,60,151
11,28,16,4,93,170
5,94,19,1,94,195
17,19,11,4,38,177
20,61,25,2,65,178
11,100,20,2,34,225
12,30,23,2,73,186
15,41,7,2,63,188
9,105,9,4,25,205
26,107,10,2,31,291
18,68,17,3,9,95
9,69,24,3,26,129
22,45,12,1,89,174
18,46,19,1,55,154
12,173,22,1,36,313
14,73,6,1,98,110
7,179,18,3,79,304
11,106,5,2,75,262
25,184,9,1,49,223
20,78,14,4,91,181
13,189,22,1,62,302
23,51,24,3,19,144
20,130,12,2,87,330
17,66,23,2,2,277
19,27,9,1,61,142
14,68,20,4,65,228
11,120,20,3,96,200
12,69,15,1,40,173
17,14,18,1,99,199
1,28,11,1,7,144
5,90,19,2,90,102
12,58,18,2,37,122
14,74,13,3,64,108
22,75,9,2,22,269
14,94,25,4,93,161
19,134,13,2,9,258
13,15,23,3,21,221
10,63,17,1,98,183
11,237,23,4,67,277
20,120,17,3,28,270
14,101,23,1,94,210
13,65,8,1,76,249
12,17,16,3,89,73
17,251,5,4,8,460
29,51,24,2,80,226
20,68,19,3,42,279
15,129,12,1,79,197
4,17,22,1,9,197
13,53,19,4,42,173
20,53,15,1,51,188
14,157,15,3,62,306
14,136,24,1,25,271
13,114,24,3,97,266
9,185,23,1,86,297
6,117,22,4,71,194
13,19,17,1,56,135
8,167,13,4,17,261
15,120,6,3,79,264
7,170,10,4,91,272
15,147,19,2,61,270
17,148,23,4,64,293
12,149,18,3,5,256
7,40,12,3,84,73
15,304,5,4,11,511
19,153,5,1,26,256
11,206,22,3,9,402
24,104,25,1,44,238
14,131,9,1,30,273
13,317,12,4,54,456
10,320,11,4,37,478
13,134,10,1,100,158
14,163,6,3,8,217
9,164,9,3,68,236
12,22,17,3,2,99
22,89,10,3,7,261
18,90,21,4,58,175
10,339,24,3,7,446
15,199,18,3,10,364
9,23,22,1,66,200
14,202,9,3,86,290
22,349,8,1,36,402
11,23,22,3,3,91
14,71,22,2,60,222
16,95,20,2,24,120
14,180,5,1,19,244
19,242,7,1,22,363
14,97,10,1,36,277
8,184,24,1,21,287
17,185,6,3,20,333
9,249,21,2,73,284
13,188,5,3,73,386
24,25,7,2,15,150
15,51,21,2,39,220
12,26,22,1,33,165
5,226,14,4,2,367
15,78,24,1,41,186
14,229,6,3,4,418
14,197,5,1,3,257
17,53,16,3,72,220
15,200,25,3,86,228
14,269,20,3,30,384
13,237,25,1,79,343
15,272,9,3,45,387
3,27,16,3,26,194
15,172,25,1,2,302
12,208,25,1,42,372
23,56,25,1,20,186
14,176,19,2,71,298
18,177,17,1,92,240
18,28,8,1,73,137
8,115,16,2,22,215
26,29,19,1,21,185
27,29,15,3,70,80
18,87,7,4,98,219
22,59,8,1,1,182
9,89,23,2,57,288
12,59,7,2,25,231
17,299,11,4,76,389
16,263,15,1,51,369
14,265,13,4,55,343
15,266,20,3,46,370
17,31,18,1,98,140
17,461,21,4,22,553
18,93,16,1,40,275
14,272,17,2,75,420
20,63,9,4,51,191
16,236,8,1,97,383
13,95,17,2,70,207
15,318,15,2,5,451
18,96,20,4,8,119
16,161,9,3,95,281
19,486,11,3,82,636
19,203,12,3,97,360
14,286,13,3,22,449
18,66,23,2,69,211
15,165,16,4,4,338
14,291,25,1,89,423
15,334,25,3,42,476
14,168,11,2,88,296
16,169,25,1,61,277
20,340,6,4,57,498
16,137,19,3,58,267
24,69,11,4,91,173
11,302,14,4,28,404
14,520,21,2,2,625
10,174,12,4,95,309
26,140,13,1,39,311
22,176,10,3,1,208
11,35,14,2,67,155
