p,r,w,v,T,d
15,0,7,3,55,57
18,1,7,4,12,58
12,0,21,1,68,96
11,2,9,1,58,35
24,1,10,2,64,116
6,3,19,1,47,79
15,6,20,2,60,63
10,3,7,4,38,49
17,7,14,1,95,64
29,10,11,2,65,122
16,12,17,4,83,101
16,13,16,1,98,96
13,1,14,4,33,19
15,16,15,1,60,121
15,9,7,1,14,130
15,6,23,2,76,88
7,6,16,1,34,52
5,10,8,2,93,25
17,19,19,3,14,74
23,15,16,4,70,96
20,12,10,1,25,39
15,10,6,2,78,86
17,17,12,4,85,81
16,25,6,4,58,78
17,22,14,2,98,104
18,46,9,3,76,84
21,48,11,4,53,136
6,7,10,3,82,78
15,10,5,3,54,87
11,4,20,3,46,49
13,28,9,4,67,60
24,11,20,2,77,97
10,20,10,2,68,59
16,35,14,2,16,94
5,26,9,2,74,61
19,17,17,2,11,86
18,66,6,2,43,158
20,40,10,4,21,142
13,70,20,2,73,145
12,10,25,1,21,81
22,31,21,2,79,127
15,75,13,3,42,124
13,32,8,1,20,89
18,33,14,1,6,107
15,16,15,2,96,118
12,35,6,1,26,96
16,23,20,4,77,105
14,58,15,3,2,101
30,6,8,2,87,86
7,60,24,3,24,121
14,31,18,2,26,105
19,31,14,2,70,124
20,56,21,4,33,151
5,13,15,4,84,53
4,20,18,2,24,53
11,20,13,1,63,116
20,14,24,2,51,67
20,70,17,4,89,129
19,53,12,2,2,130
18,72,13,1,25,108
14,55,5,2,73,87
8,47,10,4,48,124
6,38,10,1,50,114
20,116,23,2,76,169
7,39,24,3,52,137
17,80,16,3,100,159
16,121,14,4,91,174
7,8,5,4,5,52
12,125,11,3,2,165
15,127,18,4,82,148
8,64,18,3,89,136
8,54,6,3,44,129
20,26,16,2,92,127
15,36,13,1,23,107
8,57,20,4,24,103
12,28,9,1,22,111
7,19,20,2,19,89
10,83,8,2,76,149
21,19,13,2,55,59
14,10,7,2,51,43
16,49,18,1,44,98
20,87,24,4,95,135
19,88,14,2,71,175
16,102,15,1,40,169
16,21,5,3,14,89
9,104,18,1,24,167
16,21,25,2,1,136
21,32,6,3,30,127
13,32,17,2,65,117
22,22,25,3,47,106
16,110,8,2,87,204
11,11,19,1,97,84
13,85,9,3,70,167
22,86,12,1,99,160
19,173,17,4,99,246
21,23,8,1,71,63
15,177,17,1,15,260
11,36,18,4,67,108
11,90,13,3,77,160
7,12,25,1,40,69
18,37,6,3,78,112
26,25,12,2,96,85
9,63,23,3,45,86
23,111,23,1,39,208
13,64,23,4,74,150
20,113,19,4,97,202
18,98,12,1,27,144
15,82,7,4,74,168
14,199,14,4,58,285
14,84,14,1,5,173
20,84,23,1,21,125
7,85,6,3,30,160
13,14,9,4,95,92
22,69,10,4,37,132
12,210,23,2,87,297
19,106,23,2,40,181
13,14,8,2,48,95
18,14,17,4,37,68
23,72,22,4,35,101
6,58,11,1,57,126
15,92,17,1,73,126
7,59,6,4,97,175
21,15,25,4,26,72
14,60,13,1,28,167
11,114,21,4,23,192
17,153,25,2,40,208
15,135,23,4,57,207
14,16,6,4,58,107
16,16,11,3,58,69
18,47,5,1,46,91
6,64,9,3,62,130
11,32,18,2,87,93
11,65,21,2,16,159
17,82,15,1,36,182
16,103,10,1,71,200
10,166,24,4,20,207
16,167,14,1,17,277
15,126,13,4,56,231
19,68,9,3,18,170
19,128,5,2,88,228
20,69,14,3,31,97
8,173,7,2,2,231
22,70,24,1,37,97
10,18,16,2,62,129
19,155,14,4,68,229
19,89,7,1,15,151
16,36,6,1,25,108
11,135,12,4,96,173
17,36,13,1,41,66
14,18,13,1,92,39
19,55,18,2,34,131
20,185,22,2,85,244
16,117,10,1,97,213
12,117,5,4,89,196
18,19,14,1,25,133
24,143,12,2,15,233
20,96,10,4,35,123
18,77,18,4,68,111
21,58,12,1,52,89
21,171,8,4,3,225
15,294,8,1,61,375
18,296,10,1,69,369
24,40,16,1,55,98
13,150,9,4,18,210
9,151,21,4,19,178
20,81,25,1,86,199
14,41,24,2,30,110
13,20,20,4,45,86
22,41,5,3,54,130
17,21,11,1,99,80
20,209,15,1,91,319
21,184,11,1,40,286
17,106,20,3,72,186
21,133,23,1,94,210
21,133,8,4,31,209
2,322,5,2,100,378
15,108,7,1,24,183
18,326,13,4,21,393
18,66,18,3,12,110
21,220,19,3,47,285
19,193,20,1,60,307
14,44,24,4,57,67
15,335,24,4,28,365
15,168,19,1,93,255
14,68,21,1,74,134
13,68,18,4,39,134
13,23,5,1,93,67
11,344,23,2,98,364
15,202,23,1,98,309
14,203,16,1,29,271
16,93,17,3,48,144
13,234,24,1,65,286
13,353,6,1,86,400
17,355,8,3,54,434
19,95,17,3,37,207
12,239,5,3,88,306
12,72,18,2,59,148
24,211,6,1,72,282
13,49,15,4,44,119
14,214,17,4,45,242
