p,r,w,v,T,d
10,0,6,2,41,95
14,1,18,3,47,160
15,3,19,2,42,133
6,3,10,4,35,109
20,6,8,4,21,164
15,2,21,1,12,130
2,10,15,1,22,117
18,12,25,1,21,37
19,14,7,3,13,71
15,14,20,4,1,59
10,11,16,3,4,106
11,17,20,3,90,195
15,21,7,1,15,78
19,5,18,1,62,114
9,12,13,2,94,170
12,8,17,3,63,153
24,21,7,1,37,105
14,26,5,3,66,172
18,6,17,1,22,118
6,29,14,2,52,163
16,26,15,1,14,79
14,23,16,3,47,49
14,15,15,4,51,152
17,20,20,4,10,93
16,63,19,4,7,212
20,38,5,4,20,91
9,18,11,1,90,54
11,14,22,3,14,128
9,20,22,1,54,228
6,38,22,3,22,170
16,46,25,4,61,228
13,27,5,3,31,133
17,6,22,3,91,100
25,29,12,4,83,126
7,6,8,3,66,203
13,18,9,3,6,140
16,19,23,2,20,196
19,6,19,2,25,90
20,20,13,1,59,111
23,43,16,4,64,167
18,7,10,3,52,118
18,14,12,3,39,115
8,64,17,3,66,229
13,47,5,1,79,181
16,23,5,3,37,185
6,39,22,2,4,103
8,16,13,4,62,205
17,61,14,4,43,162
15,52,20,3,69,160
13,43,9,4,18,203
17,26,9,1,35,103
20,89,23,1,33,231
16,57,23,2,19,160
16,46,7,3,83,88
7,28,17,3,2,96
14,72,12,1,14,257
11,85,7,2,28,193
8,40,24,2,89,183
23,30,25,3,61,202
16,51,9,4,48,148
9,157,9,4,10,321
21,21,8,1,23,128
15,54,5,1,77,151
12,22,15,4,35,209
25,45,14,1,45,146
17,57,18,2,55,179
6,23,19,4,19,82
13,58,15,4,33,211
10,36,13,2,12,158
9,105,22,3,14,150
16,24,23,1,85,190
16,186,14,3,50,289
16,25,5,4,91,174
9,51,24,1,69,183
17,129,11,3,68,156
25,52,12,3,100,138
20,53,23,3,88,172
12,67,19,3,62,166
9,136,11,3,31,243
23,41,12,1,98,228
18,105,7,3,82,158
17,212,6,3,28,352
18,125,8,1,11,298
9,58,20,3,62,122
13,15,14,4,79,134
14,15,7,2,44,139
9,60,14,3,54,141
10,15,17,2,67,106
13,134,17,3,28,311
13,78,14,2,8,196
22,16,5,2,35,174
15,159,15,1,78,299
22,241,24,2,95,380
21,142,25,1,32,210
8,102,13,1,13,293
11,50,18,3,79,156
16,33,13,2,72,173
11,254,20,4,95,393
24,171,11,2,57,332
14,69,8,3,46,213
20,262,7,4,23,345
14,264,17,1,4,412
16,71,24,1,98,160
22,18,16,3,37,89
4,36,13,2,12,148
14,183,22,3,83,304
16,277,25,3,20,386
17,93,11,3,39,229
11,141,16,2,41,199
18,38,5,2,100,154
8,58,8,2,44,139
14,58,12,1,1,167
14,78,20,2,2,180
19,20,17,3,29,179
14,124,6,1,67,316
10,175,5,1,94,371
11,152,15,4,9,271
8,204,9,4,17,295
9,21,16,2,49,63
13,130,20,4,85,330
16,21,11,1,51,191
16,63,8,2,100,186
16,133,5,4,77,272
20,21,12,4,17,51
4,216,5,1,64,298
16,22,14,4,47,140
11,330,16,3,54,474
18,111,7,4,57,229
16,195,17,4,39,380
15,112,9,4,67,196
11,45,9,4,93,138
14,343,11,4,63,411
17,144,16,2,20,273
11,174,8,3,48,304
19,23,22,3,20,184
10,147,12,1,24,266
14,71,25,4,69,138
18,179,24,2,100,339
13,241,19,3,66,402
16,364,19,1,77,410
18,366,5,2,51,444
16,98,7,2,34,270
14,371,11,2,80,496
18,374,8,1,90,523
8,188,23,1,74,291
10,25,16,3,42,197
20,382,8,3,7,510
14,51,11,3,9,124
16,194,12,1,94,304
16,130,20,3,59,217
10,229,14,4,97,251
24,165,9,4,15,270
13,265,13,1,50,364
13,267,7,2,22,437
14,27,15,4,85,164
11,135,25,3,82,239
8,109,12,1,1,267
15,171,15,2,33,338
15,110,11,3,16,259
20,83,5,3,95,191
15,174,14,4,88,332
25,281,12,1,93,456
19,56,8,3,80,142
14,114,23,3,34,254
13,250,15,2,66,352
9,216,16,2,87,233
17,181,8,4,58,230
17,291,24,2,95,318
2,439,18,3,30,502
18,221,24,3,6,374
21,259,25,4,92,425
15,298,5,3,68,481
9,450,23,2,74,568
15,302,18,3,78,440
23,30,13,1,2,252
13,61,6,2,94,231
18,153,25,4,79,215
20,193,19,3,82,291
28,233,18,2,89,329
18,62,18,1,66,164
20,314,18,1,64,394
6,126,14,4,28,255
10,476,16,4,96,558
14,160,20,1,9,297
20,96,9,3,33,220
9,65,14,2,26,167
18,243,14,4,78,331
8,204,14,1,51,252
8,66,21,1,69,186
25,494,22,3,41,665
7,133,21,3,93,210
14,67,24,3,14,172
9,167,9,1,45,303
17,101,12,2,13,268
14,254,23,3,28,278
17,102,20,3,3,223
22,342,24,3,91,522
14,137,24,3,17,245
8,216,20,1,38,301
10,260,8,3,18,283
