p,r,w,v,T,d
17,0,7,3,55,99
11,1,7,3,12,88
27,0,21,2,68,191
19,2,9,3,58,64
13,1,10,2,64,193
12,3,19,1,47,153
18,5,20,4,60,106
8,3,7,4,38,82
7,7,14,2,95,92
16,9,11,2,65,188
6,12,17,2,83,160
15,13,16,3,98,159
18,1,14,1,33,26
11,16,15,4,60,203
17,8,7,1,14,231
16,5,23,2,76,152
20,6,16,3,34,102
17,10,8,3,93,46
19,19,19,2,14,113
13,14,16,3,70,140
17,12,10,1,25,42
19,10,6,1,78,148
8,16,25,1,11,117
15,24,6,1,7,112
15,21,22,2,54,164
11,45,20,2,95,95
12,47,12,1,31,190
16,6,23,3,23,149
24,10,7,3,70,156
20,3,5,1,48,89
21,27,25,3,43,85
14,11,10,4,77,147
13,19,10,4,68,90
14,34,14,3,16,132
14,25,9,2,74,97
8,17,17,4,11,124
19,64,6,1,43,228
18,39,10,4,21,217
11,68,20,2,73,201
14,9,25,2,21,139
18,30,21,2,79,193
18,73,13,3,42,158
19,31,8,4,20,135
24,32,14,3,6,166
10,16,15,3,96,196
21,34,6,2,26,151
15,22,20,1,77,166
14,56,15,4,2,127
12,6,8,1,87,116
13,59,24,1,24,178
11,30,18,3,26,159
20,30,14,1,70,195
14,54,21,3,33,214
15,13,15,4,84,97
11,19,18,3,24,86
18,20,13,4,63,203
17,13,24,4,51,94
22,68,17,1,89,166
13,52,12,4,2,178
15,70,13,2,25,120
6,54,5,2,73,95
19,46,10,2,48,201
12,37,10,4,50,186
20,113,23,1,76,198
13,38,24,2,52,230
9,78,16,1,100,208
20,118,14,2,91,210
18,8,5,4,5,99
15,122,11,3,2,192
17,124,18,2,82,153
13,63,18,4,89,201
16,53,6,3,44,200
21,26,16,1,92,205
26,35,13,4,23,170
16,55,17,3,24,146
17,27,9,4,22,182
8,18,20,3,19,149
11,80,8,2,76,200
12,19,13,1,55,68
22,9,7,4,51,68
12,48,18,4,44,124
22,85,24,4,95,161
17,86,14,3,71,235
12,99,15,2,40,211
15,20,5,2,14,137
17,102,18,3,24,224
10,21,25,3,1,224
11,31,6,4,30,186
23,32,17,1,65,196
13,21,25,2,47,155
15,107,8,2,87,275
13,11,19,1,97,146
17,82,9,4,70,234
22,83,12,3,99,206
6,168,17,2,99,280
9,23,8,1,71,70
18,172,17,2,15,323
11,35,18,1,67,166
6,88,13,2,77,209
15,12,25,1,40,124
7,36,6,3,78,155
22,24,12,3,96,113
23,61,23,4,45,112
11,108,23,4,39,264
17,62,23,4,74,221
12,110,19,3,97,257
8,95,12,2,27,158
12,80,7,2,74,231
21,193,14,3,58,355
5,81,14,1,5,233
25,82,23,1,21,149
11,83,6,2,30,227
8,13,9,3,95,147
19,67,10,1,37,166
19,204,23,2,87,370
23,103,23,4,40,235
10,14,8,1,48,156
11,14,17,2,37,96
22,70,22,2,35,98
16,57,11,4,57,194
12,90,17,1,73,139
20,58,6,4,97,291
17,15,25,1,26,102
6,59,13,2,28,247
14,111,21,4,23,257
16,149,25,4,40,239
16,132,23,3,57,259
15,15,6,1,58,180
15,15,11,2,58,103
16,46,5,1,46,113
15,62,9,2,62,195
17,31,18,2,87,147
17,63,21,1,16,241
13,79,15,4,36,255
18,100,10,2,71,275
11,161,24,1,20,234
12,162,14,3,17,357
21,123,13,4,56,319
9,66,9,1,18,237
3,125,5,1,88,287
13,67,14,3,31,96
20,168,7,4,2,286
22,68,24,3,37,96
12,17,16,4,62,226
14,150,14,2,68,271
14,87,7,2,15,185
8,35,6,3,25,153
15,132,12,3,96,201
20,35,13,1,41,81
6,18,13,4,92,31
14,54,18,3,34,179
8,180,22,3,85,265
18,113,10,4,97,287
19,114,5,3,89,264
12,18,14,4,25,217
17,139,12,1,15,285
10,93,10,4,35,110
16,75,18,1,68,123
17,57,12,1,52,84
17,166,8,1,3,248
13,287,8,3,61,429
12,288,10,3,69,408
18,39,16,3,55,123
13,146,9,4,18,251
18,147,21,2,19,200
9,79,25,2,86,279
16,40,24,2,30,163
8,20,20,2,45,132
22,40,5,3,54,194
12,20,11,4,99,114
9,203,15,1,91,388
19,179,11,1,40,357
19,103,20,4,72,245
14,129,23,3,94,252
17,130,8,3,31,254
6,314,5,1,100,426
15,105,7,3,24,237
15,317,13,3,21,428
18,64,18,3,12,133
10,214,19,4,47,311
17,188,20,2,60,391
11,43,24,1,57,63
19,326,24,3,28,374
21,164,19,2,93,325
11,66,21,3,74,178
19,66,18,4,39,188
26,22,5,4,93,110
15,335,23,1,98,369
15,196,23,2,98,390
15,198,16,2,29,319
20,91,17,4,48,179
16,228,24,3,65,320
18,344,6,3,86,428
8,346,8,1,54,475
15,93,17,3,37,289
18,233,5,4,88,359
6,70,18,3,59,201
15,206,6,2,72,314
7,47,15,2,44,165
16,208,17,4,45,253
