p,r,w,v,T,d
9,0,6,7,41,96
25,0,18,14,47,173
13,2,19,13,42,133
9,2,10,9,35,113
10,4,8,3,21,155
16,1,21,7,12,133
14,7,15,6,22,128
15,8,25,13,21,30
21,10,7,9,13,70
17,9,20,14,1,57
16,7,16,9,4,110
19,11,20,7,90,201
17,14,7,4,15,74
18,3,18,4,62,113
17,8,13,11,94,178
13,5,17,5,63,154
13,14,7,7,37,88
22,18,5,2,66,175
19,4,17,14,22,119
20,20,14,13,52,171
20,18,15,11,14,76
21,16,16,14,47,50
17,10,15,2,51,153
16,14,20,7,10,88
19,43,19,1,7,198
2,26,5,13,20,62
17,12,11,12,90,57
13,10,22,1,14,128
19,13,22,14,54,236
13,26,22,1,22,168
13,31,25,11,61,213
15,18,5,13,31,129
15,4,22,10,91,98
15,20,12,12,83,108
15,4,8,4,66,213
9,12,9,9,6,132
24,13,23,10,20,202
17,4,19,3,25,87
13,14,13,4,59,100
20,29,16,2,64,153
12,5,10,2,52,112
20,10,12,4,39,115
13,44,17,5,66,217
24,32,5,12,79,180
19,16,5,3,37,184
11,27,22,10,4,98
10,11,13,7,62,206
25,42,14,8,43,153
16,36,20,6,69,147
12,29,9,1,18,191
14,18,9,14,35,94
23,61,23,6,33,209
10,39,23,10,19,138
16,32,7,13,83,74
14,19,17,11,2,95
13,49,12,9,14,237
13,58,7,13,28,170
13,27,24,11,89,178
13,21,25,12,61,186
10,35,9,10,48,128
20,107,9,1,10,285
2,15,8,9,23,105
19,37,5,12,77,139
12,15,15,3,35,206
11,30,14,3,45,119
17,39,18,11,55,164
5,16,19,1,19,76
18,40,15,6,33,201
13,24,13,8,12,151
21,72,22,8,14,130
8,17,20,10,85,179
18,127,14,3,50,234
10,17,5,14,91,163
21,35,24,2,69,182
7,88,11,11,68,105
21,36,12,4,100,119
14,36,23,8,88,151
19,46,19,11,62,154
27,93,11,6,31,220
20,28,12,9,98,215
21,71,7,3,82,127
13,144,6,5,28,283
6,85,8,2,11,249
13,39,20,7,62,108
11,10,14,12,79,129
22,10,7,13,44,144
11,41,14,4,54,126
12,10,17,1,67,105
19,92,17,7,28,279
9,53,14,6,8,169
14,11,5,2,35,164
13,108,15,12,78,249
15,164,24,9,95,299
19,97,25,3,32,164
17,70,13,7,13,275
11,34,18,4,79,142
19,23,13,5,72,169
18,173,20,10,95,322
18,117,11,8,57,276
13,47,8,13,46,193
22,178,7,8,23,265
15,180,17,6,4,332
15,49,24,6,98,139
6,12,16,6,37,68
20,25,13,4,12,156
18,125,22,4,83,252
9,189,25,9,20,293
19,64,11,14,39,205
17,96,16,6,41,161
12,26,5,10,100,139
15,39,8,13,44,128
6,40,12,2,1,143
11,53,20,12,2,154
12,13,17,10,29,168
8,85,6,5,67,275
19,120,5,7,94,330
18,103,15,12,9,231
14,139,9,1,17,238
11,14,16,5,49,59
14,88,20,1,85,293
15,14,11,9,51,186
10,43,8,14,100,162
20,91,5,9,77,237
14,15,12,11,17,39
14,147,5,8,64,241
13,15,14,9,47,132
15,225,16,1,54,376
19,75,7,3,57,196
18,133,17,1,39,324
6,77,9,5,67,154
14,31,9,14,93,129
6,234,11,7,63,295
21,98,16,13,20,234
18,119,8,11,48,259
18,16,22,13,20,180
19,100,12,6,24,231
16,49,25,13,69,119
16,122,24,11,100,284
16,164,19,12,66,331
21,248,19,12,77,300
1,250,9,10,51,313
10,67,7,9,34,236
14,253,11,5,80,381
8,255,8,11,90,397
22,128,23,14,74,247
8,17,16,8,42,191
13,260,8,14,7,383
14,35,11,7,9,109
9,132,12,11,94,237
11,89,20,13,59,173
22,156,14,14,97,190
8,112,9,10,15,203
14,181,13,4,50,283
20,182,7,11,22,363
14,18,15,8,85,158
19,92,25,12,82,206
14,74,12,14,1,241
18,117,15,9,33,291
21,75,11,7,16,233
13,57,5,1,95,160
9,119,14,14,88,274
14,191,12,1,93,358
17,39,8,14,80,125
9,78,23,4,34,216
7,171,15,7,66,269
17,147,16,11,87,172
9,123,8,5,58,164
17,199,24,5,95,226
15,300,18,14,30,378
18,151,24,3,6,307
15,177,25,11,92,340
14,203,5,11,68,389
28,307,23,4,74,446
13,206,18,10,78,345
10,21,13,11,2,235
23,42,6,14,94,226
15,105,25,14,79,165
15,132,19,9,82,226
8,159,18,2,89,236
20,43,18,9,66,149
15,214,18,3,64,290
23,86,14,9,28,235
10,325,16,1,96,409
20,109,20,6,9,255
18,66,9,12,33,191
8,44,14,12,26,148
12,166,14,5,78,250
16,139,14,3,51,196
21,45,21,1,69,180
18,337,22,6,41,505
5,90,21,14,93,166
8,45,24,12,14,146
13,114,9,10,45,257
14,69,12,9,13,236
11,173,23,11,28,194
15,70,20,6,3,192
16,233,24,9,91,411
13,94,24,8,17,203
9,147,20,1,38,235
17,177,8,14,18,207
