p,r,w,v,T,d
14,0,8,2,40,213
10,0,16,2,21,98
14,1,13,1,42,101
14,2,6,3,38,73
23,1,19,1,8,130
12,9,24,2,54,108
12,6,25,1,64,132
13,2,18,1,73,119
15,6,17,0,63,48
16,16,13,2,80,122
18,12,16,0,1,175
14,11,8,1,79,135
8,1,17,1,42,116
11,3,5,1,30,141
9,8,22,3,59,146
18,27,25,1,5,76
8,6,7,1,49,50
11,30,13,1,62,106
16,6,22,5,11,134
16,5,15,1,90,145
15,5,21,3,64,126
5,2,21,0,34,66
15,5,25,1,38,129
25,5,23,0,87,85
10,18,20,3,80,216
12,12,17,1,80,178
11,15,16,3,93,35
18,13,17,5,47,122
15,7,11,2,27,155
30,52,14,0,12,258
20,14,5,2,86,142
13,18,23,1,84,113
19,24,5,2,43,155
10,4,11,1,13,204
16,40,18,0,71,182
23,21,17,3,66,190
11,13,20,0,69,137
22,18,8,3,96,115
9,14,18,1,86,181
5,19,19,1,91,142
14,24,15,3,19,149
19,15,19,1,90,41
16,15,8,0,75,91
21,32,21,3,47,203
11,5,18,2,78,70
14,80,5,3,90,198
18,11,23,1,50,110
13,42,9,1,53,173
15,29,10,1,73,161
11,58,23,1,38,156
23,45,22,1,76,185
18,61,12,1,60,129
12,19,16,1,93,162
3,63,19,2,94,163
13,13,11,1,38,168
27,41,25,2,65,166
22,67,20,1,34,203
18,20,23,0,73,183
8,28,7,2,63,169
22,70,9,3,25,184
27,71,10,1,31,257
17,45,17,1,9,71
19,46,24,0,26,116
19,30,12,0,89,156
12,30,19,3,55,132
17,116,22,0,36,262
13,49,6,0,98,85
12,120,18,1,79,250
17,71,5,0,75,233
9,123,9,2,49,146
18,52,14,3,91,153
11,127,22,1,62,238
16,34,24,3,19,120
10,87,12,2,87,278
12,44,23,1,2,250
6,18,9,2,61,120
18,45,20,0,65,210
18,80,20,0,96,167
4,46,15,2,40,142
13,9,18,2,99,191
19,19,11,2,7,153
21,60,19,1,90,88
19,39,18,0,37,110
25,49,13,2,64,94
18,50,9,2,22,241
19,63,25,1,93,135
11,90,13,3,9,207
19,10,23,1,21,223
21,42,17,3,98,173
7,159,23,1,67,195
13,80,17,3,28,223
21,68,23,2,94,184
15,44,8,2,76,231
11,11,16,2,89,67
11,168,5,0,8,371
14,34,24,1,80,194
18,46,19,2,42,256
24,87,12,0,79,164
13,12,22,0,9,201
10,35,19,1,42,152
5,36,15,1,51,157
13,105,15,0,62,253
17,91,24,3,25,230
20,77,24,1,97,237
15,124,23,1,86,243
11,78,22,1,71,160
9,13,17,2,56,125
11,111,13,1,17,208
7,80,6,0,79,217
21,113,10,4,91,229
12,98,19,2,61,218
16,99,23,0,64,243
20,100,18,2,5,215
19,27,12,1,84,72
9,203,5,0,11,405
23,103,5,1,26,210
8,138,22,1,9,332
13,70,25,2,44,193
23,88,9,0,30,239
14,212,12,3,54,352
13,214,11,7,37,375
12,90,10,5,100,113
18,109,6,0,8,167
13,110,9,3,68,186
20,15,17,2,2,100
24,60,10,0,7,235
21,60,21,2,58,148
14,227,24,4,7,338
17,133,18,3,10,301
11,15,22,2,66,194
18,135,9,1,86,227
18,234,8,3,36,283
11,16,22,1,3,84
17,47,22,0,60,201
19,64,20,1,24,92
17,120,5,3,19,187
11,162,7,1,22,276
17,65,10,5,36,248
10,123,24,3,21,228
10,124,6,1,20,266
17,167,21,1,73,210
10,126,5,2,73,322
26,17,7,1,15,144
8,34,21,1,39,197
21,17,22,0,33,165
11,151,14,2,2,298
15,52,24,3,41,160
15,153,6,2,4,343
13,132,5,1,3,191
10,35,16,2,72,196
21,134,25,0,86,168
17,180,20,2,30,298
16,158,25,1,79,268
14,182,9,1,45,296
11,18,16,3,26,194
12,115,25,1,2,242
9,139,25,2,42,300
9,37,25,2,20,153
26,118,19,2,71,253
19,118,17,1,92,182
12,19,8,4,73,123
16,77,16,1,22,185
12,19,19,2,21,161
19,19,15,2,70,62
8,59,7,2,98,181
7,39,8,1,1,147
8,59,23,1,57,258
15,40,7,1,25,215
19,200,11,1,76,293
17,176,15,4,51,283
27,177,13,1,55,268
17,178,20,1,46,284
24,20,18,3,98,137
16,309,21,2,22,400
5,62,16,4,40,232
11,182,17,4,75,328
14,42,9,0,51,164
19,158,8,1,97,308
12,64,17,0,70,175
13,213,15,2,5,344
19,64,20,3,8,88
13,108,9,1,95,225
15,325,11,2,82,472
18,136,12,1,97,293
8,192,13,1,22,350
15,44,23,1,69,187
15,111,16,4,4,285
12,195,25,1,89,325
8,224,25,0,42,359
18,112,11,2,88,244
9,113,25,0,61,214
18,227,6,1,57,384
23,91,19,3,58,228
12,46,11,1,91,138
11,202,14,1,28,304
15,348,21,5,2,454
13,117,12,0,95,256
10,94,13,2,39,249
10,118,10,0,1,138
14,24,14,0,67,147
