p,r,w,v,T,d
18,0,7,1,55,97
10,1,7,3,12,85
6,0,21,3,68,165
11,2,9,3,58,54
4,1,10,2,64,178
14,3,19,2,47,151
16,5,20,4,60,102
21,3,7,2,38,93
15,7,14,2,95,97
13,9,11,1,65,180
16,12,17,1,83,166
15,13,16,4,98,155
19,1,14,1,33,27
22,15,15,2,60,208
13,8,7,4,14,221
14,5,23,3,76,146
16,6,16,2,34,96
9,10,8,3,93,38
11,18,19,3,14,102
14,14,16,4,70,137
15,12,10,3,25,40
13,10,6,1,78,139
13,16,12,4,85,119
19,23,6,3,58,113
15,21,14,1,98,160
15,43,9,3,76,96
8,45,11,3,53,180
11,6,10,2,82,140
10,10,5,2,54,138
2,3,20,1,46,69
12,26,9,3,67,74
12,11,20,1,77,141
14,19,10,2,68,89
18,33,14,2,16,133
12,25,9,3,74,94
13,16,17,1,11,125
16,63,6,2,43,220
12,38,10,3,21,205
15,66,20,4,73,199
16,9,25,3,21,138
6,29,21,1,79,176
17,71,13,3,42,153
23,30,8,2,20,136
18,31,14,2,6,156
16,15,15,3,96,196
7,33,6,2,26,133
24,21,20,1,77,170
14,55,15,4,2,125
19,6,8,3,87,120
14,57,24,4,24,174
15,29,18,1,26,159
7,30,14,4,70,178
14,53,21,3,33,208
14,12,15,4,84,93
9,19,18,3,24,83
14,19,13,4,63,193
15,13,24,4,51,90
17,66,17,3,89,156
19,50,12,1,2,178
12,68,13,1,25,114
15,52,5,1,73,101
8,44,10,2,48,184
16,36,10,1,50,185
19,110,23,1,76,192
16,37,24,3,52,226
12,75,16,4,100,204
17,115,14,1,91,202
19,8,5,2,5,98
7,118,11,4,2,178
4,120,18,3,82,135
15,61,18,1,89,197
15,51,6,1,44,193
10,25,16,3,92,188
12,34,13,1,23,152
17,54,20,3,24,144
14,26,9,2,22,174
17,18,20,4,19,154
14,78,8,1,76,198
16,18,13,2,55,70
19,9,7,2,51,64
14,46,21,4,44,122
10,82,24,3,95,145
21,83,14,3,71,232
21,96,15,4,40,214
20,19,5,4,14,138
15,99,18,3,24,216
10,20,25,4,1,218
19,30,6,4,30,189
16,31,17,3,65,184
4,21,25,3,47,143
10,104,8,2,87,262
12,11,19,1,97,141
21,80,9,4,70,232
10,81,12,4,99,189
15,164,17,2,99,282
21,22,8,3,71,80
24,167,17,4,15,320
19,34,18,1,67,169
13,85,13,1,77,209
11,11,25,1,40,116
16,35,6,3,78,160
9,23,12,1,96,97
18,59,23,4,45,104
22,105,23,1,39,268
25,60,23,4,74,223
7,107,19,1,97,245
21,92,12,2,27,167
11,78,7,2,74,224
17,188,14,2,58,342
16,79,14,1,5,238
9,80,23,4,21,129
8,80,6,1,30,217
9,13,9,1,95,145
28,66,10,1,37,172
16,198,23,2,87,357
13,100,23,2,40,219
18,13,8,3,48,159
18,14,17,3,37,101
9,68,22,3,35,83
25,55,11,3,57,198
7,87,17,2,73,130
11,56,6,4,97,274
17,14,25,3,26,99
11,57,13,4,28,245
6,108,21,2,23,242
13,145,25,1,40,230
10,128,23,4,57,245
25,15,6,3,58,185
15,15,11,2,58,101
12,45,5,2,46,106
14,60,9,1,62,188
8,30,18,3,87,134
26,61,21,3,16,244
11,77,15,3,36,246
19,97,10,2,71,269
16,157,24,3,20,233
8,158,14,1,17,344
21,119,13,2,56,310
22,64,9,2,18,243
11,121,5,4,88,286
14,65,14,4,31,95
16,164,7,1,2,275
14,66,24,1,37,86
13,17,16,2,62,222
18,146,14,1,68,268
18,84,7,2,15,183
11,34,6,2,25,152
13,128,12,2,96,193
5,34,13,3,41,64
10,17,13,1,92,34
5,52,18,4,34,165
10,175,22,4,85,259
13,110,10,4,97,274
17,111,5,1,89,255
13,18,14,4,25,213
16,135,12,2,15,276
11,90,10,2,35,108
11,73,18,4,68,115
16,55,12,4,52,81
5,161,8,4,3,229
19,278,8,3,61,422
18,280,10,2,69,403
13,38,16,4,55,115
20,142,9,3,18,252
19,143,21,2,19,196
15,77,25,4,86,278
12,38,24,4,30,154
21,19,20,1,45,141
18,39,5,3,54,185
12,20,11,1,99,111
19,197,15,2,91,387
22,174,11,3,40,350
7,100,20,1,72,227
21,125,23,2,94,251
8,126,8,1,31,238
21,304,5,4,100,428
13,102,7,4,24,229
10,308,13,1,21,412
19,62,18,4,12,130
17,208,19,2,47,309
15,183,20,2,60,378
11,42,24,4,57,62
12,317,24,4,28,357
15,159,19,3,93,310
16,64,21,2,74,178
13,64,18,2,39,177
15,22,5,3,93,97
14,325,23,2,98,357
13,191,23,4,98,378
16,192,16,3,29,311
15,88,17,4,48,169
17,221,24,4,65,312
18,334,6,2,86,417
19,336,8,2,54,472
11,90,17,4,37,277
24,226,5,3,88,355
13,68,18,2,59,202
21,200,6,3,72,311
18,46,15,1,44,172
12,202,17,1,45,242
