p,r,w,v,T,d
2,0,20,3,91,76
6,0,7,4,81,53
9,0,11,4,97,36
5,1,9,2,87,15
3,1,5,2,110,31
8,0,15,4,49,49
8,3,23,4,107,18
2,2,25,2,127,47
1,3,7,4,130,37
2,3,10,4,133,31
3,4,15,4,113,53
1,4,5,3,63,19
2,1,10,4,118,50
2,3,12,1,118,51
7,6,23,3,123,57
7,3,9,4,83,34
8,2,16,3,93,23
6,5,10,1,58,55
1,2,13,4,110,24
7,7,11,1,118,44
4,13,23,4,91,38
2,9,18,4,78,47
6,8,21,4,92,66
5,4,14,4,99,67
3,10,9,4,150,57
10,11,11,4,128,63
10,6,10,3,131,68
1,7,21,4,134,32
3,1,20,4,77,35
6,11,9,1,114,57
10,8,20,2,128,79
10,8,22,3,107,52
7,21,14,2,78,75
6,9,9,1,95,36
10,11,18,3,87,56
9,5,6,3,99,52
10,5,10,1,121,58
1,24,20,2,151,77
4,10,25,3,112,67
1,13,21,3,109,39
10,2,18,4,148,32
2,7,11,2,158,69
5,11,14,2,74,39
6,2,5,2,66,35
2,2,15,4,66,45
8,12,25,2,90,33
6,8,8,1,139,26
2,8,9,3,32,59
10,2,14,1,63,61
6,13,20,2,119,42
4,4,10,2,135,72
8,4,19,3,77,56
6,2,16,4,58,34
8,5,14,1,83,39
3,7,5,3,123,30
5,9,9,3,106,19
1,7,16,4,145,53
5,18,9,4,138,70
3,37,14,2,105,97
6,25,7,4,86,70
9,13,17,1,119,49
5,11,15,1,77,66
2,20,6,1,112,66
1,8,13,3,25,48
10,41,25,2,125,64
9,28,9,1,95,50
5,6,8,4,30,34
9,6,13,2,91,35
7,18,7,2,100,73
3,26,22,4,78,65
2,45,24,2,127,84
6,46,15,4,135,90
9,27,21,2,112,106
3,9,6,2,149,64
1,20,25,1,71,72
9,13,24,1,181,66
3,33,25,1,84,91
6,3,20,4,109,53
6,50,23,3,117,105
1,14,12,1,75,51
1,22,6,2,72,61
5,31,8,4,73,50
8,22,13,3,103,78
1,14,8,4,118,58
5,14,12,1,82,60
3,15,18,2,45,53
2,11,10,3,142,53
1,7,22,4,87,32
7,33,17,1,113,50
2,29,23,4,167,83
1,58,12,1,85,110
10,8,8,4,94,67
9,40,15,1,73,69
10,35,11,3,160,95
7,12,13,4,79,70
9,26,14,1,130,88
2,36,21,4,68,53
9,26,18,3,98,83
6,13,18,3,100,65
2,21,25,3,65,52
5,22,13,4,111,80
4,9,10,2,73,52
5,33,25,2,60,86
8,44,22,2,102,78
6,34,6,2,115,46
7,68,25,4,112,119
10,46,8,3,106,69
2,23,5,1,115,102
6,70,7,2,94,101
9,5,20,2,128,80
5,24,9,1,96,76
3,36,10,2,101,66
10,10,23,2,111,60
7,10,23,2,122,71
6,37,8,1,110,69
7,31,14,4,115,56
10,75,20,4,73,127
2,20,11,3,141,58
7,5,10,2,101,70
1,32,7,3,75,92
8,26,10,2,119,91
5,78,23,4,126,105
7,46,15,2,100,119
6,16,9,2,88,85
2,47,21,3,110,107
10,5,11,4,119,72
9,5,8,2,78,20
7,11,23,4,113,53
4,41,10,2,89,50
6,42,19,3,45,119
2,6,13,2,90,47
1,42,10,1,112,73
5,6,10,2,158,51
10,57,7,3,112,86
2,43,14,3,131,54
2,87,13,1,123,96
4,37,9,3,43,81
10,6,9,1,130,44
6,89,14,1,84,151
8,30,7,4,77,85
9,38,24,2,102,114
8,53,16,1,56,107
5,53,20,4,106,65
4,92,16,4,73,107
5,39,6,4,38,54
8,6,12,4,57,37
4,55,13,4,115,106
9,55,13,4,89,103
7,56,9,1,96,87
8,19,22,3,144,60
2,26,10,3,54,40
4,32,5,4,115,105
8,20,14,1,102,67
6,13,12,1,160,57
7,99,10,1,89,153
2,20,18,2,57,51
4,27,12,3,74,94
2,59,12,1,92,118
3,27,7,3,115,74
4,34,10,2,106,77
6,34,16,2,71,79
10,69,15,1,87,117
9,52,17,4,109,103
8,7,24,4,72,50
2,71,21,4,61,91
10,21,14,4,103,62
4,107,14,2,129,178
1,72,11,4,79,82
6,14,22,2,60,31
4,36,7,4,41,91
1,29,22,3,106,67
6,110,9,1,168,153
1,7,7,4,153,30
7,56,20,3,72,72
6,37,25,3,83,107
1,38,17,4,90,77
7,30,25,4,125,62
6,114,13,3,114,147
5,15,23,1,95,44
4,15,25,4,74,62
1,8,20,1,121,74
6,78,12,2,123,123
9,31,14,1,116,85
5,24,18,2,135,62
7,69,13,1,86,116
3,80,23,3,118,93
3,24,11,2,142,66
2,80,22,4,105,124
2,61,10,1,73,83
7,122,10,3,79,165
10,61,6,4,114,120
9,25,14,3,66,76
5,83,6,3,48,129
3,8,16,2,110,56
10,8,10,1,99,55
2,17,23,2,111,39
3,34,16,2,96,82
10,42,6,1,70,106
5,26,21,4,121,71
7,17,12,1,85,55
