p,r,w,v,T,d
10,0,16,2,100,113
20,1,8,3,95,98
11,1,8,1,7,139
4,1,24,3,26,67
15,3,23,3,91,131
11,3,23,3,8,139
21,5,17,3,85,121
17,3,24,1,71,144
19,3,13,3,82,176
19,11,24,2,4,195
17,18,20,1,7,194
8,4,25,4,8,118
22,21,20,1,52,160
19,3,7,1,44,127
17,2,24,1,2,147
15,18,15,2,2,196
2,14,5,3,69,43
20,6,8,3,72,75
12,13,10,1,5,210
12,9,12,2,86,132
9,35,8,2,33,156
18,21,12,2,13,47
10,8,18,4,96,125
10,13,6,4,50,134
18,3,11,3,24,30
26,15,20,3,90,127
7,30,20,3,43,111
23,47,15,2,99,143
13,20,14,1,53,184
17,10,13,1,46,95
24,7,25,2,52,203
23,23,8,4,68,157
11,4,16,1,91,113
10,29,20,3,13,144
20,20,22,3,19,178
17,61,23,1,43,86
15,21,8,2,43,135
23,17,23,2,8,168
6,22,8,1,3,163
18,34,12,4,73,145
16,19,17,3,8,124
15,5,8,1,1,172
15,37,7,3,87,126
11,31,7,3,31,181
11,39,12,3,3,152
13,26,8,1,54,196
14,81,16,2,49,192
23,22,18,1,56,180
11,56,16,4,29,194
10,6,13,1,20,116
9,51,8,1,99,203
18,52,21,2,84,223
23,6,18,3,51,91
14,31,25,2,39,185
15,6,8,2,27,144
10,48,8,4,42,165
21,49,18,3,85,159
5,58,11,2,5,168
13,14,18,3,100,153
7,104,14,4,17,177
13,14,16,2,78,70
14,54,19,4,90,97
13,36,10,2,61,126
19,64,5,1,15,184
11,30,7,1,81,164
28,8,9,2,72,124
7,8,25,4,62,112
15,39,7,1,64,197
15,8,23,4,24,214
18,121,22,2,50,157
19,82,15,2,36,147
17,17,12,2,40,44
19,53,5,1,90,190
10,17,18,4,79,112
14,9,10,3,42,120
17,55,5,4,73,178
13,18,17,3,41,178
10,135,16,1,93,226
22,80,7,4,75,246
16,139,18,3,25,277
14,47,9,4,19,153
22,59,16,2,34,196
22,29,14,4,6,153
28,85,14,2,23,222
14,74,21,2,47,184
16,75,25,1,52,100
4,20,19,3,84,132
17,41,17,2,53,194
2,90,6,3,13,272
3,52,14,2,90,131
20,66,15,1,56,201
18,106,24,1,20,313
19,22,19,4,57,198
13,163,16,1,53,241
5,55,6,1,9,206
17,69,15,1,37,207
10,11,14,3,50,205
17,113,10,1,91,225
19,72,14,4,28,199
18,46,7,4,65,191
7,35,8,3,57,204
9,118,24,2,64,234
14,24,20,4,58,109
18,75,11,2,36,221
7,106,23,4,42,147
17,184,22,4,99,353
13,50,10,4,60,212
6,38,14,2,8,50
18,38,19,1,4,100
10,51,24,1,79,166
18,64,23,1,93,203
7,195,23,1,2,317
16,26,11,4,24,91
14,83,21,2,11,204
11,53,16,1,41,117
11,135,16,3,54,221
18,54,13,2,8,137
22,120,24,4,9,273
9,86,15,1,43,267
15,209,9,1,13,341
9,28,8,2,78,159
13,124,17,3,57,228
5,107,9,4,9,218
16,29,6,2,51,161
11,145,5,3,2,302
12,128,10,4,93,195
17,74,22,3,71,257
18,59,13,3,59,223
12,225,13,4,35,347
11,15,18,2,61,123
10,61,12,4,55,170
21,31,25,2,96,122
20,46,13,2,84,170
8,78,25,1,93,197
18,235,21,3,63,304
7,118,6,2,27,216
24,139,10,1,60,236
22,240,10,2,92,271
11,32,21,1,71,53
13,163,15,3,40,299
12,65,18,3,57,145
12,165,9,1,62,263
10,50,13,2,95,162
20,84,23,1,9,177
9,168,19,1,73,319
10,170,11,4,56,267
7,107,8,2,90,164
13,172,24,2,69,201
14,69,12,1,36,184
14,152,13,1,13,215
13,35,25,3,46,53
10,155,7,4,95,311
17,89,9,4,43,163
3,179,11,1,28,204
20,180,15,1,18,342
15,113,6,2,26,188
18,137,13,2,27,325
16,161,23,3,12,282
14,162,20,4,10,290
19,116,7,1,3,233
10,56,18,3,49,192
20,94,25,4,91,200
17,95,13,3,43,200
21,143,25,1,21,228
19,288,23,3,16,327
18,39,12,4,43,151
19,78,9,3,16,178
21,78,9,4,54,202
17,59,14,4,6,164
14,59,19,2,96,217
13,60,7,3,13,161
18,125,6,2,11,197
6,126,16,2,19,267
21,20,18,3,22,124
17,20,17,2,19,239
10,154,17,4,38,341
23,21,13,4,36,164
6,21,25,1,71,114
20,42,25,1,32,200
8,314,22,3,21,420
25,63,14,4,40,248
6,185,19,2,75,288
11,213,23,4,67,348
9,161,25,2,5,297
21,65,23,2,13,167
19,43,20,1,99,150
11,87,15,4,40,164
11,66,5,4,6,151
12,88,14,2,41,149
14,138,5,2,72,255
14,22,5,4,42,208
21,22,6,4,42,156
12,67,12,1,55,185
13,23,13,2,60,132
31,199,13,4,30,324
22,228,15,4,71,393
24,344,25,3,44,417
15,173,10,1,11,295
8,46,13,4,67,179
12,93,6,4,99,214
