p,r,w,v,T,d
10,0,7,1,3,123
13,1,22,2,16,67
15,2,21,4,48,109
11,2,5,2,50,49
8,0,21,1,71,138
13,6,7,4,83,91
14,5,19,2,58,31
25,7,18,2,54,212
16,6,9,4,3,127
14,2,17,4,22,35
17,11,11,2,17,103
17,10,24,3,6,119
16,13,23,2,58,84
11,3,17,1,30,110
12,7,14,2,64,142
19,5,9,1,23,148
23,8,22,1,75,163
15,4,9,1,44,155
15,14,25,3,33,155
17,23,23,2,42,229
20,15,24,2,23,154
11,10,22,3,70,63
22,3,25,2,49,181
19,28,5,2,80,173
14,22,7,3,34,133
8,3,19,2,35,167
15,47,21,1,34,101
18,49,12,2,47,132
18,26,17,2,16,165
20,7,10,3,2,102
14,11,20,2,68,164
16,11,6,4,78,139
9,29,25,2,66,165
17,12,16,4,34,152
20,62,8,3,67,237
15,43,18,2,58,176
10,44,20,3,4,128
21,39,12,3,63,253
20,69,14,2,6,216
14,9,19,3,17,167
22,10,23,2,99,184
13,31,19,1,92,146
21,38,17,1,45,230
14,5,25,4,78,68
15,33,8,1,39,193
14,22,8,4,35,94
10,17,20,3,29,204
17,43,22,3,3,135
15,51,16,4,13,212
27,18,13,1,28,105
21,53,13,2,75,172
16,93,11,4,59,119
15,32,18,3,61,96
13,97,12,2,82,176
9,13,9,4,96,154
21,7,20,3,20,175
14,34,21,3,55,143
17,35,6,4,40,188
15,53,18,4,94,146
20,108,9,1,51,297
18,55,7,1,29,227
20,7,9,1,17,222
21,23,25,1,85,133
5,48,24,4,32,173
10,117,6,3,61,222
20,119,21,3,54,274
25,80,21,3,21,227
15,8,16,2,10,150
15,41,13,1,5,198
20,63,16,2,59,272
18,43,24,4,42,175
17,35,25,1,78,169
5,131,22,4,46,269
15,55,19,3,27,174
9,36,15,3,53,234
18,57,24,2,71,81
7,81,21,4,7,235
23,37,21,3,61,180
11,9,14,1,13,56
11,144,15,4,37,165
12,85,21,2,36,266
17,49,15,2,79,219
17,20,16,3,95,63
8,30,21,3,38,177
12,102,5,2,26,216
24,103,7,4,28,183
10,78,20,1,85,123
16,93,15,4,74,200
15,32,13,4,90,94
20,108,21,2,98,157
9,33,11,4,22,115
22,44,10,1,92,198
11,112,10,3,63,133
7,113,16,3,22,163
15,34,18,4,36,183
10,46,17,1,93,80
21,175,22,1,29,259
6,88,17,3,97,179
27,48,17,1,3,232
8,36,10,2,27,209
13,91,5,3,48,213
20,49,11,3,65,186
9,108,21,3,17,256
15,125,17,1,31,291
11,51,20,4,75,78
16,128,15,4,59,325
15,64,19,3,78,221
9,81,23,4,12,188
20,53,23,3,46,208
24,99,9,4,89,332
15,100,6,2,97,202
5,27,17,4,72,166
20,68,8,4,59,254
19,27,24,1,40,162
12,55,14,2,91,226
16,105,6,1,25,289
10,88,14,1,25,239
17,71,25,2,25,287
17,29,22,3,29,94
23,90,6,4,30,264
18,73,20,2,56,225
8,59,23,1,59,109
11,130,7,1,73,243
18,15,25,2,35,121
15,151,22,3,6,356
9,152,5,1,94,323
17,46,10,2,85,236
9,232,17,2,95,331
18,62,16,1,81,192
20,98,15,2,32,203
14,138,17,1,52,275
23,48,21,2,89,81
10,32,15,3,83,136
16,16,23,4,63,166
5,49,25,1,54,187
5,82,16,3,12,189
1,124,6,4,36,268
18,167,13,1,26,250
18,147,12,4,35,236
17,253,15,3,1,382
19,51,15,3,99,178
14,17,19,2,83,128
20,108,20,4,50,267
23,261,23,3,96,416
9,18,24,4,84,63
6,71,12,1,33,256
19,89,9,4,86,221
12,71,18,2,92,133
9,112,16,4,49,127
15,91,6,4,27,254
12,18,14,1,91,139
19,18,17,3,88,133
14,18,9,4,70,80
15,19,10,2,17,178
8,164,8,3,69,212
15,141,11,4,54,303
19,38,8,4,5,171
16,167,9,1,68,394
9,144,15,3,70,271
20,121,9,4,96,181
18,122,15,3,89,222
15,147,12,1,18,250
18,79,8,1,24,153
17,59,5,4,45,170
18,20,22,2,43,155
20,40,16,1,21,115
16,101,14,1,55,273
18,305,23,4,84,472
20,41,22,3,40,189
13,128,20,3,90,297
6,181,7,2,76,316
8,104,8,2,39,279
17,314,5,2,88,424
16,84,14,3,35,239
13,42,9,4,58,99
14,64,14,1,99,201
17,107,24,2,81,253
15,22,18,4,27,156
13,22,14,3,59,186
17,109,7,4,50,252
5,219,6,4,71,324
20,66,11,1,86,214
14,194,19,2,64,216
20,44,7,1,39,158
14,22,22,4,18,147
14,169,11,3,98,254
22,90,11,1,89,235
20,45,17,2,96,253
9,343,16,3,41,440
7,115,8,4,60,219
17,202,20,3,95,387
22,70,14,3,62,141
21,117,10,2,55,235
14,47,20,1,79,98
22,236,25,4,68,396
7,207,20,4,16,292
17,179,6,3,60,351
14,24,9,3,42,166
23,48,17,3,49,211
18,151,22,4,57,276
