p,r,w,v,T,d
20,0,22,1,86,51
10,1,10,0,74,102
14,1,23,1,53,124
12,2,5,1,44,133
10,4,9,1,75,146
8,3,17,1,24,165
24,7,16,1,57,194
17,5,10,2,67,169
18,15,13,2,30,161
19,4,23,2,70,32
14,18,6,1,42,123
17,7,5,1,17,122
11,13,17,1,55,144
2,6,9,1,73,112
16,5,17,1,10,56
22,11,10,1,64,117
7,12,21,2,23,158
16,10,12,3,25,147
17,7,9,1,43,80
17,17,17,1,85,112
9,2,25,1,43,52
19,22,25,2,6,231
11,40,13,2,96,109
19,28,24,1,4,133
9,29,25,0,80,91
18,12,7,0,26,160
21,9,17,0,77,116
23,24,5,2,3,162
14,3,15,2,94,75
14,7,19,3,62,81
15,54,25,1,71,255
9,56,10,1,58,160
15,58,25,0,29,176
16,40,21,1,98,125
11,31,16,1,78,110
14,4,12,0,61,72
8,17,6,3,57,125
15,9,18,1,67,110
20,14,9,2,58,82
26,47,12,1,83,170
22,30,19,3,74,157
17,15,21,1,25,131
10,10,16,2,90,224
21,21,25,2,83,141
11,21,17,1,17,168
14,34,24,2,69,101
20,28,17,1,12,165
14,85,23,2,94,207
24,23,14,3,66,143
13,52,22,1,18,182
19,38,11,1,16,117
13,25,24,1,9,240
14,63,15,3,37,106
24,56,19,3,24,165
16,33,19,0,34,80
11,66,15,2,57,285
12,14,7,2,75,92
20,52,16,2,2,208
13,70,22,2,78,199
16,62,11,1,19,203
13,29,10,1,35,259
24,22,9,1,90,146
7,66,16,0,80,124
10,67,9,1,6,179
7,58,17,0,4,172
13,39,23,1,40,141
19,24,10,3,63,69
15,61,14,2,47,163
18,82,7,1,97,257
20,73,15,0,6,100
17,63,17,2,61,188
10,54,25,1,64,152
20,35,19,0,100,77
14,26,22,1,33,67
16,45,17,2,41,184
19,136,10,0,67,260
10,69,19,0,47,87
19,47,12,1,11,80
11,9,5,1,57,26
12,84,18,2,24,210
18,73,14,1,89,229
11,20,20,0,57,124
23,50,24,0,42,179
5,100,16,1,52,178
12,10,25,1,53,209
13,21,12,0,22,110
16,156,17,2,78,351
12,53,13,3,40,208
20,21,9,1,39,181
25,94,23,1,80,198
17,68,8,3,24,94
12,33,7,3,99,53
15,167,8,2,53,265
11,70,17,0,41,170
12,45,10,0,33,141
20,172,23,0,31,350
17,174,19,0,39,259
11,47,12,2,53,247
14,12,24,0,82,176
9,105,23,2,86,247
10,12,9,0,41,142
22,107,16,3,10,222
12,77,23,1,48,250
15,109,16,2,87,314
2,38,9,2,42,164
15,38,7,0,93,215
17,64,21,0,78,210
16,65,18,0,60,166
8,114,10,0,66,197
16,115,6,1,59,235
14,27,23,2,77,196
20,13,15,0,76,120
17,14,25,0,46,162
22,102,19,1,30,279
15,86,15,0,6,310
15,28,13,0,88,108
25,140,16,1,15,292
17,14,16,1,47,193
14,214,23,2,71,403
10,144,18,0,28,324
11,127,8,2,1,201
23,110,7,0,88,269
19,221,20,0,87,369
15,45,13,0,37,167
22,150,21,0,94,387
14,94,7,1,44,215
16,46,24,1,14,85
20,96,6,1,97,187
11,31,12,1,94,57
23,31,19,1,3,159
19,98,9,1,44,226
8,32,6,2,43,108
13,80,15,2,77,259
5,64,25,2,18,139
14,101,5,0,46,139
20,102,15,3,100,210
11,16,8,2,86,166
11,66,10,3,39,227
15,67,16,2,82,135
22,168,12,2,31,318
14,106,21,1,48,331
5,17,6,1,12,123
15,17,10,1,58,135
22,86,18,1,48,224
19,17,10,1,39,46
15,88,21,2,47,251
17,154,11,0,22,320
13,267,24,1,25,377
10,54,15,3,79,129
22,270,10,2,31,303
23,91,20,3,38,182
11,274,18,1,81,373
17,92,18,2,64,305
16,18,11,2,22,136
17,56,6,1,28,251
14,187,18,3,54,340
2,19,8,2,73,147
19,119,13,1,10,271
10,19,25,1,89,200
13,58,18,1,65,158
12,145,21,4,25,207
21,58,15,2,24,159
7,39,6,0,92,52
16,39,22,2,45,188
10,173,16,1,70,214
19,40,14,0,76,170
13,150,14,1,62,233
12,81,8,2,31,175
6,203,8,2,20,276
19,204,5,0,34,255
19,41,15,1,41,210
16,181,25,1,2,359
12,21,10,1,46,207
12,63,5,2,43,197
16,210,25,1,11,399
19,106,23,4,69,193
10,213,16,3,18,359
18,86,17,0,5,258
10,188,10,1,52,335
15,43,17,1,48,154
20,65,23,0,34,236
19,164,17,1,19,322
17,22,23,0,72,153
23,111,22,1,17,287
11,334,19,2,59,451
9,168,20,1,22,286
5,22,22,2,43,38
19,170,16,0,34,249
13,199,16,1,49,342
12,46,18,0,2,184
24,46,5,1,15,265
22,173,19,1,66,303
17,232,6,1,34,391
17,93,18,1,46,302
14,94,5,4,43,235
17,24,22,2,17,132
12,71,17,1,85,215
20,357,18,2,14,469
18,239,22,0,50,387
15,180,16,2,20,388
