p,r,w,v,T,d
7,0,9,1,90,52
7,0,8,3,65,44
8,0,14,3,96,41
5,2,15,4,65,64
3,1,18,3,110,56
6,1,17,4,124,65
8,2,9,2,118,54
10,1,5,3,73,60
2,2,22,2,70,49
4,2,20,3,78,53
10,2,21,4,66,19
2,7,15,3,97,36
2,4,8,3,98,42
4,4,18,4,76,21
9,9,22,4,131,46
3,1,19,1,97,39
1,1,9,1,93,49
8,11,19,1,67,57
7,12,13,2,124,42
1,6,8,2,126,45
6,1,10,1,94,30
9,3,22,1,115,56
5,5,7,4,71,57
1,1,24,4,108,29
5,11,25,1,41,31
3,4,14,4,111,53
3,7,10,4,116,57
8,9,18,4,141,48
4,8,13,3,68,25
3,19,25,3,148,32
7,10,5,2,105,65
4,1,21,2,78,42
5,12,5,2,94,52
3,7,16,3,141,28
9,5,6,4,114,71
8,12,22,3,85,67
10,16,12,1,78,56
2,14,23,1,61,40
6,10,23,1,77,54
1,17,18,2,89,67
5,15,19,2,149,55
9,18,7,4,134,65
4,2,7,4,96,55
10,8,8,1,122,71
2,4,14,3,61,80
6,10,5,1,156,35
5,15,21,3,121,85
7,2,18,2,87,35
3,21,7,4,99,44
10,16,20,3,67,85
3,17,17,4,123,73
9,11,20,3,77,60
3,23,22,2,77,74
2,23,12,2,130,65
5,36,5,3,56,79
7,7,10,3,83,42
7,15,22,4,104,73
1,19,15,3,110,59
4,26,9,3,131,35
2,20,22,1,81,57
9,40,12,4,120,60
9,17,11,1,131,59
5,11,12,3,133,44
4,11,11,2,89,22
10,14,25,3,84,61
10,11,12,4,89,69
9,25,21,1,134,54
6,22,15,1,124,33
7,26,12,2,127,75
10,15,21,4,80,57
9,3,14,3,91,42
2,27,6,1,98,93
7,6,14,1,63,23
8,32,18,1,123,97
6,33,21,2,137,60
9,21,23,4,71,85
3,7,20,4,91,28
8,17,5,2,109,67
8,7,25,3,48,41
1,3,14,2,49,43
4,18,16,3,80,83
1,27,19,2,165,69
7,7,18,1,72,46
10,18,9,4,72,69
4,11,16,2,101,52
3,33,16,2,100,54
5,57,22,2,97,123
3,12,5,4,138,80
4,8,16,3,45,22
10,59,18,3,75,99
2,16,21,3,118,33
6,30,9,4,139,68
4,4,9,3,107,43
9,62,18,2,103,87
3,8,21,1,79,37
2,42,23,2,49,100
10,13,25,4,109,59
7,4,22,2,154,58
9,13,14,3,114,64
8,4,13,3,129,32
10,9,23,3,103,64
3,28,12,2,131,42
7,5,20,1,99,51
5,34,16,3,79,74
2,23,19,4,110,79
7,5,18,3,76,32
10,14,13,1,102,77
6,41,23,3,83,98
5,48,25,3,146,108
9,48,14,2,72,66
9,73,13,3,139,107
9,15,5,1,113,53
5,10,20,2,47,42
4,20,22,2,90,30
10,50,22,4,60,71
8,20,20,2,87,61
9,45,20,4,102,120
10,32,5,1,157,91
9,46,8,4,57,74
2,79,23,4,144,134
6,21,5,1,76,69
2,27,19,2,55,60
9,22,24,3,144,75
3,16,5,3,101,91
4,5,22,1,107,41
2,83,19,1,85,94
3,56,6,2,81,94
9,11,17,4,104,66
9,49,19,2,92,66
10,28,9,4,160,83
1,36,23,2,61,82
2,17,7,2,109,42
7,36,6,1,120,58
5,44,13,4,49,108
4,24,19,1,102,87
7,6,23,2,96,62
3,38,6,2,124,96
7,12,5,4,44,51
10,61,12,4,91,141
10,25,6,4,116,67
6,31,19,1,107,100
1,54,16,4,112,95
1,19,20,4,113,25
3,19,14,2,82,44
3,6,20,3,119,46
10,48,20,2,149,105
4,32,20,4,30,63
10,13,25,2,74,78
1,13,15,3,114,32
1,66,8,3,126,105
5,41,25,3,83,101
4,13,8,3,89,52
10,7,8,1,102,48
5,51,14,4,125,99
4,102,22,2,84,147
2,27,23,3,168,52
4,7,21,1,96,61
6,52,20,1,124,104
9,61,23,1,67,110
2,44,19,2,35,85
10,28,21,1,110,47
8,62,25,2,112,88
5,7,23,1,124,80
3,14,25,1,143,45
4,109,18,1,132,158
4,15,9,4,88,44
8,37,9,4,116,84
3,15,19,3,133,87
1,22,21,2,120,65
1,47,11,3,143,90
4,47,12,3,79,93
6,47,23,1,98,59
3,76,18,4,129,96
5,38,22,4,97,92
9,23,13,3,125,61
9,31,8,4,78,81
9,116,25,2,101,161
8,68,21,1,170,93
2,24,20,2,72,68
5,69,14,1,109,94
2,69,11,3,102,105
6,8,22,1,76,42
8,120,15,4,81,156
1,40,11,1,113,107
4,32,7,2,121,72
4,51,5,3,144,84
8,16,13,3,109,73
3,33,21,3,154,75
7,124,7,1,63,165
8,52,6,3,173,124
8,126,24,4,47,146
8,63,16,3,103,118
2,127,17,2,145,169
1,85,13,3,60,109
2,53,25,1,40,94
2,43,15,2,91,74
1,26,6,4,105,82
3,35,6,2,101,76
6,76,14,2,93,139
5,77,10,4,116,146
