p,r,w,v,T,d
7,0,20,2,64,72
6,0,9,3,109,77
7,1,12,2,95,53
9,0,10,1,100,50
8,2,12,3,88,51
1,1,19,1,120,57
1,2,11,1,138,21
4,1,16,3,135,51
4,1,7,1,149,23
10,3,20,4,123,42
1,1,12,4,65,65
7,1,15,1,103,41
3,5,16,2,44,14
4,6,6,2,111,50
7,3,9,4,86,82
7,1,12,1,121,57
6,7,15,3,45,51
7,3,7,1,73,45
3,2,13,2,148,83
1,4,24,2,53,34
8,1,10,4,95,65
6,2,21,2,92,68
7,15,22,2,55,50
8,1,10,3,154,47
2,16,18,4,92,54
5,10,22,2,138,73
10,11,10,4,67,54
6,12,13,3,98,59
2,6,10,3,141,53
5,13,20,3,126,91
4,5,23,4,146,63
7,5,24,1,96,74
3,1,18,4,72,42
3,11,19,4,78,57
5,5,10,4,110,48
4,14,19,4,111,34
10,14,23,1,100,68
4,3,23,3,86,59
3,15,17,1,74,56
1,9,9,1,120,45
8,7,7,3,126,53
5,16,6,1,131,80
10,14,19,2,132,64
1,19,24,1,44,61
5,19,12,4,103,69
5,6,8,4,74,54
3,18,18,4,108,51
2,31,6,4,142,67
10,11,9,2,86,68
8,22,19,2,76,94
8,14,25,4,95,66
10,5,16,4,81,52
7,23,7,1,106,90
5,12,12,4,134,48
6,12,5,1,139,80
6,18,11,4,119,52
10,37,19,1,74,119
3,22,8,4,66,33
6,5,17,2,78,28
4,10,18,1,113,64
8,3,24,4,50,24
3,3,24,4,81,17
8,11,17,1,60,26
3,11,19,3,100,82
1,18,17,4,112,53
9,3,19,4,142,59
2,29,19,1,43,78
1,26,18,1,71,50
5,23,20,1,56,75
7,6,25,1,134,41
7,19,19,4,133,77
4,31,18,4,71,80
8,6,15,2,91,49
9,10,24,1,57,35
6,10,8,1,126,55
7,10,14,1,121,48
3,50,14,2,116,96
10,10,22,4,73,60
10,26,11,4,144,68
5,10,8,3,88,54
9,26,16,3,84,84
1,7,9,4,108,45
1,23,25,3,72,91
6,15,19,2,99,50
10,11,13,1,61,56
8,23,12,2,60,37
4,19,17,2,143,85
4,4,19,1,76,51
7,29,20,1,124,58
8,25,15,1,132,82
3,4,23,2,98,38
5,40,17,1,66,79
3,16,23,2,143,62
9,62,15,4,112,105
3,8,8,2,103,46
3,4,25,3,66,26
2,42,22,2,102,81
10,9,17,4,98,89
6,38,21,3,120,94
5,27,7,3,116,87
3,28,23,3,148,51
4,18,17,2,105,58
10,34,10,1,63,60
5,5,13,3,86,53
2,9,20,3,104,19
9,5,13,4,99,37
6,19,15,1,99,60
1,30,18,2,89,86
9,48,22,4,77,96
4,19,10,2,176,39
3,24,22,2,67,41
3,37,21,4,82,81
3,10,18,4,107,52
5,5,14,1,151,57
3,31,10,2,98,78
1,15,23,2,70,49
2,32,7,3,78,81
10,5,11,4,95,26
6,21,17,2,126,49
9,16,25,3,133,50
8,79,17,3,78,123
10,40,7,3,74,68
1,27,12,2,169,39
10,11,5,2,129,63
2,22,9,4,100,64
9,28,22,1,83,59
5,6,14,2,58,72
6,42,16,4,132,84
8,85,22,4,91,154
7,50,25,3,136,74
9,86,13,4,99,136
5,43,15,2,64,122
4,51,15,4,132,83
7,88,6,4,115,129
10,24,11,3,104,100
5,52,14,4,118,67
1,6,16,4,95,35
10,12,24,1,-7,52
7,24,25,4,152,41
2,54,11,1,119,116
10,31,13,2,87,59
7,6,7,3,128,63
4,94,20,4,121,110
1,19,24,3,78,92
8,95,24,2,13,139
6,48,13,1,136,88
6,6,18,1,147,57
6,41,23,2,119,106
7,33,25,4,119,59
6,13,18,1,100,64
2,26,25,1,56,66
5,13,24,4,62,57
5,20,21,4,81,52
3,42,21,4,108,101
8,59,20,1,85,101
4,14,25,2,94,55
9,103,13,4,60,127
7,52,13,4,89,116
10,21,11,4,58,60
5,61,17,4,115,80
2,44,12,2,93,85
2,71,10,4,88,102
6,29,25,3,119,102
1,7,7,1,127,35
2,36,11,4,112,81
3,73,18,1,111,121
8,7,20,4,104,65
5,55,15,1,170,89
9,111,8,2,132,157
4,75,21,3,135,127
7,75,14,4,115,124
2,38,8,2,99,86
9,76,16,3,78,123
9,38,24,1,104,58
8,115,25,2,133,179
4,58,12,3,154,105
3,116,10,3,100,126
9,23,8,4,119,106
4,24,6,2,121,57
7,32,14,1,84,84
4,8,7,2,61,75
1,40,7,3,127,96
6,60,16,3,95,94
9,8,6,1,144,50
10,122,17,4,83,180
3,122,22,3,103,184
9,51,17,2,111,100
8,52,20,4,82,95
1,41,14,1,72,90
1,73,13,3,67,103
4,63,22,2,91,83
9,53,15,3,119,115
6,64,13,1,108,114
1,85,19,3,95,142
4,128,11,4,71,171
4,43,13,2,102,91
10,43,23,1,113,96
9,43,10,2,120,88
2,87,22,1,107,107
4,26,21,1,94,66
