p,r,w,v,T,d
13,0,6,3,41,55
15,0,18,3,47,87
18,2,19,4,42,78
22,2,10,3,35,74
18,4,8,3,21,91
10,1,21,4,12,67
15,7,15,1,22,74
15,8,25,2,21,30
13,9,7,4,13,41
19,9,20,4,1,43
18,7,16,3,4,68
17,11,20,4,90,112
23,14,7,1,15,58
10,3,18,3,62,58
13,8,13,1,94,96
15,5,17,2,63,87
11,14,7,2,37,55
25,17,5,1,66,108
10,4,17,4,22,61
19,19,14,1,52,102
13,18,15,2,14,49
15,15,16,2,47,38
10,10,15,3,51,81
14,13,20,1,10,55
27,42,19,3,7,135
24,26,5,2,20,66
12,12,11,2,90,38
11,9,22,3,14,71
22,13,22,1,54,135
10,25,22,1,22,98
18,31,25,1,61,132
18,18,5,2,31,83
14,4,22,1,91,56
16,19,12,4,83,71
16,4,8,2,66,115
17,12,9,1,6,83
21,13,23,2,20,115
15,4,19,4,25,51
18,13,13,3,59,67
15,28,16,3,64,94
20,5,10,4,52,71
11,10,12,4,39,63
13,43,23,3,66,134
14,31,5,2,79,106
10,15,5,2,37,98
12,26,22,3,4,67
19,11,13,1,62,121
13,41,14,4,43,96
14,35,20,3,69,95
10,29,9,2,18,112
4,18,9,3,35,52
12,60,23,1,33,133
13,38,23,1,19,95
19,31,7,2,83,63
10,19,17,3,2,59
8,48,12,1,14,142
15,57,7,4,28,120
17,27,24,1,89,112
19,20,25,4,61,114
23,34,9,2,48,98
14,105,9,4,10,197
20,14,8,1,23,77
4,36,5,1,77,81
15,15,15,3,35,117
9,30,14,4,45,77
11,38,18,4,55,102
10,15,19,1,19,52
11,39,15,3,33,120
13,24,13,2,12,93
25,70,22,4,14,113
13,16,20,1,85,104
13,124,14,4,50,181
7,17,5,4,91,91
18,34,24,3,69,113
13,86,11,4,68,107
15,35,12,2,100,80
9,35,23,2,88,93
15,45,19,4,62,103
10,91,11,4,31,150
16,28,12,3,98,126
13,70,7,3,82,100
17,142,6,2,28,221
22,84,8,2,11,183
13,39,20,2,62,79
9,10,14,2,79,72
8,10,7,1,44,73
21,40,14,2,54,97
16,10,17,4,67,67
14,90,17,2,28,186
13,52,14,4,8,117
34,11,5,4,35,113
11,106,15,3,78,180
4,161,24,3,95,224
12,95,25,3,32,130
15,69,13,4,13,176
19,33,18,2,79,99
11,22,13,1,72,95
14,170,20,4,95,248
11,114,11,4,57,194
11,46,8,3,46,122
11,175,7,4,23,218
11,177,17,2,4,255
16,48,24,1,98,100
14,12,16,1,37,50
15,24,13,4,12,93
18,123,22,4,83,194
4,186,25,1,20,236
15,62,11,2,39,136
12,95,16,3,41,130
15,25,5,2,100,89
10,39,8,3,44,85
15,39,12,1,1,102
11,52,20,1,2,107
9,13,17,4,29,92
17,83,6,4,67,189
20,117,5,4,94,230
16,102,15,3,9,172
12,137,9,4,17,191
16,14,16,2,49,46
18,87,20,2,85,199
18,14,11,3,51,109
14,42,8,4,100,109
14,89,5,2,77,165
17,14,12,2,17,41
16,145,5,3,64,200
25,15,14,4,47,91
17,221,16,2,54,304
18,74,7,4,57,142
27,131,17,3,39,242
12,75,9,2,67,122
17,30,9,1,93,88
27,229,11,1,63,283
7,96,16,1,20,159
21,116,8,3,48,197
13,16,22,2,20,100
24,98,12,1,24,177
15,48,25,4,69,89
17,120,24,1,100,208
11,161,19,4,66,246
20,243,19,2,77,278
18,245,5,1,51,293
19,66,7,2,34,163
11,249,11,4,80,316
12,250,8,1,90,328
8,126,23,3,74,181
10,17,16,3,42,108
13,256,8,3,7,323
17,34,11,3,9,80
22,130,12,1,94,199
14,87,20,1,59,136
12,153,14,1,97,172
7,110,9,4,15,157
26,177,13,1,50,246
21,179,7,2,22,279
13,18,15,1,85,92
12,90,25,2,82,148
5,73,12,1,1,153
8,114,15,1,33,198
19,74,11,3,16,160
14,56,5,4,95,114
6,117,14,2,88,195
19,188,12,3,93,282
15,38,8,3,80,86
12,76,23,2,34,151
10,167,15,2,66,221
19,144,16,2,87,171
16,121,8,4,58,153
17,195,24,2,95,222
9,294,18,4,30,334
7,148,24,2,6,222
20,174,25,4,92,267
19,200,5,4,68,303
20,301,23,2,74,375
10,202,18,3,78,274
18,20,13,1,2,138
9,41,6,4,94,129
13,103,25,3,79,138
10,129,19,3,82,178
16,156,18,1,89,206
18,42,18,1,66,102
11,210,18,3,64,251
11,84,14,2,28,156
13,319,16,1,96,368
17,107,20,2,9,186
4,64,9,4,33,120
4,43,14,2,26,94
17,163,14,2,78,215
17,136,14,2,51,173
12,44,21,2,69,112
17,331,22,1,41,421
16,89,21,2,93,140
18,45,24,4,14,108
9,112,9,1,45,185
18,68,12,3,13,161
20,170,23,3,28,200
16,68,20,2,3,136
5,229,24,2,91,313
15,92,24,3,17,154
7,144,20,1,38,189
11,174,8,2,18,191
