p,r,w,v,T,d
19,0,7,2,3,76
18,1,22,3,16,46
24,2,21,1,48,72
19,2,5,3,50,39
14,0,21,4,71,79
17,6,7,4,83,59
10,5,19,3,58,22
16,8,18,3,54,115
10,6,9,1,3,69
13,2,17,2,22,25
14,11,11,3,17,63
15,10,24,2,6,71
13,13,23,2,58,54
11,3,17,1,30,62
10,7,14,2,64,79
16,6,9,1,23,84
17,8,22,3,75,91
17,4,9,4,44,89
15,14,25,2,33,92
18,23,23,3,42,136
11,15,24,2,23,86
16,10,22,3,70,47
20,3,25,1,49,102
23,28,5,4,80,114
15,22,7,1,34,86
21,3,19,1,35,103
20,48,21,4,34,87
23,50,12,2,47,106
12,26,17,3,16,99
17,7,10,3,2,62
15,11,20,4,68,96
21,11,6,4,78,89
9,30,25,1,66,103
13,12,16,4,34,87
27,63,8,2,67,168
10,43,18,1,58,113
9,44,20,1,4,90
15,40,12,3,63,152
12,70,14,3,6,146
13,10,19,3,17,96
6,10,23,4,99,93
17,31,19,2,92,99
16,39,17,4,45,141
5,5,25,1,78,34
18,34,8,2,39,125
18,22,8,1,35,69
15,17,20,2,29,121
17,43,22,4,3,98
10,52,16,1,13,135
12,18,13,4,28,60
15,54,13,4,75,118
15,94,11,3,59,119
16,32,18,4,61,73
15,98,12,1,82,146
12,13,9,3,96,91
14,7,20,1,20,95
22,34,21,4,55,104
11,35,6,4,40,115
14,53,18,4,94,106
15,109,9,3,51,209
18,55,7,4,29,151
18,7,9,1,17,123
8,23,25,4,85,76
8,48,24,4,32,116
23,118,6,2,61,189
19,120,21,4,54,207
12,81,21,2,21,155
15,8,16,4,10,87
22,42,13,3,5,135
12,64,16,2,59,171
18,43,24,2,42,118
19,35,25,3,78,113
28,133,22,2,46,228
13,56,19,4,27,121
16,36,15,4,53,148
16,58,24,2,71,80
15,82,21,4,7,171
14,38,21,3,61,112
14,10,14,3,13,42
17,146,15,2,37,169
14,86,21,2,36,185
21,50,15,4,79,148
11,20,16,2,95,44
18,31,21,1,38,119
20,103,5,4,26,175
16,104,7,2,28,148
17,79,20,1,85,114
6,94,15,1,74,146
14,32,13,2,90,69
16,109,21,2,98,139
17,33,11,1,22,87
8,45,10,1,92,119
18,113,10,3,63,141
14,114,16,4,22,149
23,35,18,3,36,126
21,47,17,2,93,80
18,177,22,4,29,226
14,89,17,3,97,146
11,48,17,4,3,138
23,37,10,2,27,143
18,92,5,2,48,165
17,50,11,3,65,126
26,110,21,3,17,206
14,127,17,2,31,217
15,51,20,4,75,74
22,129,15,3,59,242
17,65,19,4,78,153
10,82,23,3,12,141
12,53,23,2,46,133
11,100,9,1,89,216
13,101,6,2,97,158
8,27,17,3,72,103
24,69,8,3,59,177
19,28,24,4,40,105
21,56,14,1,91,157
18,106,6,4,25,209
17,89,14,3,25,177
10,72,25,4,25,183
13,29,22,1,29,66
11,91,6,2,30,178
10,74,20,1,56,151
15,59,23,3,59,95
22,131,7,3,73,204
16,15,25,3,35,75
12,152,22,2,6,260
11,154,5,3,94,247
15,46,10,1,85,148
5,234,17,4,95,284
15,63,16,3,81,134
18,99,15,4,32,160
18,140,17,1,52,220
14,48,21,4,89,72
22,32,15,2,83,101
11,16,23,3,63,95
11,49,25,4,54,127
24,83,16,3,12,159
16,125,6,1,36,213
11,168,13,1,26,212
17,148,12,2,35,201
14,256,15,4,1,326
6,52,15,4,99,112
21,17,19,3,83,87
11,109,20,4,50,190
15,264,23,4,96,345
7,18,24,4,84,43
18,71,12,3,33,179
22,90,9,3,86,169
16,72,18,2,92,113
22,114,25,1,82,142
22,92,6,3,100,189
16,18,19,4,91,89
22,19,17,4,88,89
7,19,9,3,70,50
21,19,10,3,17,112
14,166,8,3,69,200
23,143,11,3,54,240
11,38,8,3,5,106
17,169,9,1,68,292
12,146,15,3,70,218
14,122,9,1,96,156
18,123,15,2,89,182
15,148,12,2,18,207
19,80,8,3,24,127
19,60,5,2,45,126
19,20,22,1,43,98
12,41,16,1,21,80
8,102,14,2,55,189
15,308,23,2,84,398
13,41,22,3,40,119
15,130,20,1,90,223
15,183,7,3,76,263
10,105,8,3,39,199
13,317,5,3,88,377
23,85,14,1,35,178
11,43,9,1,58,76
15,65,14,2,99,142
18,108,24,1,81,191
15,22,18,3,27,97
17,22,14,1,59,115
17,110,7,2,50,190
6,221,6,1,71,277
17,67,11,3,86,149
15,196,19,1,64,219
16,45,7,4,39,108
11,23,22,3,18,90
18,171,11,3,98,225
13,91,11,3,89,166
9,46,17,1,96,150
15,347,16,3,41,406
12,116,8,2,60,177
8,204,20,2,95,297
12,70,14,4,62,107
14,118,10,1,55,181
15,47,20,4,79,80
19,238,25,4,68,326
23,210,20,1,16,272
13,181,6,4,60,272
10,24,9,3,42,98
15,49,17,2,49,135
19,153,22,2,57,226
