p,r,w,v,T,d
7,0,17,4,67,115
9,0,17,3,19,216
15,1,23,2,65,206
14,1,22,2,2,97
21,4,17,4,91,91
14,1,24,2,26,153
16,2,20,2,93,43
9,1,24,3,81,125
11,5,22,4,87,186
15,8,20,4,77,148
24,5,11,3,84,130
18,3,6,3,13,111
11,7,7,2,23,176
21,1,19,1,28,166
11,6,17,2,48,177
18,2,6,4,66,140
12,10,16,4,47,158
19,5,19,3,92,150
5,10,15,3,10,144
15,9,16,2,91,31
19,11,11,3,72,104
5,11,12,3,50,116
15,3,19,4,26,55
12,7,7,2,43,97
8,15,23,1,62,119
14,15,25,4,68,158
12,16,23,4,49,133
15,25,25,1,2,103
15,26,9,1,3,147
19,11,24,1,83,95
10,11,21,1,21,142
19,14,13,2,92,162
19,12,9,1,17,106
15,2,22,4,55,58
14,31,20,2,62,172
17,13,20,4,79,161
22,11,21,1,30,118
9,9,16,4,8,55
16,35,18,1,48,79
17,10,14,1,87,159
18,15,7,1,58,135
15,19,7,2,18,131
14,16,24,1,36,79
14,16,7,4,75,188
14,40,5,3,6,184
20,14,21,4,4,117
10,11,18,3,89,88
12,18,10,2,9,134
24,26,20,3,88,185
9,15,17,2,45,121
10,27,22,3,78,143
14,3,21,3,78,152
17,24,7,1,40,186
14,32,23,1,21,249
9,10,15,2,70,71
18,25,13,3,36,222
18,3,6,3,85,92
20,7,23,3,79,83
20,11,19,2,32,194
14,31,21,4,28,190
24,4,10,2,36,139
9,28,9,4,28,168
18,4,25,1,19,132
19,8,10,1,56,132
8,16,13,3,1,102
16,40,15,4,74,196
12,8,20,2,31,126
20,8,12,2,35,33
13,62,12,4,9,171
7,26,11,2,96,63
7,13,16,1,83,110
17,17,20,2,6,111
10,44,21,2,100,67
14,9,17,4,53,124
15,34,6,2,2,181
16,40,5,2,21,111
15,69,13,1,92,93
17,47,5,3,4,180
8,24,13,1,47,121
17,5,20,4,20,104
21,15,24,1,90,212
8,10,21,1,79,28
17,50,15,2,28,225
10,25,25,4,60,93
29,51,10,4,49,232
17,26,9,1,82,94
19,33,18,4,18,167
13,11,11,3,66,95
11,16,25,3,58,135
14,81,8,2,24,265
13,22,5,4,45,148
23,49,6,4,64,161
15,11,21,1,19,140
24,6,22,2,97,133
23,17,14,3,53,90
8,36,23,3,23,213
7,18,10,3,30,205
11,12,24,1,27,52
21,52,13,3,27,155
20,90,15,3,21,151
23,61,7,3,97,173
23,46,10,1,39,166
18,31,5,3,38,94
15,25,5,4,3,111
13,48,19,4,23,216
16,13,23,3,15,129
18,6,13,2,49,154
23,65,16,3,87,204
17,58,25,3,29,130
16,7,14,1,78,147
19,13,13,3,6,63
14,101,5,3,9,222
12,7,20,4,84,116
16,28,11,2,98,194
5,21,9,1,47,80
12,14,20,4,93,171
27,44,20,1,78,212
20,45,17,4,68,217
21,7,12,2,10,37
21,36,7,1,77,126
10,37,5,1,22,126
10,22,19,4,84,106
11,65,22,2,27,90
14,30,15,1,27,75
11,8,16,3,22,109
16,57,15,4,39,256
15,23,23,2,67,172
18,31,19,1,51,101
7,8,5,2,49,161
9,59,20,1,42,185
9,119,9,4,19,212
11,16,8,2,66,147
18,40,6,3,63,257
14,16,13,2,19,119
14,61,11,1,41,84
25,51,23,3,73,173
9,52,10,2,11,189
10,83,5,2,8,108
28,74,24,4,47,227
21,127,24,3,31,273
18,34,15,4,28,114
13,129,9,1,43,184
20,26,20,4,27,210
25,26,8,1,27,213
11,77,20,4,81,223
7,88,23,1,12,246
14,89,15,3,8,190
12,134,13,3,92,340
6,45,18,3,74,140
16,36,5,2,58,226
14,57,15,1,20,183
12,46,11,3,45,68
20,93,16,4,55,172
13,140,24,2,99,255
18,59,25,4,63,208
18,71,12,4,55,162
17,95,21,1,5,263
16,19,16,1,16,85
15,39,8,3,9,158
20,29,17,4,3,201
15,85,21,4,88,198
18,86,12,2,32,189
19,86,13,4,23,224
17,99,23,4,29,228
17,30,6,3,87,111
12,40,13,1,65,189
25,76,14,1,77,227
18,76,15,1,95,204
20,102,9,2,44,229
15,41,15,1,30,82
21,31,7,2,15,102
14,65,22,1,59,266
13,21,21,4,10,110
5,53,21,3,11,183
13,93,15,1,52,175
7,80,11,3,1,196
15,21,25,4,58,225
9,81,19,1,57,205
20,33,8,2,48,170
21,55,14,2,77,193
20,33,14,2,31,59
12,44,9,2,77,104
18,33,21,1,33,185
12,11,12,1,83,104
12,98,7,1,42,222
19,70,16,1,98,190
21,34,9,3,24,101
12,71,9,2,17,199
14,100,7,4,35,169
13,12,23,4,49,119
14,58,6,4,84,150
19,12,16,1,73,109
13,47,16,3,56,243
16,103,17,2,60,219
13,12,13,3,38,104
21,104,8,4,76,261
11,48,7,3,16,166
13,90,6,4,46,196
23,12,6,1,95,211
15,36,14,4,79,84
