p,r,w,v,T,d
13,0,17,1,82,136
18,0,20,4,63,137
5,2,23,4,84,128
14,1,21,4,136,138
19,4,17,2,125,110
16,1,24,4,93,154
13,5,12,3,101,135
14,5,24,3,109,105
18,5,7,4,115,172
10,1,11,1,119,45
21,7,19,1,94,89
20,4,14,3,129,163
26,11,24,1,96,177
16,14,12,1,75,51
18,13,21,4,101,89
15,4,14,3,175,213
17,10,25,2,88,142
12,15,10,1,76,204
12,4,23,3,107,39
9,11,5,4,106,104
8,12,16,2,112,25
18,10,11,1,155,35
17,26,12,2,98,112
11,6,19,2,62,147
8,18,25,3,48,207
21,12,14,4,157,41
20,6,7,3,100,171
21,20,20,1,103,179
14,34,17,1,57,57
9,3,14,2,144,166
18,14,14,4,88,148
16,19,12,1,132,243
19,12,6,2,106,140
9,59,21,1,79,271
15,8,8,1,171,163
13,17,17,4,66,73
15,17,5,1,45,108
18,67,13,4,122,188
19,14,25,4,70,174
11,29,21,1,71,127
16,48,7,4,124,250
19,25,8,2,99,109
14,10,22,2,125,160
10,5,17,3,80,39
19,21,24,4,52,153
12,11,5,2,57,191
18,83,6,2,60,224
5,49,7,1,55,154
3,17,19,3,46,109
17,24,10,4,54,197
15,52,22,3,110,209
12,61,22,1,91,231
14,39,9,4,127,172
19,32,6,4,102,185
10,40,13,3,127,174
11,13,8,1,101,151
6,67,11,3,88,80
10,68,23,3,99,151
10,52,6,1,88,160
17,44,5,3,116,98
16,36,25,4,153,129
20,37,7,1,47,152
12,112,8,3,65,251
20,15,22,4,108,138
18,8,5,3,108,88
12,31,18,1,83,147
3,24,16,3,107,91
10,24,20,2,111,153
19,71,12,4,74,217
13,8,20,1,108,95
15,63,21,1,35,119
16,53,14,3,120,194
7,76,14,2,138,212
16,35,19,3,131,135
12,67,9,2,76,115
23,135,10,4,96,185
17,18,15,2,111,165
16,139,22,2,40,255
16,94,10,3,137,206
16,38,11,3,118,102
9,84,13,4,85,248
15,19,6,3,109,162
15,98,10,2,111,195
12,75,24,2,113,153
13,10,24,3,107,125
12,102,11,1,53,247
11,10,25,2,128,116
21,21,10,4,74,146
14,66,20,1,49,213
10,107,25,1,113,260
22,54,18,1,71,276
16,95,18,4,136,162
16,110,16,1,84,302
22,45,8,1,152,137
20,85,9,4,195,160
11,34,12,3,75,205
15,101,21,3,97,259
17,73,9,1,127,199
9,24,13,1,140,162
20,89,23,2,114,217
24,75,17,3,86,202
12,24,9,2,63,113
15,12,16,3,135,165
9,108,16,2,71,222
16,78,22,3,139,99
14,38,12,2,125,147
10,64,13,3,62,104
13,96,9,1,141,198
13,39,24,2,61,127
23,39,8,2,140,75
11,115,20,4,92,225
12,67,19,1,71,209
9,13,5,1,140,77
19,119,17,1,105,147
17,137,19,4,98,268
12,55,6,2,116,155
12,209,23,2,20,302
10,14,22,3,76,198
23,28,24,3,99,61
16,14,19,3,108,185
9,216,11,2,129,282
21,73,11,3,81,243
17,73,14,1,118,140
11,129,23,1,67,254
15,93,13,2,76,178
21,15,17,1,94,142
16,45,25,4,108,228
13,228,8,2,101,352
15,153,6,4,113,255
23,62,10,2,100,197
24,47,16,3,110,172
17,47,14,3,132,113
8,237,14,2,22,411
19,140,19,4,156,337
14,241,23,3,102,283
20,101,5,3,117,202
21,49,8,2,75,110
10,246,10,1,119,344
17,50,14,4,126,163
14,250,23,4,86,308
10,84,17,4,96,164
14,51,11,2,78,218
18,128,12,2,64,245
15,34,8,2,128,177
17,130,5,1,92,261
24,35,25,3,117,113
21,175,21,4,101,318
10,35,15,3,86,75
18,18,5,2,92,141
17,54,6,3,117,166
22,112,24,2,113,281
16,272,24,2,83,341
18,114,10,3,97,275
17,92,20,4,104,248
9,74,18,4,107,233
19,139,22,2,99,167
15,164,25,1,159,247
18,282,21,3,69,378
12,166,22,1,127,251
13,167,18,4,106,194
15,120,6,3,98,166
21,58,24,1,74,168
19,78,19,1,86,277
21,293,23,3,45,446
11,59,21,3,74,122
8,79,10,3,98,231
19,80,17,3,107,214
15,125,16,2,70,223
11,176,13,1,37,306
10,177,10,3,63,383
14,153,23,2,61,255
7,103,13,4,116,119
18,309,13,4,114,423
15,311,6,3,72,452
23,104,10,2,130,142
19,21,5,2,139,163
16,317,12,3,165,456
21,133,8,2,79,215
14,107,24,4,95,162
10,64,21,4,75,235
17,216,13,2,135,392
18,22,24,2,118,173
15,136,19,4,101,299
15,165,21,2,67,266
19,88,16,4,76,297
6,166,12,2,116,260
12,335,20,1,93,519
20,168,22,3,73,298
12,23,13,1,59,44
12,227,8,2,74,298
17,46,5,2,69,163
9,172,25,3,72,310
18,230,8,1,79,320
10,203,11,2,117,362
18,23,20,2,135,90
22,117,11,2,164,241
13,47,6,1,96,209
22,354,25,1,104,472
7,237,23,2,153,328
11,95,20,1,109,223
