p,r,w,v,T,d
19,0,7,4,55,102
16,2,7,2,12,95
12,1,21,1,68,178
26,3,9,3,58,72
6,1,10,3,64,187
14,5,19,1,47,158
15,8,20,2,60,107
13,5,7,1,38,90
12,11,14,4,95,101
14,14,11,2,65,192
10,18,17,2,83,172
11,20,16,4,98,163
17,2,14,3,33,26
11,24,15,1,60,213
16,13,7,1,14,237
10,8,23,3,76,150
14,9,16,3,34,100
18,15,8,4,93,53
13,29,19,3,14,118
21,21,16,3,70,156
19,18,10,4,25,50
17,15,6,3,78,153
17,25,12,3,85,136
11,36,6,3,58,121
23,33,14,3,98,185
5,68,9,4,76,113
12,71,11,3,53,215
19,10,10,1,82,157
11,15,5,2,54,149
25,5,20,3,46,97
14,41,9,1,67,92
16,17,20,3,77,156
15,29,10,3,68,102
10,52,14,4,16,147
12,38,9,3,74,109
25,25,17,3,11,150
12,98,6,4,43,257
6,59,10,4,21,226
13,103,20,1,73,239
15,14,25,2,21,146
13,45,21,4,79,204
21,111,13,1,42,200
13,48,8,4,20,147
18,49,14,1,6,178
11,24,15,1,96,207
18,51,6,2,26,166
6,33,20,4,77,169
24,85,15,2,2,167
21,9,8,4,87,129
17,89,24,3,24,213
10,45,18,1,26,174
13,46,14,4,70,206
12,82,21,1,33,241
6,19,15,1,84,95
18,29,18,2,24,104
19,30,13,4,63,216
25,20,24,2,51,110
9,103,17,4,89,188
18,79,12,3,2,211
17,107,13,3,25,159
3,81,5,1,73,119
10,69,10,4,48,216
9,56,10,3,50,203
12,171,23,2,76,249
17,58,24,3,52,255
21,118,16,2,100,261
9,179,14,1,91,261
17,12,5,1,5,103
19,185,11,4,2,259
4,187,18,3,82,203
14,95,18,1,89,235
13,80,6,2,44,226
17,39,16,3,92,215
6,53,13,4,23,170
15,84,20,4,24,175
18,41,9,4,22,199
17,28,20,1,19,169
15,122,8,3,76,247
15,28,13,1,55,81
15,14,7,4,51,66
15,72,18,1,44,152
18,128,24,1,95,201
10,130,14,3,71,273
15,150,15,4,40,266
18,30,5,2,14,151
13,154,18,3,24,274
20,31,25,4,1,246
12,47,6,1,30,205
17,48,17,4,65,207
18,32,25,1,47,173
10,163,8,3,87,327
8,16,19,3,97,147
13,125,9,1,70,275
16,126,12,3,99,244
11,255,17,1,99,373
14,34,8,1,71,87
13,261,17,1,15,408
11,53,18,3,67,185
13,133,13,4,77,262
12,18,25,4,40,128
14,54,6,1,78,181
14,37,12,1,96,119
15,92,23,4,45,135
12,163,23,4,39,322
17,94,23,2,74,255
12,166,19,4,97,314
17,144,12,2,27,217
13,121,7,2,74,274
11,293,14,3,58,446
24,123,14,4,5,295
12,124,23,2,21,178
15,126,6,4,30,275
13,20,9,3,95,161
21,102,10,4,37,204
15,309,23,1,87,473
13,156,23,2,40,279
22,21,8,3,48,176
13,21,17,4,37,106
22,107,22,1,35,135
18,86,11,2,57,227
20,136,17,4,73,193
19,88,6,1,97,322
16,22,25,2,26,109
22,89,13,3,28,295
18,168,21,3,23,319
18,226,25,3,40,319
18,200,23,4,57,330
21,23,6,1,58,195
11,23,11,2,58,108
16,70,5,3,46,137
12,94,9,2,62,225
16,47,18,2,87,163
22,96,21,4,16,281
20,120,15,1,36,305
18,152,10,2,71,329
16,244,24,3,20,322
19,246,14,4,17,450
19,186,13,3,56,382
8,100,9,1,18,272
12,189,5,2,88,361
15,101,14,3,31,132
32,255,7,4,2,386
21,103,24,4,37,130
21,26,16,3,62,246
16,228,14,2,68,352
15,131,7,3,15,231
18,53,6,4,25,182
10,200,12,2,96,264
16,54,13,1,41,96
21,27,13,4,92,55
11,81,18,4,34,204
15,273,22,1,85,365
16,172,10,2,97,345
8,173,5,1,89,313
12,28,14,4,25,229
18,210,12,2,15,358
8,141,10,1,35,156
15,114,18,4,68,161
21,86,12,4,52,117
10,252,8,2,3,327
13,434,8,1,61,577
15,437,10,3,69,561
13,59,16,3,55,139
22,221,9,3,18,336
20,223,21,1,19,278
18,119,25,4,86,330
8,60,24,2,30,177
9,30,20,2,45,144
17,61,5,1,54,211
16,31,11,3,99,129
12,308,15,4,91,498
23,271,11,2,40,454
11,156,20,2,72,292
13,196,23,1,94,319
17,197,8,1,31,322
21,475,5,3,100,603
24,159,7,4,24,301
15,480,13,3,21,592
12,97,18,3,12,160
15,324,19,2,47,426
10,285,20,3,60,483
20,66,24,3,57,95
23,494,24,4,28,547
14,248,19,3,93,404
13,100,21,2,74,215
14,100,18,3,39,218
11,34,5,2,93,107
7,508,23,4,98,534
23,298,23,1,98,502
15,299,16,2,29,421
12,138,17,2,48,219
16,346,24,3,65,439
10,521,6,2,86,598
13,524,8,1,54,659
16,140,17,3,37,339
16,353,5,4,88,478
7,106,18,1,59,239
24,312,6,2,72,430
21,72,15,4,44,205
7,315,17,1,45,351
