p,r,w,v,T,d
15,0,7,1,1,102
11,1,22,3,4,135
13,1,21,4,12,75
12,5,5,2,13,94
18,1,21,4,18,104
18,4,7,4,21,158
24,1,19,1,15,123
17,4,18,2,14,232
15,3,9,2,1,155
10,1,17,1,6,160
18,9,11,1,27,131
18,7,8,1,3,42
13,14,6,1,1,103
25,14,14,4,12,101
9,25,13,2,1,114
7,9,17,3,23,100
17,14,24,2,28,137
10,15,5,1,1,115
10,2,15,1,10,48
12,9,14,1,18,148
21,12,6,2,20,104
17,16,8,3,27,45
19,39,10,3,19,234
27,24,18,1,9,154
15,14,21,1,21,48
13,26,14,2,9,113
26,15,23,2,15,131
12,6,6,3,30,72
11,50,13,4,8,155
23,7,20,4,8,151
14,27,14,1,13,162
14,32,22,2,22,175
9,11,11,1,30,153
17,12,13,2,29,152
16,25,19,3,17,226
23,4,15,1,19,143
10,4,14,2,27,55
13,22,7,4,30,188
13,68,18,4,8,204
15,19,24,3,28,129
4,48,5,3,5,205
16,49,23,4,25,103
11,20,19,3,23,95
10,20,17,1,12,148
10,26,25,3,20,109
11,16,8,2,10,163
15,41,8,2,9,166
14,49,20,2,8,187
13,57,22,4,1,191
13,12,16,4,4,177
15,89,13,4,7,220
16,24,13,4,30,112
10,46,11,3,15,245
11,39,18,1,26,174
16,56,12,3,21,213
20,33,9,4,24,202
18,27,20,1,30,145
13,59,21,4,14,240
15,43,6,1,28,106
15,70,13,2,24,227
11,62,9,2,13,130
18,109,7,1,8,301
28,65,9,1,26,166
18,15,25,1,22,175
13,30,24,1,30,101
9,68,7,1,16,173
5,31,21,4,14,46
20,8,21,2,30,76
18,24,15,3,19,106
24,51,7,4,11,204
24,83,21,3,15,251
11,17,24,1,11,121
16,54,25,4,27,204
23,43,23,3,29,142
12,9,21,1,7,186
18,56,15,3,14,225
10,90,24,4,18,290
17,69,21,3,2,173
15,9,21,3,16,141
9,47,14,1,29,149
13,29,6,2,10,174
15,48,21,3,29,183
12,10,14,2,27,147
6,30,12,2,21,175
20,40,16,2,10,245
12,89,5,4,7,212
12,31,7,3,7,157
18,78,20,4,22,226
24,21,15,4,19,147
14,93,13,4,23,292
18,11,21,3,25,35
25,108,11,3,6,276
11,44,10,1,23,172
14,33,10,2,16,82
12,70,16,3,6,92
18,113,18,1,9,297
22,46,17,1,24,217
11,115,22,1,30,151
12,73,17,4,25,221
8,24,17,4,1,132
30,24,10,2,7,109
17,24,5,4,12,76
7,61,11,3,17,157
12,25,21,4,5,83
12,37,17,2,30,77
13,25,7,2,24,110
16,189,19,1,5,334
15,38,9,3,22,63
20,80,24,4,3,142
9,113,23,2,12,253
14,26,9,1,23,64
18,132,6,4,27,211
19,67,25,2,18,170
13,84,8,3,29,250
17,85,14,1,10,263
12,41,14,3,30,160
20,55,10,3,7,190
21,14,14,3,7,171
19,211,25,3,7,378
19,28,22,1,8,62
6,57,6,1,8,240
4,144,20,1,14,287
13,109,23,1,15,218
14,128,7,2,19,274
19,221,25,3,9,445
23,223,22,2,2,332
17,15,5,1,27,163
9,45,18,3,28,217
14,30,13,1,2,157
16,115,25,4,28,287
13,97,16,4,12,275
12,97,6,1,3,247
13,236,13,2,25,444
20,32,5,3,5,99
14,16,14,2,20,178
22,100,24,3,4,253
18,32,8,4,11,91
12,245,7,4,17,357
19,164,5,3,14,269
18,103,19,2,4,307
19,167,9,3,30,345
16,17,10,1,30,202
14,169,18,2,16,271
14,106,25,4,2,229
15,51,23,1,2,149
10,17,8,1,21,147
12,87,6,1,28,109
13,153,25,4,5,258
11,154,17,3,25,296
11,71,10,2,23,213
18,134,16,3,13,252
16,72,6,3,7,228
17,136,14,3,23,217
6,273,17,4,22,349
22,275,9,4,18,406
6,37,10,3,30,149
11,56,23,4,18,162
15,140,14,4,25,291
12,19,18,2,21,160
10,142,6,4,6,188
17,57,21,1,14,249
10,38,22,4,10,158
27,289,14,4,12,365
9,58,20,1,5,73
12,20,15,3,26,177
21,196,14,3,6,324
11,123,15,3,7,228
8,40,25,3,7,95
18,150,21,3,5,309
16,101,21,1,17,156
25,177,6,2,10,346
16,305,17,1,23,433
11,205,21,1,16,423
12,180,16,4,25,308
14,155,19,3,3,208
19,83,15,3,26,182
16,105,12,2,21,207
22,316,6,4,25,393
19,185,5,4,28,296
19,186,11,1,28,319
6,214,24,4,6,274
16,323,9,2,13,492
17,87,13,2,3,250
15,22,5,3,1,162
13,137,6,4,1,302
15,220,13,2,9,361
17,89,7,1,16,270
20,111,11,2,27,222
16,22,24,3,22,174
16,169,12,3,7,228
9,113,17,1,16,243
6,142,18,3,8,274
15,200,13,2,21,332
17,92,18,4,30,256
8,46,9,2,3,177
11,348,14,1,20,457
15,175,21,2,12,315
4,147,13,1,16,159
12,177,6,1,4,281
16,237,6,2,29,361
