p,r,w,v,T,d
14,0,6,2,41,102
12,0,18,1,47,162
19,2,19,3,42,140
15,2,10,1,35,120
21,4,8,4,21,168
19,1,21,4,12,137
25,7,15,2,22,140
18,8,25,3,21,33
8,10,7,2,13,58
13,9,20,4,1,53
19,8,16,1,4,115
17,12,20,4,90,202
18,14,7,3,15,76
17,3,18,1,62,113
20,8,13,4,94,182
14,5,17,4,63,157
8,14,7,4,37,84
10,18,5,4,66,164
23,4,17,4,22,124
15,20,14,1,52,167
11,18,15,4,14,67
14,16,16,3,47,43
14,11,15,4,51,152
16,14,20,3,10,88
15,43,19,2,7,195
10,26,5,1,20,70
18,12,11,4,90,58
24,10,22,4,14,141
19,13,22,3,54,238
13,26,22,3,22,170
10,32,25,2,61,213
11,19,5,2,31,127
13,4,22,4,91,97
20,20,12,2,83,114
21,4,8,3,66,221
14,13,9,1,6,140
22,13,23,3,20,201
8,4,19,1,25,79
9,14,13,3,59,97
18,29,16,1,64,152
20,5,10,2,52,121
13,10,12,2,39,109
10,44,17,2,66,216
9,32,5,2,79,166
14,16,5,2,37,181
14,27,22,1,4,101
19,11,13,1,62,217
22,42,14,1,43,151
10,36,20,2,69,142
8,29,9,1,18,189
15,18,9,1,35,95
11,61,23,2,33,198
18,39,23,4,19,147
15,32,7,1,83,74
10,19,17,4,2,92
26,50,12,1,14,253
21,59,7,1,28,180
19,27,24,3,89,186
13,21,25,3,61,188
18,35,9,2,48,137
17,108,9,3,10,285
8,15,8,2,23,112
14,37,5,1,77,135
12,15,15,2,35,207
8,31,14,2,45,118
14,39,18,3,55,162
18,16,19,2,19,89
17,40,15,2,33,201
19,25,13,3,12,159
16,73,22,2,14,126
12,17,20,2,85,184
13,128,14,4,50,231
18,17,5,4,91,173
19,35,24,3,69,181
11,89,11,2,68,111
8,36,12,1,100,107
17,37,23,3,88,156
3,46,19,2,62,139
17,94,11,3,31,212
23,28,12,1,98,220
22,72,7,3,82,130
19,146,6,4,28,292
10,86,8,4,11,256
5,40,20,3,62,102
6,10,14,2,79,125
18,10,7,3,44,141
19,41,14,4,54,135
16,10,17,3,67,110
21,92,17,4,28,282
15,53,14,2,8,176
18,11,5,2,35,170
11,109,15,4,78,250
16,166,24,1,95,303
10,98,25,4,32,156
7,71,13,3,13,267
6,34,18,3,79,138
17,23,13,4,72,168
14,175,20,3,95,321
10,118,11,4,57,270
10,48,8,2,46,192
19,180,7,4,23,265
13,182,17,2,4,334
18,49,24,4,98,143
15,12,16,1,37,78
13,25,13,2,12,150
14,126,22,3,83,250
23,191,25,1,20,310
13,64,11,2,39,200
20,97,16,4,41,166
13,26,5,4,100,141
14,40,8,2,44,129
15,40,12,1,1,154
8,54,20,1,2,153
5,14,17,1,29,164
19,86,6,3,67,289
15,121,5,2,94,329
8,105,15,2,9,224
13,141,9,1,17,240
19,14,16,2,49,67
18,89,20,4,85,300
14,14,11,3,51,187
20,44,8,4,100,174
13,92,5,2,77,232
4,15,12,4,17,29
21,149,5,1,64,251
10,15,14,4,47,131
15,227,16,2,54,379
18,76,7,1,57,197
6,135,17,4,39,315
17,77,9,3,67,166
25,31,9,2,93,141
15,236,11,3,63,307
19,99,16,1,20,234
14,120,8,2,48,257
10,16,22,4,20,173
17,101,12,3,24,231
12,49,25,3,69,116
18,123,24,1,100,288
22,166,19,2,66,341
19,250,19,1,77,300
8,252,5,2,51,322
13,68,7,2,34,242
23,256,11,3,80,394
15,258,8,3,90,409
10,130,23,4,74,238
19,17,16,2,42,203
15,263,8,1,7,390
16,35,11,3,9,112
15,133,12,1,94,245
31,89,20,4,59,193
12,158,14,2,97,182
19,113,9,4,15,216
17,183,13,2,50,289
14,184,7,3,22,360
18,18,15,3,85,163
11,93,25,1,82,200
22,75,12,4,1,252
9,118,15,2,33,284
11,76,11,3,16,226
13,57,5,1,95,161
16,120,14,4,88,284
4,193,12,4,93,352
14,39,8,1,80,122
8,78,23,3,34,216
12,172,15,2,66,276
17,149,16,4,87,174
18,125,8,1,58,176
25,201,24,1,95,236
27,303,18,4,30,393
11,152,24,1,6,302
17,179,25,2,92,346
12,205,5,3,68,391
9,310,23,4,74,431
20,208,18,2,78,355
17,21,13,4,2,244
17,42,6,2,94,222
21,106,25,4,79,172
19,133,19,2,82,232
12,160,18,4,89,242
14,43,18,3,66,144
16,216,18,4,64,294
12,87,14,1,28,226
18,328,16,1,96,421
19,110,20,3,9,256
15,66,9,2,33,189
20,44,14,3,26,161
19,168,14,1,78,260
14,140,14,3,51,195
12,45,21,4,69,173
20,341,22,3,41,512
9,91,21,3,93,172
7,46,24,1,14,147
13,115,9,2,45,260
15,70,12,1,13,240
15,175,23,1,28,200
17,70,20,4,3,195
16,235,24,2,91,414
9,95,24,2,17,201
14,149,20,3,38,243
14,179,8,1,18,207
