p,r,w,v,T,d
16,0,18,4,59,84
7,3,14,2,29,193
20,2,12,1,19,145
14,4,10,3,50,131
18,3,20,1,5,134
11,2,19,4,42,163
20,3,11,1,25,72
11,3,10,1,49,139
21,13,25,1,62,82
22,14,20,2,13,116
20,14,6,1,51,207
20,20,25,2,78,130
17,9,18,3,7,36
14,9,8,2,13,132
12,25,8,3,75,234
14,8,16,1,26,157
5,6,12,2,7,115
15,19,6,2,19,129
12,3,22,4,48,229
21,17,8,4,90,118
10,32,11,2,2,194
5,38,18,1,66,206
14,30,17,4,76,120
27,17,6,2,74,148
17,27,7,3,77,141
17,28,21,2,60,204
8,47,21,3,71,145
8,49,15,1,98,170
20,10,10,3,91,154
17,46,18,2,75,262
20,81,25,4,18,249
18,17,23,4,57,205
18,6,21,1,41,129
18,18,17,1,46,152
10,92,16,1,48,206
22,63,20,1,70,128
21,49,10,1,67,190
16,100,9,2,76,259
14,28,20,2,81,147
13,7,24,4,9,117
14,14,21,1,50,133
15,37,22,2,7,212
8,48,5,3,38,165
12,117,11,1,21,240
8,40,7,1,98,171
14,81,17,3,19,213
11,17,14,3,52,111
21,64,6,1,68,178
25,43,16,3,60,197
21,44,6,3,64,241
14,57,10,3,26,192
14,9,25,2,68,125
13,47,24,2,93,224
17,60,15,3,14,163
15,20,18,3,78,204
20,75,12,3,20,171
18,101,14,1,97,317
14,103,8,4,9,127
15,52,21,4,10,112
17,43,17,1,93,197
19,95,5,4,4,149
10,110,16,3,16,150
22,98,20,3,10,139
14,114,19,1,51,314
5,116,17,2,48,214
22,88,19,3,40,239
11,24,8,4,27,164
21,36,18,3,43,119
10,185,20,4,74,323
11,37,25,3,91,124
10,38,19,4,100,188
19,39,12,3,78,181
14,114,19,1,84,225
16,99,14,2,61,159
12,117,15,1,74,236
13,14,18,3,36,113
15,41,14,4,42,173
16,122,22,3,25,248
15,28,11,2,54,131
17,14,13,2,35,136
19,217,22,3,60,370
14,92,19,1,81,208
12,148,6,4,85,345
16,15,22,1,64,111
14,15,24,3,26,125
13,15,12,2,66,45
20,117,17,4,41,305
17,138,19,3,14,272
15,139,20,4,57,215
15,161,24,4,22,309
16,16,23,4,90,117
7,247,17,4,94,348
19,125,23,3,72,262
16,34,22,1,35,142
20,34,9,1,25,150
14,172,7,4,100,239
17,70,7,4,63,188
14,110,24,1,99,316
11,177,21,4,68,325
16,72,7,1,26,237
17,72,23,2,86,145
18,137,15,1,51,255
12,37,6,2,35,94
16,280,16,1,57,413
18,141,20,4,56,181
14,76,13,4,47,154
23,58,15,1,1,177
18,77,6,1,6,246
13,59,22,2,39,178
20,99,20,4,87,162
9,60,23,2,70,107
19,100,21,4,62,230
11,304,9,1,56,422
15,102,13,3,100,246
16,62,11,1,57,200
14,312,6,1,78,416
19,105,25,1,54,252
12,132,18,4,43,175
11,134,17,3,52,205
14,135,22,2,52,217
15,22,14,1,19,135
17,66,7,3,69,132
22,110,12,1,67,162
14,195,5,1,8,324
13,45,9,4,75,166
17,170,22,2,74,247
12,143,24,4,99,322
8,201,14,3,14,309
14,46,22,4,99,228
10,47,18,4,33,104
18,94,13,2,96,224
15,207,15,2,69,425
17,24,15,3,82,117
12,24,17,3,99,129
10,364,11,4,3,554
25,73,14,3,40,122
19,185,16,4,53,279
5,25,24,4,21,112
23,156,25,2,18,196
16,126,11,3,54,306
19,51,13,3,95,118
9,102,7,1,50,249
21,51,20,4,52,104
11,162,18,3,22,371
13,163,20,1,15,275
14,230,8,2,47,337
19,396,21,3,84,539
17,399,16,1,37,577
14,201,25,3,6,267
14,54,18,4,98,191
19,238,7,2,60,361
14,205,18,3,70,325
11,275,24,1,88,359
13,111,12,3,65,276
21,28,23,2,4,142
16,140,12,1,57,257
8,113,5,4,78,162
14,28,25,1,3,197
17,179,6,4,64,275
13,288,22,4,35,340
14,116,19,3,46,238
20,146,14,3,46,246
6,293,22,1,7,482
6,30,9,1,37,109
11,445,11,4,73,573
12,448,22,1,74,583
15,90,20,4,32,243
16,189,10,2,53,283
9,122,20,4,55,232
12,31,14,1,20,173
8,154,16,1,39,277
23,232,19,2,47,381
15,31,15,4,74,151
21,470,24,4,76,520
23,472,9,2,16,649
13,198,16,3,11,330
22,199,13,2,69,238
13,280,14,4,87,495
11,64,6,2,27,155
12,203,12,1,33,337
17,244,5,1,77,434
15,328,25,4,71,492
15,494,17,3,3,584
23,166,21,1,79,280
9,167,25,2,5,307
15,167,10,2,98,342
12,337,18,1,25,457
9,102,22,2,43,207
8,298,5,3,3,437
20,68,13,1,47,167
17,138,10,2,41,199
17,303,11,2,5,464
14,139,9,1,78,273
13,105,14,4,61,272
13,527,21,2,31,646
11,106,6,1,96,236
24,266,19,1,46,407
14,143,6,3,54,256
17,314,8,3,34,379
18,270,24,3,67,386
