p,r,w,v,T,d
22,0,9,1,74,88
19,0,6,2,100,32
10,0,23,1,54,73
16,0,7,3,46,83
6,0,8,1,11,44
19,4,12,4,51,211
17,5,25,1,45,196
23,6,20,3,83,139
19,9,13,1,34,62
17,1,24,3,62,109
9,4,18,4,93,128
15,7,21,1,57,197
11,11,24,2,72,106
9,3,7,4,10,55
12,13,18,1,26,171
9,27,7,4,52,146
18,29,21,2,35,141
14,6,6,3,94,140
9,4,11,2,56,99
17,7,7,4,1,152
20,21,7,1,98,162
17,38,20,4,58,240
1,3,25,3,64,59
2,8,7,2,89,174
12,3,20,4,19,118
12,6,13,3,16,131
12,13,5,1,32,192
21,13,18,2,44,223
15,3,13,1,32,194
29,31,15,4,12,210
9,27,12,4,93,108
12,38,19,3,77,179
4,29,22,3,86,166
12,4,16,3,98,93
20,12,8,3,43,129
29,32,25,3,91,175
15,44,16,3,34,192
18,14,15,1,42,71
6,19,19,4,64,121
10,71,19,3,75,224
14,30,7,4,66,184
13,20,19,1,10,207
17,51,20,2,3,173
15,46,16,2,95,193
23,54,9,4,79,101
18,27,20,1,40,187
13,22,18,4,12,121
18,29,21,2,9,132
13,18,24,3,87,140
22,18,17,2,30,183
17,24,6,3,1,184
13,93,14,1,52,227
20,40,5,1,19,206
10,19,21,1,23,147
17,13,8,4,25,140
22,33,15,4,14,187
22,60,10,2,5,185
12,21,25,3,37,93
24,21,5,4,63,171
22,14,10,3,55,147
15,64,5,1,57,143
14,30,13,2,22,243
13,23,8,2,19,155
19,48,17,2,59,78
14,58,18,2,66,184
15,79,16,4,39,255
17,80,21,2,88,230
24,122,18,2,18,262
25,124,16,3,26,305
12,84,11,3,70,222
10,64,5,3,63,154
20,65,9,1,64,215
16,35,21,1,1,195
11,44,20,3,48,115
20,56,9,1,2,143
22,137,24,3,93,252
8,58,19,3,41,184
7,38,23,4,20,139
13,38,14,3,45,172
15,19,22,3,67,82
3,19,21,2,77,134
14,148,13,4,7,191
9,10,16,1,46,53
17,20,22,4,48,140
4,51,10,1,30,61
16,52,25,4,59,141
13,10,8,1,19,133
19,21,5,4,26,82
7,54,7,2,98,180
12,95,13,1,68,129
22,68,9,3,92,263
22,83,13,4,51,157
26,56,6,1,26,207
10,23,5,4,15,39
17,11,25,1,84,93
14,12,22,4,63,117
12,12,11,3,79,217
6,59,13,3,89,189
20,75,16,1,42,126
13,75,18,2,48,223
14,12,25,1,81,207
15,49,14,1,26,147
13,78,22,1,8,270
18,38,23,2,32,160
20,13,10,3,23,121
18,112,17,3,56,313
20,13,5,4,65,243
19,114,19,3,50,178
23,115,10,1,36,247
15,13,16,3,20,120
13,117,6,1,32,301
9,101,6,2,63,294
14,27,6,3,1,110
18,138,19,3,63,162
28,139,6,2,14,337
7,42,18,2,96,206
7,141,17,1,19,340
11,28,10,3,57,95
21,57,10,4,78,181
10,72,23,3,73,202
13,128,13,3,57,194
24,92,21,2,59,239
18,149,9,1,71,251
16,112,24,1,69,234
13,45,13,3,47,193
14,61,11,2,81,104
10,134,9,2,39,280
25,135,15,3,52,207
11,117,23,2,23,232
5,118,13,2,74,239
10,79,9,3,100,173
17,239,24,1,85,459
15,32,23,1,52,95
10,142,7,1,82,287
17,143,17,2,27,261
22,103,18,3,27,236
15,248,16,3,43,454
17,67,6,1,88,150
21,105,25,3,35,234
18,34,6,2,31,182
19,256,8,3,46,453
21,52,17,1,68,252
20,259,16,3,36,351
10,261,19,4,8,381
12,110,14,1,83,238
20,35,13,2,60,85
24,267,18,2,10,298
12,36,5,3,67,206
24,90,10,3,60,213
11,181,23,3,27,303
22,137,6,1,26,202
14,276,6,4,51,434
17,19,15,3,38,128
10,116,5,1,7,257
6,117,16,3,54,302
25,189,16,1,32,281
17,190,22,2,12,340
11,287,9,1,11,399
17,289,19,4,68,328
16,77,7,1,82,209
9,97,21,2,30,247
19,196,15,1,38,309
20,148,13,2,41,215
17,124,21,1,57,198
14,200,14,2,62,334
14,176,13,1,74,211
12,101,6,3,14,196
13,81,16,1,68,209
20,82,25,1,96,189
5,82,17,1,74,293
8,310,9,1,87,524
12,156,7,4,38,306
19,84,15,4,66,132
12,132,18,2,95,252
7,42,5,2,14,99
18,213,10,2,25,292
12,64,21,3,80,124
20,108,19,3,84,177
11,190,12,3,52,231
8,163,12,3,1,242
11,66,5,4,86,294
23,165,8,3,67,285
11,111,18,1,21,248
17,45,25,1,81,132
15,336,7,3,97,440
19,90,15,4,93,171
27,226,21,1,36,343
23,142,11,4,47,171
9,23,10,3,7,132
21,230,17,3,47,419
10,23,12,2,59,99
16,70,9,4,84,240
20,146,17,4,4,293
14,352,5,3,73,380
13,177,10,3,30,269
14,119,7,1,39,319
17,24,25,4,87,164
15,72,6,4,49,193
13,211,16,4,89,321
16,48,10,4,4,198
