p,r,w,v,T,d
17,0,9,3,74,82
13,0,6,4,100,26
16,0,23,2,54,78
18,0,7,2,46,84
12,0,8,3,11,49
12,4,12,1,51,200
15,4,25,3,45,189
17,6,20,2,83,130
26,8,13,1,34,68
18,1,24,4,62,108
13,4,18,2,93,129
18,7,21,1,57,197
15,11,24,1,72,109
7,3,7,3,10,52
16,13,18,2,26,172
21,27,7,2,52,155
10,29,21,3,35,131
20,6,6,2,94,143
16,4,11,3,56,105
22,7,7,3,1,154
23,21,7,2,98,162
10,38,20,2,58,229
18,3,25,1,64,75
18,8,7,2,89,186
20,3,20,1,19,124
11,6,13,4,16,128
4,12,5,3,32,180
19,13,18,4,44,217
11,3,13,1,32,187
21,30,15,3,12,198
18,27,12,4,93,115
12,37,19,3,77,175
10,29,22,1,86,169
25,4,16,3,98,105
5,12,8,4,43,112
9,31,25,4,91,152
14,43,16,2,34,187
10,13,15,1,42,61
13,18,19,4,64,126
12,70,19,2,75,222
18,30,7,4,66,185
15,20,24,1,10,206
10,50,20,1,3,163
12,45,16,2,95,186
11,53,9,3,79,88
23,27,20,2,40,189
7,22,18,3,12,113
6,28,21,3,9,118
15,17,24,3,87,139
12,18,17,2,30,170
9,24,6,2,1,173
18,91,14,4,52,227
12,39,5,1,19,194
16,19,21,4,23,150
10,13,8,3,25,131
17,33,15,2,14,180
9,58,10,3,5,168
11,20,25,3,37,90
16,21,5,1,63,160
8,14,10,1,55,131
13,63,5,1,57,139
26,29,13,4,22,250
14,22,8,4,19,152
20,47,17,2,59,77
19,57,18,1,66,186
14,78,16,2,39,250
15,79,21,4,88,224
11,120,18,3,18,245
16,122,16,3,26,290
16,82,11,4,70,222
21,63,5,3,63,163
9,64,9,3,64,200
23,34,21,1,1,198
10,44,20,2,48,113
21,55,9,4,2,142
7,134,24,2,93,232
15,57,19,2,41,187
19,37,23,3,20,148
15,37,14,3,45,170
10,19,22,3,67,76
24,19,21,4,77,153
17,145,13,4,7,190
18,10,16,4,46,62
20,20,22,4,48,141
13,50,10,3,30,69
13,51,25,4,59,136
13,10,8,1,19,130
15,21,5,1,26,77
16,53,7,3,98,186
16,93,13,4,68,131
1,67,9,1,92,237
22,81,13,3,51,154
21,55,6,3,26,199
23,22,5,4,15,51
12,11,25,2,84,86
20,11,22,2,63,120
15,11,11,2,79,215
11,58,13,1,89,190
5,73,16,2,42,109
10,74,18,3,48,216
15,12,25,1,81,205
19,48,14,2,26,148
18,76,22,4,8,269
14,37,23,4,32,153
19,12,10,2,23,117
19,110,17,4,56,308
7,13,5,3,65,226
17,112,19,4,50,173
22,113,10,1,36,242
11,13,16,1,20,114
20,115,6,3,32,302
11,99,6,4,63,290
14,27,6,4,1,108
17,135,19,3,63,158
7,136,6,3,14,310
13,41,18,4,96,208
17,138,17,1,19,343
10,28,10,3,57,93
10,56,10,3,78,167
9,71,23,1,73,197
3,125,13,3,57,180
15,90,21,1,59,226
23,146,9,3,71,251
9,110,24,1,69,223
11,44,13,3,47,187
21,60,11,1,81,109
14,132,9,2,39,279
15,133,15,2,52,194
12,115,23,2,23,229
17,115,13,3,74,245
11,78,9,1,100,172
17,234,24,2,85,450
18,32,23,2,52,97
14,139,7,4,82,285
16,140,17,3,27,255
14,101,18,1,27,223
17,243,16,2,43,447
11,65,6,1,88,140
14,103,25,3,35,223
21,33,6,3,31,181
15,251,8,3,46,440
21,50,17,3,68,246
8,254,16,3,36,333
12,256,19,2,8,376
16,107,14,1,83,237
22,35,13,4,60,86
13,261,18,4,10,281
5,35,5,1,67,195
23,88,10,4,60,208
16,178,23,4,27,303
20,134,6,3,26,196
21,270,6,4,51,432
20,18,15,4,38,128
9,114,5,1,7,252
21,115,16,2,54,311
14,185,16,1,32,264
15,186,22,3,12,331
21,281,9,3,11,401
16,283,19,1,68,320
23,76,7,2,82,213
17,95,21,1,30,250
17,192,15,3,38,301
14,145,13,2,41,206
10,122,21,1,57,188
13,196,14,3,62,327
19,172,13,4,74,212
19,99,6,4,14,199
19,80,16,2,68,212
19,80,25,3,96,184
16,81,17,3,74,299
14,304,9,1,87,520
22,153,7,4,38,311
12,82,15,1,66,122
9,129,18,1,95,243
18,42,5,1,14,109
19,209,10,1,25,288
16,63,21,2,80,126
8,106,19,2,84,162
8,186,12,2,52,224
7,160,12,3,1,237
11,64,5,4,86,288
8,162,8,4,67,265
28,109,18,2,21,261
11,44,25,4,81,124
7,329,7,3,97,424
13,88,15,3,93,162
13,222,21,1,36,324
9,139,11,1,47,154
22,22,10,4,7,142
10,226,17,3,47,400
13,23,12,4,59,101
12,68,9,1,84,231
13,143,17,2,4,280
18,345,5,2,73,377
21,174,10,2,30,273
28,116,7,1,39,326
17,23,25,2,87,161
17,71,6,2,49,192
14,207,16,4,89,316
10,47,10,1,4,189
