p,r,w,v,T,d
16,0,17,1,67,68
10,1,17,2,19,112
17,1,23,3,65,110
12,1,22,4,2,53
6,7,17,4,91,45
22,2,24,4,26,91
10,4,20,4,93,26
3,2,24,1,81,61
16,10,22,3,87,109
16,16,20,3,77,93
15,9,11,2,84,73
7,7,6,2,13,58
12,14,7,1,23,103
18,2,19,1,28,90
23,12,17,1,48,113
15,4,6,1,66,78
9,19,16,3,47,94
29,10,19,4,92,100
12,19,15,4,10,94
26,17,16,2,91,50
25,21,11,2,72,82
9,22,12,1,50,79
17,5,19,1,26,40
20,14,7,2,43,72
23,29,23,3,62,99
8,30,25,4,68,101
19,31,23,2,49,101
7,48,25,4,2,85
10,50,9,3,3,111
8,22,24,1,83,61
11,22,21,2,21,92
17,28,13,2,92,108
11,24,9,4,17,71
14,4,22,1,55,38
7,61,20,3,62,130
20,26,20,1,79,110
12,21,21,2,30,74
13,18,16,4,8,49
25,68,18,2,48,106
14,19,14,4,87,97
17,30,7,4,58,96
10,37,7,1,18,94
14,31,24,2,36,69
19,32,7,4,75,128
7,79,5,1,6,149
18,27,21,4,4,85
6,22,18,1,89,61
10,35,10,1,9,95
16,50,20,1,88,132
19,29,17,3,45,95
18,52,20,4,9,121
22,6,10,2,78,94
22,46,7,1,40,139
18,63,23,4,21,180
14,19,15,4,70,58
10,49,13,3,36,146
16,7,6,2,85,58
12,14,23,2,79,53
12,21,19,3,32,112
8,61,21,1,28,140
11,7,10,4,36,72
18,54,9,1,28,136
13,7,25,3,19,73
8,15,10,4,56,74
17,30,13,2,1,85
10,77,15,1,74,155
15,16,20,3,31,83
18,16,12,2,35,39
12,121,12,4,9,180
17,51,11,2,96,82
11,25,16,1,83,80
16,34,20,4,6,87
17,86,21,2,100,110
22,17,17,2,53,88
20,66,6,3,2,150
16,78,5,2,21,121
15,136,13,3,92,156
18,92,5,2,4,166
15,46,13,2,47,104
15,9,20,2,20,64
14,29,24,4,90,129
16,19,21,2,79,45
13,98,15,3,28,188
21,49,25,2,60,98
21,100,10,2,49,195
17,51,9,3,82,93
6,64,18,1,18,126
15,21,11,3,66,71
17,31,25,2,58,100
6,159,8,4,24,248
15,43,5,3,45,113
12,95,6,4,64,150
20,22,21,4,19,97
14,11,22,1,97,75
21,34,14,4,53,79
15,71,12,4,23,168
18,34,10,1,30,140
12,23,24,1,27,49
8,102,13,1,27,150
18,177,15,4,21,215
7,119,7,1,97,169
21,90,10,1,39,158
21,61,5,1,38,104
24,49,5,2,3,107
25,93,19,1,23,193
14,25,23,4,15,88
15,13,13,2,49,91
8,127,16,4,87,191
15,112,25,1,29,153
24,13,14,2,78,97
17,26,13,3,6,58
16,198,5,4,9,266
17,13,20,1,84,77
19,54,11,4,98,146
18,41,9,1,47,85
18,27,20,4,93,116
22,86,20,3,78,177
25,87,17,4,68,186
18,14,12,3,10,41
8,71,7,4,77,112
9,71,5,2,22,118
15,43,19,2,84,94
12,127,22,4,27,146
17,59,15,1,27,91
20,15,16,1,22,79
12,112,15,3,39,213
7,45,23,3,67,117
13,60,19,2,51,98
17,15,5,1,49,103
9,115,20,2,42,181
12,232,9,3,19,285
5,31,8,1,66,95
12,79,6,3,63,188
17,32,13,2,19,92
11,120,11,3,41,140
18,100,23,2,73,165
14,101,10,3,11,177
16,163,5,2,8,187
9,144,24,3,47,214
10,248,24,4,31,319
13,67,15,2,28,110
14,252,9,1,43,286
19,51,20,3,27,150
22,51,8,3,27,152
9,150,20,2,81,225
18,172,23,4,12,263
14,174,15,4,8,230
9,262,13,2,92,365
16,88,18,1,74,147
8,71,5,1,58,164
26,112,15,2,20,192
16,90,11,3,45,111
13,181,16,1,55,223
8,273,24,4,99,330
23,114,25,4,63,201
14,138,12,3,55,188
7,186,21,4,5,267
19,37,16,1,16,80
13,75,8,1,9,139
20,57,17,2,3,151
26,167,21,2,88,241
19,168,12,4,32,228
22,169,13,2,23,249
16,194,23,3,29,264
8,59,6,3,87,98
14,79,13,4,65,160
20,148,14,3,77,229
11,149,15,3,95,213
13,200,9,3,44,265
5,80,15,2,30,97
15,61,7,3,15,100
4,127,22,2,59,222
18,41,21,2,10,96
17,103,21,3,11,181
15,181,15,2,52,230
16,156,11,4,1,225
17,42,25,2,58,151
23,158,19,1,57,237
10,64,8,4,48,131
15,106,14,2,77,178
16,64,14,4,31,86
18,86,9,3,77,127
16,65,21,4,33,146
15,22,12,3,83,76
14,192,7,1,42,260
19,138,16,3,98,206
18,66,9,4,24,106
5,139,9,2,17,200
13,196,7,2,35,236
10,22,23,4,49,78
14,113,6,2,84,165
14,23,16,1,73,75
13,91,16,2,56,193
12,201,17,1,60,261
7,23,13,2,38,68
15,203,8,2,76,284
13,93,7,3,16,158
22,176,6,4,46,243
18,24,6,3,95,127
15,71,14,3,79,102
