p,r,w,v,T,d
13,0,7,2,3,123
13,1,22,3,16,66
13,1,21,4,48,103
22,1,5,2,50,59
17,0,21,3,71,144
14,3,7,4,83,87
20,2,19,3,58,34
16,4,18,1,54,195
18,3,9,3,3,123
9,1,17,1,22,29
18,5,11,3,17,96
14,5,24,2,6,109
9,6,23,4,58,69
17,2,17,3,30,113
12,3,14,2,64,135
20,3,9,1,23,144
23,4,22,1,75,156
17,2,9,4,44,151
10,7,25,4,33,140
17,11,23,2,42,213
20,7,20,1,37,143
18,5,11,3,70,64
13,1,25,3,49,166
12,14,5,2,80,149
3,11,20,4,34,108
7,1,19,4,35,160
21,23,21,2,34,82
13,24,12,2,47,100
20,12,17,1,16,150
19,3,10,1,2,95
18,5,20,4,68,158
8,6,6,4,78,124
4,14,25,2,66,142
8,6,16,2,34,134
7,30,8,1,67,188
13,21,18,2,58,149
4,21,20,1,4,97
17,19,12,3,63,224
27,34,14,1,6,184
11,5,19,3,17,156
15,5,23,3,99,169
14,15,19,2,92,128
14,19,17,2,45,200
25,3,25,4,78,75
12,16,8,1,39,170
18,11,8,2,35,86
19,8,20,2,29,200
19,21,22,1,3,113
17,25,16,1,13,184
19,9,13,3,28,86
23,26,13,3,75,144
15,45,11,1,59,70
16,15,18,2,61,79
16,47,12,1,82,127
15,6,9,4,96,149
5,3,20,4,20,151
20,17,21,3,55,129
2,17,21,2,40,152
10,26,18,4,94,112
12,52,9,4,51,229
16,27,7,3,29,194
13,4,9,1,17,207
16,11,25,2,85,114
14,23,24,1,32,154
13,57,6,3,61,163
18,58,21,4,54,208
15,39,21,3,21,173
15,4,16,4,10,143
13,20,13,2,5,171
25,31,16,1,59,240
22,21,24,3,42,154
19,17,25,4,78,150
9,64,22,1,46,203
13,27,19,1,27,142
16,18,15,2,53,219
9,28,24,3,71,43
15,39,21,3,7,197
20,18,21,3,61,155
10,5,14,1,13,50
16,70,15,4,37,96
13,41,21,2,36,219
9,24,15,1,79,182
22,10,16,3,95,57
23,15,21,3,38,174
15,50,5,2,26,165
8,50,7,2,28,113
19,38,20,3,85,91
16,45,15,2,74,150
6,16,13,3,90,68
18,53,21,2,98,99
13,16,11,4,22,100
19,22,10,3,92,170
21,55,10,2,63,86
14,55,16,1,22,111
16,17,18,1,36,164
18,23,17,1,93,65
18,85,22,3,29,164
9,43,17,3,97,135
19,23,17,1,3,195
12,18,10,1,27,191
15,44,5,1,48,165
16,24,11,4,65,154
19,53,21,1,17,208
13,61,17,4,31,221
14,25,20,1,75,54
12,62,15,3,59,250
17,31,19,3,78,186
13,40,23,1,12,149
15,26,23,3,46,173
10,48,9,1,89,262
19,49,6,1,97,153
16,13,17,4,72,160
11,33,8,1,59,206
12,13,24,3,40,138
13,27,14,3,91,195
9,51,6,2,25,224
17,43,14,3,25,198
10,35,25,1,25,239
14,14,22,3,29,75
21,44,6,4,30,212
20,36,20,3,56,186
13,29,23,1,59,82
10,63,7,3,73,172
14,7,25,3,35,107
21,73,22,2,6,279
11,74,5,1,94,243
21,22,10,4,85,212
8,113,17,1,95,209
23,30,16,4,81,162
19,48,15,1,32,150
17,67,17,4,52,204
20,23,21,4,89,53
7,16,15,3,83,114
18,8,23,3,63,157
9,24,25,1,54,163
13,40,16,2,12,153
6,60,6,4,36,205
16,81,13,2,26,160
25,72,12,4,35,166
12,124,15,3,1,245
10,25,15,1,99,140
17,8,19,4,83,120
13,53,20,4,50,202
17,127,23,3,96,273
17,9,24,3,84,61
3,34,12,3,33,212
12,43,9,4,86,165
14,35,18,4,92,98
14,55,25,1,82,75
15,44,6,4,100,204
16,9,19,1,91,131
20,9,17,3,88,123
17,9,9,1,70,73
18,9,10,2,17,167
11,80,8,3,69,130
14,69,11,2,54,226
20,18,8,4,5,149
10,81,9,3,68,297
12,70,15,1,70,197
13,59,9,2,96,111
19,59,15,2,89,158
21,72,12,3,18,178
13,38,8,3,24,106
16,29,5,4,45,137
13,10,22,2,43,137
13,20,16,1,21,86
10,49,14,3,55,211
18,148,23,4,84,312
13,20,22,1,40,158
13,63,20,4,90,228
17,88,7,2,76,231
15,51,8,3,39,229
13,153,5,1,88,257
9,41,14,4,35,185
13,21,9,3,58,76
17,31,14,3,99,168
10,52,24,4,81,188
18,10,18,3,27,144
13,11,14,4,59,171
10,53,7,2,50,186
21,107,6,3,71,225
16,32,11,4,86,173
11,94,19,3,64,113
14,22,7,2,39,127
20,11,22,4,18,139
16,82,11,3,98,168
22,44,11,1,89,186
14,22,17,1,96,219
7,167,16,1,41,260
21,56,8,1,60,171
22,99,20,3,95,285
10,34,14,2,62,92
13,57,10,2,55,164
19,23,20,3,79,78
15,115,25,3,68,264
17,101,20,1,16,194
15,87,6,1,60,253
12,12,9,3,42,148
15,23,17,2,49,175
11,74,22,2,57,189
