p,r,w,v,T,d
18,0,16,4,100,70
11,1,8,3,95,51
25,1,8,4,7,91
17,1,24,3,26,50
13,3,23,4,91,73
8,3,23,1,8,75
9,5,17,3,85,62
22,3,24,1,71,88
11,3,13,4,82,93
15,11,24,4,4,110
12,18,20,2,7,111
14,4,25,4,8,72
15,21,20,1,52,95
15,3,7,2,44,71
10,2,24,2,2,77
5,18,15,1,2,106
13,14,5,4,69,41
10,6,8,1,72,41
13,13,10,1,5,120
20,9,12,3,86,86
16,36,8,4,33,109
19,22,12,3,13,49
10,8,18,3,96,72
14,14,6,2,50,85
16,3,11,2,24,28
21,15,20,4,90,80
17,31,20,1,43,86
16,48,15,3,99,101
20,21,14,4,53,118
17,10,13,3,46,62
20,7,25,2,52,115
16,23,8,4,68,95
10,4,16,3,91,64
11,30,20,3,13,94
17,20,22,2,19,107
13,63,23,2,43,84
13,21,8,2,43,84
16,18,23,4,8,99
19,23,8,3,3,111
9,35,12,2,73,91
18,19,17,2,8,82
17,5,8,2,1,99
6,38,7,3,87,82
18,32,7,1,31,121
18,39,12,3,3,109
12,27,8,2,54,119
8,82,16,3,49,139
11,22,18,1,56,102
18,57,16,4,29,139
19,6,13,4,20,76
16,52,8,4,99,141
26,53,21,2,84,157
17,6,18,2,51,55
12,32,25,2,39,115
17,6,8,1,27,85
20,49,8,4,42,123
11,50,18,4,85,106
19,60,11,4,5,132
18,14,18,4,100,96
12,106,14,1,17,151
12,14,16,3,78,48
11,55,19,1,90,81
20,37,10,3,61,96
8,66,5,1,15,125
10,31,7,2,81,104
20,8,9,1,72,73
14,8,25,2,62,71
18,40,7,2,64,131
13,8,23,1,24,118
7,124,22,1,50,141
15,84,15,3,36,122
11,17,12,4,40,38
10,54,5,4,90,124
22,17,18,3,79,82
11,9,10,3,42,69
7,56,5,2,73,117
17,18,17,1,41,110
10,138,16,2,93,189
18,82,7,4,75,173
14,142,18,4,25,218
13,48,9,4,19,108
26,60,16,4,34,144
18,29,14,2,6,99
8,87,14,3,23,150
18,75,21,2,47,142
18,76,25,2,52,103
18,21,19,2,84,94
20,42,17,2,53,131
13,92,6,3,13,196
5,53,14,1,90,96
11,67,15,2,56,136
7,109,24,1,20,212
14,22,19,1,57,116
19,167,16,4,53,219
19,56,6,2,9,149
18,71,15,3,37,150
15,11,14,3,50,119
19,116,10,4,91,183
27,73,14,3,28,155
11,47,7,1,65,123
12,36,8,3,57,130
15,121,24,4,64,190
13,24,20,4,58,73
18,77,11,1,36,160
7,109,23,1,42,133
11,188,22,1,99,276
18,51,10,2,60,145
17,38,14,3,8,61
7,39,19,2,4,68
11,52,24,1,79,116
16,66,23,1,93,144
20,199,23,3,2,277
12,27,11,1,24,64
11,84,21,3,11,149
18,54,16,2,41,99
15,137,16,1,54,190
16,55,13,1,8,104
17,122,24,3,9,205
21,88,15,4,43,197
8,213,9,3,13,281
8,29,8,3,78,99
16,126,17,1,57,188
20,109,9,3,9,183
6,29,6,3,51,94
14,148,5,3,2,236
14,131,10,1,93,173
17,75,22,1,71,176
3,61,13,1,59,138
19,229,13,3,35,304
13,15,18,4,61,77
18,62,12,1,55,130
13,31,25,1,96,80
19,47,13,1,84,119
11,79,25,4,93,146
21,240,21,3,63,287
10,121,6,3,27,177
20,142,10,4,60,199
22,245,10,1,92,276
13,33,21,3,71,56
16,166,15,3,40,245
20,67,18,1,57,122
25,168,9,4,62,237
12,51,13,2,95,115
22,85,23,1,9,144
3,172,19,4,73,247
11,173,11,1,56,228
18,109,8,4,90,152
17,176,24,3,69,201
7,71,12,1,36,129
19,156,13,3,13,200
11,36,25,3,46,52
12,158,7,4,95,244
12,91,9,4,43,132
13,183,11,3,28,207
14,184,15,4,18,270
16,116,6,1,26,162
16,140,13,4,27,242
16,164,23,4,12,233
16,165,20,1,10,239
11,119,7,1,3,180
25,57,18,2,49,146
25,96,25,1,91,165
21,97,13,3,43,163
16,146,25,1,21,195
22,294,23,4,16,326
20,39,12,3,43,107
11,79,9,4,16,131
8,80,9,1,54,140
9,60,14,2,6,114
10,61,19,3,96,144
9,61,7,1,13,114
28,128,6,3,11,183
16,128,16,4,19,213
20,21,18,3,22,83
23,21,17,2,19,147
10,157,17,2,38,257
18,21,13,4,36,100
19,21,25,2,71,84
7,43,25,4,32,120
25,321,22,4,21,396
19,64,14,2,40,164
16,189,19,3,75,254
5,217,23,1,67,285
15,164,25,4,5,244
27,66,23,2,13,134
21,44,20,2,99,110
9,89,15,1,40,131
13,67,5,4,6,117
16,90,14,2,41,131
11,141,5,1,72,204
18,23,5,3,42,129
19,23,6,2,42,100
7,69,12,4,55,130
6,23,13,3,60,78
8,203,13,2,30,259
10,233,15,1,71,316
18,351,25,3,44,394
20,176,10,2,11,250
15,47,13,2,67,126
20,95,6,4,99,170
