p,r,w,v,T,d
13,0,22,4,135,176
14,0,7,2,132,60
10,2,18,1,87,208
15,4,25,4,129,119
21,5,22,1,159,124
25,4,18,4,73,124
21,2,6,3,65,89
13,4,13,2,109,110
16,10,15,3,131,138
9,7,12,2,30,117
14,9,14,4,111,125
20,12,5,1,88,218
17,4,20,3,150,92
23,24,25,4,100,140
21,13,5,2,74,192
12,12,17,2,47,181
14,30,12,4,132,207
14,32,20,4,106,197
4,9,16,3,95,182
14,18,13,4,75,128
16,16,18,4,101,112
14,3,25,4,121,91
16,24,25,1,128,88
15,9,6,3,72,61
20,3,17,1,96,128
7,27,14,3,134,80
15,20,9,4,131,142
8,25,11,4,143,96
14,30,17,3,109,143
19,14,21,1,115,177
14,33,12,2,105,173
19,58,6,2,144,241
27,8,24,4,58,199
18,41,10,1,73,276
12,37,25,4,66,177
20,4,22,1,98,169
22,67,16,2,104,108
9,23,11,4,112,73
8,19,23,1,75,121
14,5,19,4,111,184
21,10,14,4,85,45
17,45,6,2,75,260
20,26,10,3,119,157
17,27,21,4,83,165
14,22,21,3,131,203
12,49,11,3,71,176
21,86,19,4,109,228
8,18,9,3,80,209
16,18,19,3,110,101
20,38,10,4,16,161
12,31,24,2,104,55
9,13,6,2,121,76
21,97,16,4,135,150
23,33,15,2,136,150
16,59,17,3,108,187
18,20,15,4,103,161
18,52,21,3,95,206
14,71,8,3,126,243
18,22,15,4,105,208
11,110,6,1,88,271
8,7,8,3,91,146
20,15,18,2,97,44
13,67,18,1,75,174
5,59,13,1,124,164
20,16,12,1,94,160
19,50,6,2,113,176
15,25,22,4,88,76
20,125,6,1,76,232
9,63,8,1,137,215
13,9,7,1,125,146
4,35,5,1,62,97
10,44,10,1,84,134
3,56,20,2,50,101
13,45,10,2,111,253
20,92,8,3,118,171
17,37,24,4,94,142
16,19,7,4,109,90
6,84,16,4,104,223
11,85,17,1,86,185
15,98,5,4,147,231
11,50,5,1,103,120
23,101,20,3,78,186
9,41,19,3,79,241
20,10,22,4,108,127
8,78,16,2,111,192
19,106,22,3,122,196
12,53,10,4,137,135
17,162,16,1,131,235
7,68,5,3,124,177
16,110,16,2,77,215
23,98,21,3,102,170
15,71,14,2,73,185
18,11,16,4,61,137
12,35,8,1,107,149
14,12,25,3,34,235
13,74,8,3,75,188
18,36,12,3,53,194
20,105,12,3,90,179
14,76,20,1,80,210
14,108,24,1,114,233
12,78,21,2,133,189
9,110,19,3,64,239
15,38,12,2,100,114
17,26,17,3,101,251
13,194,25,1,118,237
19,65,12,3,32,171
16,132,15,3,54,180
12,66,7,1,199,292
24,54,16,4,98,145
22,101,15,1,70,263
15,27,18,3,94,161
17,55,21,4,70,200
17,209,10,2,44,449
13,56,25,4,114,171
13,28,14,1,114,94
16,29,14,1,100,150
13,144,11,1,113,267
16,15,25,1,100,122
15,15,18,1,56,57
26,111,5,1,103,226
16,60,19,4,58,237
14,30,20,4,67,51
10,76,5,1,87,197
13,15,25,4,111,118
12,135,23,1,104,170
19,233,16,1,96,280
13,63,23,2,66,202
12,79,21,4,48,199
20,238,8,1,152,266
20,32,19,2,72,66
18,121,12,3,111,145
13,163,17,4,108,293
16,66,14,3,105,224
13,144,13,3,110,253
16,104,22,1,120,229
11,50,14,3,136,136
17,148,19,3,99,358
20,17,16,2,54,115
15,51,20,2,142,250
13,259,18,1,98,419
17,17,15,1,82,178
20,70,14,4,98,171
7,53,11,2,62,69
16,111,8,2,100,135
13,89,5,4,111,187
10,157,20,4,101,258
21,91,20,4,129,199
24,73,14,2,163,259
21,138,21,1,143,229
22,116,20,4,97,332
21,186,7,4,80,362
14,117,11,4,98,267
17,75,14,3,39,216
13,142,13,3,85,251
25,191,24,2,86,381
25,192,14,4,117,412
9,77,9,4,123,213
15,78,5,4,69,259
9,39,21,1,91,180
8,39,5,2,143,134
10,40,10,1,107,127
12,40,24,3,114,159
23,201,20,2,47,383
19,126,25,2,78,234
11,20,8,3,100,165
15,179,15,3,117,354
11,309,17,2,119,534
17,104,22,1,81,187
5,83,18,4,120,219
27,42,18,3,101,236
13,63,7,1,120,255
15,159,12,2,95,349
14,21,18,4,88,100
9,161,6,2,101,310
19,22,11,4,87,173
13,136,22,4,123,259
25,164,15,4,84,410
12,165,9,3,116,287
15,221,21,1,81,259
13,22,12,3,85,108
22,112,10,2,114,150
13,45,7,2,166,165
10,113,12,1,136,235
17,341,15,2,115,428
16,69,24,1,119,255
18,46,11,4,111,136
13,92,8,3,95,129
22,70,18,3,46,182
18,70,9,3,113,231
13,94,11,1,65,261
14,71,8,3,35,139
22,237,11,4,58,391
26,357,9,3,150,599
9,180,9,2,125,293
22,361,14,1,145,488
20,242,10,1,89,381
18,243,6,3,112,271
18,153,22,2,113,323
22,49,11,4,115,224
21,74,23,4,116,195
