p,r,w,v,T,d
11,0,16,4,21,123
15,0,7,2,54,83
19,1,9,4,52,203
12,1,18,1,44,23
19,1,16,3,95,51
18,1,13,3,59,116
12,2,24,3,89,34
14,1,6,1,83,177
15,6,18,4,26,218
23,5,19,1,76,136
13,1,16,4,21,192
11,3,23,3,95,59
15,13,20,4,5,52
16,6,13,4,33,116
15,8,8,1,40,138
18,13,20,3,29,136
14,29,8,4,80,191
9,13,18,2,67,76
17,11,12,1,7,122
12,11,18,4,76,221
18,18,11,2,25,110
18,38,10,2,16,168
18,16,15,1,87,134
14,17,6,3,83,207
8,14,17,4,63,171
20,26,17,2,55,135
15,12,12,2,94,85
10,48,18,1,34,197
12,13,24,1,16,156
23,52,19,2,51,205
13,11,11,2,97,59
14,18,11,2,65,159
15,57,17,2,36,176
19,25,12,3,87,191
13,25,17,2,55,171
22,8,24,3,94,120
14,27,20,1,99,87
14,18,22,4,64,127
23,5,15,4,54,227
20,46,13,2,72,141
15,19,17,2,54,139
13,20,18,3,10,123
18,31,6,4,38,166
13,26,22,2,2,92
15,46,11,2,92,147
6,47,24,3,73,116
17,55,6,4,73,135
23,11,16,4,92,188
17,17,25,1,59,133
20,58,16,3,72,175
17,60,10,4,7,183
10,30,22,3,14,175
8,39,7,1,35,86
15,13,19,3,98,188
18,64,8,3,70,196
16,98,8,2,1,204
16,20,10,1,69,172
3,7,8,1,48,104
12,7,22,3,4,133
12,28,24,4,8,97
12,107,17,1,26,249
20,29,13,3,63,202
16,7,5,4,86,127
22,8,15,2,55,157
7,76,19,2,13,146
25,77,20,4,17,215
25,79,15,4,5,143
5,70,14,4,34,120
20,40,22,2,32,147
19,62,23,2,29,188
11,73,5,3,61,139
17,74,6,1,76,198
12,64,21,2,37,201
17,65,9,2,39,201
8,18,10,4,92,183
9,18,17,1,26,109
14,18,13,3,31,84
19,18,12,1,43,104
19,93,18,4,86,171
12,47,7,1,33,140
11,29,21,1,13,126
10,10,14,4,14,134
8,146,25,1,34,279
13,30,20,4,88,115
8,100,21,3,85,215
12,63,14,1,97,225
14,64,20,1,42,182
14,41,25,1,90,165
14,157,5,2,41,203
11,11,14,3,42,154
18,54,23,1,86,171
12,68,7,2,18,113
14,33,17,3,42,155
13,33,25,4,94,204
17,98,23,2,87,171
19,85,10,4,98,207
14,71,11,4,29,212
20,46,18,4,33,119
8,175,8,4,4,225
19,24,15,4,33,121
22,104,6,2,82,271
13,24,17,3,11,170
15,121,10,2,81,145
13,49,5,2,68,163
11,93,9,2,25,188
16,94,16,2,42,241
17,110,5,1,42,244
18,127,12,2,74,219
16,26,14,4,55,105
10,81,6,3,11,206
14,82,15,2,73,117
8,53,11,4,29,68
14,13,23,2,83,137
18,118,5,2,21,316
16,14,12,4,58,128
25,14,15,1,25,113
15,28,10,1,79,115
13,104,8,1,28,250
19,123,11,1,48,229
21,14,9,2,71,141
14,214,21,2,68,285
23,216,20,2,23,353
10,218,17,3,99,238
11,59,9,1,14,110
16,92,22,3,90,239
26,93,6,2,23,260
18,150,15,4,71,307
7,45,24,1,22,159
11,229,12,2,96,379
12,61,25,2,62,161
19,77,16,3,38,197
20,62,19,4,17,181
11,16,5,3,56,47
20,79,15,1,60,165
15,48,20,1,58,140
17,121,23,2,73,211
14,49,15,3,11,180
20,49,8,1,26,134
13,144,13,3,85,258
13,248,20,1,92,295
15,125,19,4,39,248
9,252,17,1,14,387
3,254,14,2,20,399
16,85,14,2,78,181
12,129,23,1,78,263
10,35,17,2,93,130
10,35,24,2,96,147
16,88,18,2,16,215
12,264,12,1,27,383
19,155,17,1,13,331
14,18,10,4,51,143
19,72,19,4,87,215
7,272,24,2,54,397
17,159,25,3,95,297
14,183,14,1,14,302
10,277,24,4,31,407
16,139,5,3,70,234
17,117,10,1,74,255
14,75,22,3,56,115
11,57,14,4,37,251
4,167,10,4,71,283
11,120,8,4,4,218
18,58,6,4,65,192
14,19,8,3,88,117
22,146,8,4,9,286
7,79,9,2,17,209
13,148,10,1,58,265
19,199,25,2,42,365
22,150,23,3,47,275
9,40,23,4,48,164
13,177,13,4,46,281
16,81,11,1,67,218
17,20,15,1,41,99
14,41,25,4,55,104
18,155,19,1,1,303
20,313,22,4,18,435
13,105,17,1,2,164
23,132,14,1,10,285
26,21,11,1,54,155
21,160,12,1,73,383
12,107,25,2,63,277
14,216,24,4,61,345
16,217,24,1,49,261
22,163,23,4,32,278
9,44,18,3,51,123
11,220,21,1,93,340
17,66,16,2,33,190
23,195,6,1,91,291
12,196,7,4,87,259
16,45,23,2,74,137
22,141,24,3,47,270
14,114,11,4,4,258
2,23,7,1,15,121
14,115,5,1,77,252
15,23,23,1,57,146
11,174,15,1,44,235
17,70,19,1,30,182
18,205,10,2,32,362
12,206,23,4,82,358
12,118,13,3,59,311
