p,r,w,v,T,d
3,0,16,2,25,108
15,1,8,1,24,95
19,1,8,1,2,150
18,3,24,1,7,85
15,4,23,3,23,134
15,1,23,1,2,144
19,4,17,2,22,120
16,2,24,1,18,145
18,4,13,1,29,180
28,11,6,2,1,208
8,6,20,4,2,176
20,1,25,4,2,130
15,4,20,3,29,138
21,2,17,3,22,130
20,25,25,3,3,176
9,16,15,2,1,191
8,8,5,4,18,44
4,30,8,3,18,84
12,9,10,3,2,210
26,7,12,3,27,147
13,15,25,1,9,143
8,22,12,2,4,38
21,11,18,2,24,141
11,11,6,3,13,136
14,9,11,2,29,32
23,15,14,3,23,126
24,47,20,3,11,147
20,16,15,2,25,111
24,33,14,1,14,212
10,35,13,1,12,115
20,27,25,2,13,223
15,56,8,4,17,185
13,38,16,3,23,152
13,35,20,4,4,156
13,30,22,4,5,184
14,26,23,1,11,48
12,38,8,2,11,151
13,22,23,2,2,166
15,34,8,4,1,187
14,47,12,2,19,156
15,19,17,2,30,125
18,37,14,4,1,210
14,31,7,4,22,121
17,32,7,1,8,191
17,11,12,3,29,132
13,81,24,1,14,254
17,16,16,2,27,132
23,56,5,3,14,217
13,50,16,2,26,192
14,12,9,4,2,128
7,45,12,1,14,198
16,91,21,4,29,264
11,31,13,4,22,106
13,95,10,3,29,251
11,32,21,4,13,168
7,33,23,2,14,149
11,50,15,2,29,152
25,43,21,1,6,176
6,61,12,4,27,196
14,7,13,2,8,88
13,54,24,1,4,111
17,64,7,4,29,111
14,56,13,2,16,149
26,30,13,2,30,159
19,115,6,4,12,260
17,16,15,3,24,123
19,39,9,1,3,157
15,70,15,4,24,231
15,122,18,1,29,332
9,124,12,4,30,151
17,25,11,2,14,89
32,42,13,1,7,84
9,17,11,1,16,146
15,9,5,4,25,110
14,55,5,1,16,169
14,9,10,4,20,131
7,18,9,4,23,175
16,18,17,1,24,117
7,47,7,1,22,201
14,94,25,2,17,233
16,19,13,3,29,129
15,97,19,1,5,229
15,39,22,1,2,159
19,74,15,2,17,204
13,20,14,2,13,131
22,41,16,1,18,72
12,51,5,1,3,173
21,42,22,1,15,202
10,66,8,1,6,260
11,93,13,3,29,181
20,11,25,3,28,148
16,163,17,3,9,372
10,55,6,1,25,225
13,69,10,4,27,148
14,11,8,1,3,174
23,114,7,1,23,261
20,72,12,3,21,280
10,46,23,4,11,153
15,35,15,2,15,161
17,118,7,3,30,265
13,24,6,3,15,202
17,36,24,3,16,163
16,76,20,1,15,164
19,77,11,4,9,227
12,50,23,3,29,97
14,38,24,1,28,207
18,127,15,1,15,297
18,51,14,2,2,75
15,52,19,2,1,112
16,52,24,4,20,176
9,26,23,2,24,159
10,27,23,2,1,154
14,134,11,2,6,198
6,135,21,2,3,251
20,119,16,2,11,194
22,14,16,3,14,113
13,208,13,1,28,287
16,28,24,3,3,178
21,123,15,4,11,320
13,89,9,3,4,222
19,29,8,4,20,172
22,145,17,2,15,260
14,128,9,4,3,251
10,74,6,1,29,202
7,30,5,4,1,186
10,75,10,3,24,141
16,113,22,3,30,298
18,76,13,2,23,243
14,15,15,1,6,142
20,46,13,3,22,165
19,16,25,4,14,136
18,47,12,3,27,137
21,79,21,1,10,206
19,239,10,4,16,371
12,240,25,3,5,304
20,141,23,3,10,254
13,244,6,3,9,332
14,16,8,2,3,39
24,165,13,3,11,199
16,66,5,4,11,208
12,146,13,3,21,228
17,51,13,4,8,156
16,85,21,2,18,206
13,150,21,3,2,238
12,172,22,1,22,329
13,108,12,2,22,210
6,175,11,1,9,232
17,70,10,4,1,103
16,155,25,2,13,274
16,18,10,4,23,84
10,157,5,4,24,172
19,36,16,3,15,204
12,182,11,2,14,252
10,183,13,4,24,216
14,92,18,1,11,251
8,139,21,4,9,208
10,163,10,4,17,347
12,141,16,1,12,261
15,118,22,4,28,250
21,57,9,2,28,178
4,96,8,2,21,229
16,96,25,1,27,200
15,145,9,2,18,250
10,292,11,3,30,368
14,39,10,3,4,73
21,79,12,1,11,196
22,79,9,2,4,184
19,60,9,2,14,185
19,60,14,4,2,169
7,61,19,2,28,215
9,127,21,3,21,226
21,128,20,1,16,204
14,308,7,3,9,460
18,21,9,4,6,124
29,130,17,4,5,366
28,21,17,1,27,230
9,21,13,1,26,153
12,42,25,1,18,143
13,319,25,4,8,473
4,64,22,4,28,168
10,323,5,2,4,496
12,216,13,4,19,327
12,163,23,1,17,302
14,66,25,1,2,210
12,44,23,1,4,138
9,66,20,4,30,165
11,67,15,4,10,146
13,89,5,3,2,177
5,140,14,3,11,195
19,23,5,4,18,147
15,23,5,1,11,214
12,69,6,1,11,197
18,23,12,4,14,150
21,202,13,1,15,321
10,203,13,1,26,309
13,350,5,1,18,509
19,176,25,3,11,245
16,47,10,1,3,173
17,95,13,4,17,240
8,24,6,1,29,144
