p,r,w,v,T,d
23,0,7,3,3,131
24,1,22,3,16,76
12,2,21,1,48,101
24,2,5,1,50,61
10,0,21,1,71,134
7,6,7,4,83,82
17,4,19,1,58,32
17,7,18,4,54,195
20,6,9,3,3,126
11,2,17,2,22,31
15,10,11,2,17,97
7,10,24,3,6,105
19,12,23,1,58,84
20,3,17,3,30,115
21,6,14,1,64,145
8,5,9,3,23,131
12,7,22,2,75,145
20,4,9,1,44,154
11,13,25,4,33,144
19,22,23,2,42,222
12,14,24,4,23,139
16,10,22,4,70,66
23,3,25,2,49,175
13,27,5,1,80,160
9,21,7,4,34,122
14,3,19,2,35,166
16,45,21,1,34,98
21,47,12,2,47,130
3,24,17,4,16,142
11,7,10,4,2,89
16,10,20,2,68,158
11,11,6,4,78,129
11,28,25,3,66,160
8,11,16,4,34,136
8,59,8,1,67,215
19,41,18,3,58,173
12,42,20,3,4,124
14,38,12,2,63,236
18,66,14,2,6,205
7,9,19,3,17,153
14,9,23,3,99,168
8,30,19,4,92,135
19,37,17,3,45,219
16,5,25,3,78,67
20,32,8,1,39,190
13,21,8,2,35,89
16,16,20,3,29,201
13,41,22,2,3,126
12,49,16,4,13,200
8,17,13,1,28,82
13,51,13,2,75,157
14,89,11,3,59,113
23,30,18,4,61,100
17,92,12,4,82,171
21,13,9,2,96,160
19,6,20,4,20,165
8,32,21,3,55,130
15,33,6,4,40,178
12,50,18,2,94,136
6,103,9,4,51,270
10,52,7,4,29,209
18,7,9,2,17,211
14,22,25,3,85,121
18,46,24,3,32,178
10,111,6,1,61,212
9,113,21,3,54,251
18,77,21,1,21,212
9,8,16,3,10,138
11,39,13,3,5,185
13,60,16,3,59,253
15,41,24,3,42,165
12,33,25,4,78,156
18,125,22,3,46,270
9,53,19,2,27,161
18,34,15,2,53,233
19,54,24,3,71,79
11,77,21,2,7,228
16,36,21,4,61,166
21,9,14,1,13,64
19,137,15,2,37,165
13,81,21,4,36,255
15,47,15,1,79,208
18,19,16,3,95,62
12,29,21,4,38,174
17,97,5,2,26,212
18,99,7,2,28,171
20,75,20,3,85,129
14,88,15,2,74,189
22,31,13,4,90,98
18,103,21,4,98,149
16,31,11,1,22,117
13,42,10,1,92,181
15,107,10,4,63,132
20,108,16,4,22,169
23,33,18,1,36,184
9,44,17,1,93,76
19,167,22,1,29,246
18,84,17,1,97,183
5,45,17,4,3,199
15,34,10,4,27,206
15,87,5,2,48,206
22,47,11,4,65,181
20,103,21,4,17,256
11,119,17,2,31,274
11,48,20,4,75,74
18,122,15,1,59,312
7,61,19,2,78,203
19,78,23,2,12,191
18,50,23,3,46,197
19,95,9,4,89,314
23,96,6,3,97,202
10,26,17,3,72,164
20,65,8,1,59,244
21,26,24,2,40,157
6,53,14,3,91,211
8,100,6,4,25,269
16,84,14,3,25,235
21,68,25,3,25,279
11,27,22,2,29,84
16,86,6,4,30,246
15,70,20,4,56,213
16,56,23,3,59,112
9,124,7,2,73,230
20,14,25,3,35,118
9,144,22,3,6,334
13,145,5,1,94,313
11,44,10,3,85,220
9,221,17,4,95,316
23,59,16,2,81,189
14,93,15,1,32,188
14,132,17,4,52,263
23,46,21,1,89,79
11,31,15,3,83,131
25,15,23,4,63,168
9,47,25,4,54,183
14,78,16,1,12,190
11,118,6,3,36,265
11,159,13,1,26,232
16,140,12,4,35,224
11,242,15,4,1,360
24,49,15,1,99,176
5,16,19,2,83,114
15,103,20,1,50,251
7,249,23,4,96,382
7,17,24,3,84,59
13,67,12,2,33,251
23,85,9,2,86,216
16,68,18,2,92,132
21,107,25,2,82,134
8,86,6,2,100,235
11,17,19,2,91,132
19,18,17,4,88,129
11,18,9,2,70,75
15,18,10,3,17,170
22,156,8,3,69,216
10,135,11,3,54,285
11,36,8,3,5,156
14,159,9,3,68,374
5,137,15,1,70,255
7,115,9,4,96,160
11,116,15,3,89,205
13,140,12,1,18,237
9,75,8,2,24,138
15,57,5,3,45,162
13,19,22,1,43,143
17,38,16,1,21,107
18,96,14,3,55,263
15,290,23,4,84,448
5,39,22,2,40,166
14,122,20,4,90,284
14,172,7,3,76,309
19,99,8,2,39,278
20,299,5,2,88,408
14,80,14,2,35,226
17,40,9,2,58,99
13,61,14,4,99,192
22,102,24,1,81,247
15,21,18,3,27,150
20,21,14,2,59,185
13,104,7,1,50,237
12,209,6,2,71,316
17,63,11,1,86,202
19,185,19,2,64,212
21,42,7,3,39,152
11,21,22,2,18,138
10,161,11,2,98,239
16,86,11,3,89,219
17,43,17,4,96,239
10,327,16,4,41,421
8,110,8,2,60,210
12,193,20,1,95,366
17,66,14,3,62,130
3,111,10,3,55,206
13,45,20,4,79,93
17,225,25,2,68,373
10,198,20,2,16,283
11,170,6,1,60,329
18,23,9,1,42,163
10,46,17,3,49,190
16,144,22,2,57,262
