p,r,w,v,T,d
2,0,17,3,112,46
6,0,7,1,70,76
5,1,13,4,145,83
2,0,6,3,15,36
4,1,19,4,112,38
3,0,24,2,130,25
4,4,25,1,93,49
2,5,18,4,121,41
7,2,17,4,150,53
5,4,24,4,84,49
8,3,7,1,67,21
10,4,20,2,61,49
6,2,15,1,80,65
2,6,16,4,83,51
9,2,19,4,69,52
6,2,24,3,58,57
6,4,7,2,140,60
3,5,13,4,102,20
9,7,10,3,88,30
2,13,12,2,26,40
2,8,21,4,99,54
2,1,21,2,79,51
5,4,25,1,145,50
10,4,23,3,146,37
5,8,20,1,111,55
6,5,17,3,146,33
6,1,16,3,103,80
1,2,17,1,119,63
4,4,20,2,138,17
8,3,14,1,131,46
1,6,5,1,126,59
3,3,23,4,85,74
10,7,22,1,131,59
4,6,15,1,90,42
7,10,14,2,54,60
7,10,23,3,39,91
5,25,17,3,100,79
2,13,20,4,87,72
7,18,13,1,80,69
2,27,25,4,131,58
6,28,25,1,115,96
2,14,10,3,47,62
2,4,10,4,84,49
5,15,21,2,117,27
10,8,21,1,99,41
10,13,5,3,110,81
1,19,23,3,118,41
3,22,9,2,77,65
8,7,10,1,94,47
4,20,23,1,104,70
9,23,17,1,93,77
7,24,12,2,123,65
3,36,16,1,119,84
8,25,11,1,56,53
4,10,25,3,80,65
10,8,13,4,52,56
9,23,20,1,101,87
4,16,23,2,91,58
10,40,7,4,91,94
6,5,18,1,117,67
2,8,11,4,37,62
3,18,14,2,98,57
7,9,14,2,68,78
6,15,11,2,140,30
3,26,16,2,84,49
2,15,6,4,125,59
7,3,12,3,55,45
9,6,21,2,75,65
9,6,16,3,41,25
9,16,19,1,68,71
1,28,12,1,106,86
6,29,7,1,63,45
7,3,8,3,126,42
7,14,20,1,77,60
5,17,25,4,123,49
3,22,8,1,114,95
10,26,20,2,64,112
3,53,10,3,161,93
3,54,23,2,40,114
6,11,18,1,92,44
4,55,14,2,115,95
8,56,19,2,86,130
5,4,24,3,86,54
5,24,21,1,91,36
4,12,10,2,180,36
7,16,15,1,125,31
10,40,13,2,139,117
1,30,5,2,115,52
6,8,21,3,107,55
6,41,10,3,92,122
9,4,7,4,120,56
10,37,17,1,99,58
5,43,18,2,51,99
8,65,11,1,74,110
9,13,24,3,34,89
3,4,16,1,137,24
9,67,17,1,112,151
5,13,21,3,76,75
6,23,25,2,107,103
3,29,17,2,72,53
6,14,13,2,69,88
10,9,5,2,93,61
8,35,15,1,116,88
9,71,11,1,122,133
5,19,24,3,46,71
8,24,12,4,103,86
10,31,20,1,135,81
8,43,15,1,70,79
10,31,13,4,117,81
6,20,22,1,124,59
8,32,16,3,109,90
9,21,8,1,86,67
7,10,20,1,136,59
5,78,13,2,88,133
2,33,23,3,114,72
5,11,15,4,55,26
3,16,15,1,85,94
10,81,25,1,57,124
9,5,6,4,151,86
4,6,10,2,96,53
6,28,11,4,137,84
4,17,24,3,145,70
8,35,10,2,127,101
1,85,19,3,83,94
7,29,9,1,137,52
3,36,23,2,90,63
3,58,16,2,111,86
9,44,13,3,77,112
10,24,18,4,125,60
2,45,5,2,129,85
8,45,12,3,117,112
3,53,18,2,109,121
7,12,8,2,101,48
9,18,13,4,92,39
9,46,15,3,144,77
10,12,15,4,158,75
1,47,17,4,97,57
8,48,7,3,117,75
3,56,23,4,24,99
1,64,24,3,70,130
2,6,6,4,115,45
5,41,21,3,56,97
1,66,5,4,120,77
1,13,7,2,62,86
9,42,11,1,74,90
5,67,11,2,85,132
4,7,14,2,103,61
10,27,17,4,108,90
8,7,6,2,61,51
6,7,5,1,74,81
6,21,12,1,77,45
5,14,21,4,92,78
5,14,14,2,94,25
9,71,10,4,114,119
9,62,10,3,140,107
4,108,13,4,99,151
1,7,25,2,140,72
3,22,22,1,73,70
9,22,20,4,67,90
2,22,18,1,117,66
1,15,12,4,128,58
10,56,25,3,75,83
7,47,5,3,113,90
9,23,16,3,47,68
6,66,24,4,133,123
5,114,16,2,101,128
4,48,5,3,86,96
1,31,20,1,95,71
9,39,22,4,92,122
5,39,7,4,167,106
9,69,6,3,80,107
5,79,8,4,97,119
9,40,10,4,80,74
10,40,25,1,93,85
9,80,15,2,138,125
10,32,21,2,143,71
6,33,22,1,131,103
7,8,8,2,74,67
1,16,9,3,113,59
6,41,13,3,95,98
6,33,9,4,51,78
7,42,22,4,136,95
9,8,21,3,86,22
9,8,16,2,83,57
9,43,6,4,86,103
4,9,8,1,93,67
3,129,7,4,90,190
7,76,21,2,94,133
10,43,17,4,145,115
2,66,14,3,113,114
10,26,23,2,136,85
3,44,9,2,125,91
9,36,7,3,60,81
7,18,14,1,132,79
5,90,12,1,102,139
3,9,15,1,109,43
9,91,10,4,82,135
1,80,14,2,42,116
4,46,24,3,113,99
2,46,22,2,93,104
