p,r,w,v,T,d
15,0,8,4,10,149
13,2,16,1,6,113
10,1,13,1,29,99
20,4,6,1,10,151
23,1,19,1,2,33
16,2,24,4,14,142
19,2,25,2,16,149
19,6,18,1,19,144
13,7,17,3,16,155
15,1,13,1,30,167
15,1,16,2,1,99
10,5,8,4,20,119
17,1,17,2,11,51
9,5,5,4,8,198
24,25,22,3,15,241
16,18,25,2,2,142
17,14,7,1,13,121
9,13,13,2,16,126
7,13,22,4,26,47
26,11,12,4,23,127
17,18,21,2,16,180
18,22,21,1,9,149
18,23,25,2,10,147
18,27,23,3,22,172
13,6,20,3,20,148
17,6,17,1,20,53
20,27,16,4,24,82
14,28,17,3,12,107
18,7,11,4,7,137
13,26,14,2,3,162
24,7,5,1,22,137
15,37,23,4,21,111
18,15,5,1,26,141
26,39,25,2,4,120
18,35,18,3,18,240
17,26,17,3,17,196
12,32,20,2,18,53
14,9,8,1,24,114
12,14,18,2,22,158
20,5,19,1,23,200
24,14,15,2,28,146
15,5,19,1,29,102
18,10,8,4,19,139
22,25,21,2,27,236
13,10,21,4,20,149
11,16,5,1,23,172
11,11,23,3,13,135
19,84,9,4,14,177
24,50,10,4,19,232
19,12,23,4,10,149
12,89,22,3,19,211
21,6,12,3,15,34
21,92,16,3,24,173
16,63,19,1,24,228
17,19,11,2,10,89
21,20,25,1,17,144
19,13,20,1,9,113
12,7,23,2,26,136
18,7,7,4,28,141
13,105,18,1,3,205
22,36,11,4,27,174
14,22,14,4,24,86
19,22,14,3,3,172
17,65,11,2,4,178
15,57,9,1,19,213
13,77,6,1,7,187
8,8,12,1,25,129
17,40,21,2,29,201
17,24,16,2,14,173
15,82,22,1,17,188
15,33,6,1,17,206
7,42,15,3,22,58
9,64,17,2,10,124
13,54,9,1,28,174
13,35,15,1,10,138
10,133,23,3,2,271
9,27,22,3,27,59
16,36,20,4,15,170
13,9,23,4,17,167
6,70,7,3,25,90
17,142,5,3,17,242
18,144,13,4,11,262
3,19,10,1,11,92
16,98,17,4,7,294
7,50,17,3,15,250
12,151,17,2,10,258
16,41,15,2,23,203
10,52,24,1,21,131
19,21,8,4,1,132
17,32,23,2,10,217
14,80,9,1,12,208
10,162,14,1,15,179
10,44,12,1,20,106
16,69,13,4,11,105
15,70,12,2,4,257
14,70,9,1,24,137
11,45,15,3,30,161
14,57,15,1,2,264
13,46,21,3,28,169
9,47,11,1,23,85
5,74,17,1,17,209
15,48,11,3,4,158
25,181,15,3,11,377
6,24,11,4,9,74
16,62,13,4,29,269
19,78,13,3,18,243
20,50,9,3,14,261
11,51,15,2,6,115
12,38,13,2,22,225
23,194,15,2,23,324
17,13,17,1,27,145
15,39,13,3,21,189
8,13,6,3,18,142
15,67,19,1,23,221
16,203,18,4,18,322
16,55,24,1,26,142
10,120,15,4,7,232
8,14,22,3,3,108
10,87,25,4,11,226
13,88,9,3,8,196
15,124,12,1,14,247
2,29,11,1,10,159
9,14,10,2,25,118
19,146,6,4,27,191
12,73,11,4,11,277
15,111,21,3,11,210
13,93,5,2,21,291
20,45,10,2,26,175
17,30,7,3,6,175
17,31,20,2,13,174
18,154,7,1,28,320
17,116,7,3,22,144
20,16,8,1,9,76
10,138,22,1,1,210
15,48,22,1,15,128
7,16,20,3,6,173
13,32,5,1,26,112
14,101,19,1,6,212
17,102,10,1,9,269
24,49,24,2,6,241
19,145,6,4,5,238
12,251,21,3,19,294
9,105,5,3,19,171
13,106,7,3,4,256
9,85,21,4,26,103
15,150,11,4,9,215
8,173,14,3,1,283
6,152,24,3,11,324
14,88,6,3,1,197
15,177,5,4,1,323
14,71,16,2,18,111
9,89,25,4,22,283
12,36,20,4,8,149
21,18,25,4,20,193
5,91,9,4,12,223
17,18,16,3,7,171
16,277,25,2,1,386
16,93,25,2,11,284
7,94,25,2,29,147
25,141,19,2,18,316
20,57,17,4,23,90
12,57,8,4,26,170
20,77,23,2,6,190
7,19,19,2,6,126
18,194,15,4,18,376
18,20,7,3,25,153
12,197,8,3,29,361
15,99,21,3,18,220
13,149,15,2,18,270
11,150,8,1,25,206
7,176,21,2,13,274
12,127,22,1,12,231
19,153,8,4,23,302
22,205,22,2,5,251
14,82,23,4,8,209
16,181,8,1,14,298
18,209,7,4,21,417
13,210,10,3,29,383
16,316,8,2,27,405
17,159,6,3,29,266
20,160,13,2,2,244
13,188,9,1,12,290
24,135,22,4,11,251
8,87,21,4,9,170
11,136,16,1,23,311
12,22,6,2,23,168
18,331,8,2,5,457
17,332,7,3,9,480
15,223,21,2,3,337
16,112,17,4,27,246
13,45,14,3,14,63
20,91,24,4,18,214
17,171,9,3,18,319
12,229,7,3,13,379
19,46,14,3,28,214
10,69,14,3,20,206
8,145,15,1,13,311
11,117,10,2,16,246
21,205,5,4,14,353
11,354,11,2,3,478
