p,r,w,v,T,d
2,0,13,2,106,55
7,0,11,3,94,57
9,1,18,4,112,71
1,0,20,3,41,47
9,1,9,2,35,20
3,1,7,1,65,47
5,0,19,1,125,55
9,0,18,4,134,54
5,1,9,4,37,51
10,2,17,3,109,60
9,0,11,1,101,58
6,1,8,3,70,52
2,2,6,3,105,72
5,6,24,4,139,54
5,5,7,2,101,25
4,5,17,2,116,65
10,6,14,2,37,62
8,4,5,1,146,47
9,6,15,1,83,71
5,3,22,1,99,22
1,2,21,2,107,27
7,8,22,1,80,59
4,6,23,2,101,37
6,4,14,4,56,60
1,3,17,1,103,45
7,4,22,1,86,57
4,11,21,2,29,60
6,7,12,1,62,69
8,5,16,1,105,56
3,11,8,1,69,41
8,10,15,2,114,88
3,7,6,3,94,56
9,12,25,1,77,73
9,9,20,4,117,73
5,7,15,1,49,49
7,12,21,2,63,81
10,8,7,3,148,36
6,16,22,1,95,74
3,5,21,1,99,29
10,17,21,3,145,91
3,5,21,3,126,35
7,9,19,4,83,69
8,6,17,1,89,36
2,2,22,1,83,39
4,8,10,4,116,22
3,2,13,2,92,23
3,20,23,3,132,47
4,4,21,4,132,56
3,2,23,1,73,58
2,11,16,4,43,47
7,16,13,2,66,72
3,2,11,4,119,33
7,23,24,4,138,91
4,5,24,3,62,65
9,15,9,1,90,94
6,15,20,2,113,53
3,22,21,1,142,68
1,19,21,4,40,54
5,5,19,3,107,59
6,10,9,2,113,60
4,26,7,4,86,76
3,13,16,2,101,67
7,14,25,2,67,89
9,28,21,1,94,78
3,6,24,1,116,51
7,14,21,3,136,69
2,6,6,3,85,46
7,9,15,1,143,85
5,45,12,2,114,56
9,9,18,4,84,71
9,15,6,3,109,67
6,31,5,3,151,50
5,20,21,4,120,31
6,3,5,3,63,70
9,28,23,4,132,92
6,13,5,2,58,28
4,25,24,4,72,79
6,51,15,4,91,94
9,51,25,4,95,80
2,26,6,3,88,41
4,7,20,4,104,44
5,11,23,3,121,33
6,23,7,1,146,40
5,55,15,3,67,86
6,37,11,2,104,91
8,37,22,1,98,55
6,11,5,2,82,32
3,38,15,3,84,90
9,34,10,1,160,52
1,29,16,4,106,53
10,8,21,1,118,49
9,35,10,4,113,101
5,40,16,3,91,105
9,20,18,3,67,68
7,21,5,4,77,70
6,42,22,2,120,98
6,26,17,3,106,87
3,21,17,1,62,32
3,65,12,4,141,133
1,9,14,3,182,61
9,18,11,1,102,63
3,67,21,3,127,119
7,67,25,3,86,150
4,18,7,3,129,54
8,9,19,1,89,66
9,29,9,3,115,98
10,5,24,2,110,57
6,9,23,2,120,73
9,47,9,1,40,117
7,10,6,4,120,68
1,10,25,4,59,83
2,30,16,1,87,49
2,31,14,2,160,88
5,37,22,3,67,90
2,50,14,1,116,67
4,38,14,4,111,79
4,5,25,4,108,41
1,77,22,4,120,147
7,39,6,3,39,105
4,21,20,4,111,87
10,16,12,3,53,59
1,80,13,3,136,121
2,80,10,3,95,113
4,11,16,1,148,59
1,41,24,2,68,52
9,55,17,3,133,98
3,35,7,4,100,86
8,84,22,1,135,140
9,11,25,4,125,57
6,17,7,2,143,75
2,43,15,2,61,68
1,29,5,2,79,56
7,23,23,3,79,70
3,44,19,2,114,86
10,52,10,4,134,97
1,12,16,3,131,63
10,37,19,1,77,95
7,90,9,1,86,110
3,38,11,1,132,106
7,38,12,1,121,86
7,46,25,1,67,71
9,93,23,1,121,108
2,6,24,2,105,62
1,55,6,3,36,95
7,19,17,4,52,61
7,64,15,3,44,88
4,56,10,3,60,112
4,48,11,2,91,67
6,57,17,1,107,116
7,20,18,4,125,68
8,66,17,2,101,150
5,58,11,4,68,106
3,27,12,2,52,44
8,27,22,2,65,65
2,27,25,4,61,61
3,102,5,1,96,125
9,27,17,1,63,70
4,14,14,2,69,60
8,35,7,4,90,63
3,35,24,2,111,94
1,7,5,1,117,62
6,106,5,3,120,158
1,107,7,1,96,164
2,29,18,2,84,78
7,29,16,4,83,97
10,45,8,2,92,89
6,7,22,4,99,63
4,22,16,3,129,42
1,15,8,2,56,61
5,65,24,1,104,117
7,22,6,4,38,72
10,38,16,4,134,102
4,57,18,4,87,107
9,76,6,2,155,121
5,76,21,2,99,127
10,67,5,4,61,85
7,116,9,4,86,157
8,68,17,3,118,116
9,8,18,3,151,43
2,49,24,2,35,95
8,119,15,2,121,195
1,24,9,1,163,57
2,8,7,1,148,45
3,32,11,3,51,96
10,71,24,3,61,99
4,33,24,3,101,72
7,51,23,3,66,71
10,41,22,1,91,101
5,72,21,2,149,105
6,8,21,1,81,70
9,52,7,1,119,107
5,8,18,4,159,64
8,8,9,4,95,55
8,74,21,2,97,132
4,43,5,1,34,78
5,64,16,2,55,82
8,17,19,1,98,70
2,9,20,1,113,52
2,44,23,4,92,98
3,55,13,1,67,93
