p,r,w,v,T,d
13,0,17,3,17,219
5,1,17,2,5,148
10,2,23,2,26,56
13,3,21,2,4,94
25,2,17,1,23,132
17,1,24,1,7,161
14,5,20,4,24,107
19,7,24,3,21,215
4,10,22,1,22,80
15,11,20,2,27,164
14,1,21,2,28,40
10,1,7,1,14,126
16,3,7,2,5,190
19,8,9,3,27,152
16,5,13,1,23,122
16,4,9,4,30,110
13,4,18,1,15,175
13,31,14,1,3,188
24,14,14,2,14,198
10,5,5,1,25,136
21,10,10,3,14,167
13,8,21,4,19,147
12,27,7,4,1,168
22,28,24,2,16,57
12,18,13,1,15,104
17,27,14,3,18,144
17,13,10,2,4,67
5,33,20,4,8,116
16,3,13,3,28,115
6,4,25,4,21,139
9,4,5,3,28,118
13,11,11,4,30,87
19,16,25,2,23,141
16,20,9,1,5,101
13,8,22,2,14,142
10,37,20,2,28,176
7,18,6,3,3,100
20,18,8,3,12,79
12,5,6,3,14,144
7,42,5,3,12,180
12,73,14,1,22,170
12,38,7,2,15,87
14,5,7,2,27,47
16,79,24,4,9,227
18,5,7,3,19,125
22,22,5,2,2,142
16,17,21,1,1,82
16,36,18,3,23,210
18,12,10,2,3,160
8,90,20,3,22,181
16,12,17,4,12,95
9,19,22,4,20,132
24,40,21,4,20,199
17,65,7,3,29,179
12,66,5,2,16,184
14,59,17,1,8,208
14,60,11,2,9,219
18,14,13,3,27,235
23,44,5,2,28,119
8,22,25,4,5,209
16,110,12,4,21,197
19,37,8,3,10,112
13,113,7,4,1,289
16,48,19,4,9,209
25,117,13,2,11,253
17,119,22,4,27,268
16,24,20,3,11,150
16,71,8,3,8,192
11,41,12,1,9,130
24,42,12,1,3,206
23,9,11,2,24,139
11,26,16,3,21,42
17,44,20,2,2,157
14,45,21,4,25,89
14,36,17,3,14,140
21,80,6,4,1,178
13,70,5,2,6,96
13,70,13,4,23,184
16,29,5,3,1,177
22,19,13,4,12,96
15,10,20,2,5,34
26,99,24,3,29,241
10,30,23,4,27,129
14,152,6,1,7,248
22,51,25,1,15,250
20,10,10,1,30,40
13,42,7,4,21,213
15,93,18,3,5,166
16,67,11,4,17,235
23,11,25,4,15,85
21,69,8,2,6,206
13,55,5,1,12,139
5,168,6,2,16,281
16,170,21,1,5,356
13,23,22,2,30,149
11,101,14,2,14,201
20,88,12,2,6,222
16,35,10,4,8,154
5,90,24,4,7,145
10,60,13,2,7,239
14,49,15,3,26,244
22,12,7,2,25,63
11,78,10,4,10,171
7,94,5,2,10,142
13,79,5,1,1,181
11,96,19,4,27,205
22,81,18,2,30,148
20,114,13,2,13,205
20,99,16,2,22,274
25,133,25,2,29,258
9,40,21,3,20,179
8,203,13,4,27,327
13,27,5,3,27,95
15,69,20,2,21,208
15,122,11,4,26,168
17,28,24,4,12,152
20,71,20,3,24,188
20,29,20,4,30,199
11,29,24,2,13,94
17,58,8,4,3,221
12,220,7,3,20,373
11,92,5,3,6,256
18,149,19,1,21,176
16,113,22,3,7,198
16,76,15,2,7,171
16,152,16,4,6,242
10,61,15,4,10,85
12,116,23,2,17,159
11,234,19,1,13,335
8,79,5,1,30,270
16,63,24,3,27,213
10,100,9,4,5,162
15,101,8,1,17,263
17,122,6,1,29,256
4,163,14,2,5,251
15,247,11,3,11,383
17,50,23,4,19,266
9,251,10,2,3,349
14,147,5,1,2,170
27,148,24,2,12,273
11,171,24,2,8,310
16,52,15,3,7,84
14,173,9,1,11,312
13,131,20,2,7,270
12,176,8,1,7,250
15,111,20,2,26,168
20,111,23,4,26,295
15,90,15,3,2,267
20,158,13,3,23,314
24,18,18,3,19,193
16,37,5,4,15,140
18,184,15,4,5,396
23,56,11,3,12,168
8,56,16,4,14,238
24,38,24,4,25,174
8,19,25,3,16,37
10,119,12,3,14,189
20,120,21,4,2,242
26,58,16,3,4,215
20,78,8,2,3,172
21,171,17,3,27,344
19,20,17,2,22,89
23,99,12,2,8,226
14,80,13,4,27,246
15,80,10,4,8,193
13,151,6,3,22,249
13,20,13,2,17,152
25,61,14,1,20,198
22,102,15,2,24,188
10,309,9,2,11,456
22,83,15,2,8,231
14,21,7,3,4,145
14,157,22,2,15,278
19,84,21,1,3,129
16,318,21,2,3,384
16,320,15,4,13,524
18,21,11,4,1,115
17,162,25,2,15,304
13,87,19,4,29,169
13,22,8,1,12,144
6,165,14,4,20,361
13,88,14,3,29,217
17,194,9,3,20,328
23,67,21,2,9,207
21,45,12,4,21,72
12,226,7,1,11,286
25,45,16,1,27,204
16,68,7,2,16,165
14,229,13,2,9,355
13,69,21,1,27,183
8,174,7,3,12,228
18,233,19,4,3,367
14,47,23,4,24,116
18,118,13,1,4,230
18,148,24,2,26,244
11,48,9,4,25,137
13,359,8,2,19,555
7,210,7,3,4,317
14,181,6,1,28,274
13,212,6,1,24,361
