p,r,w,v,T,d
15,0,7,14,3,127
8,1,22,8,16,62
12,2,21,10,48,105
15,2,5,7,50,53
18,0,21,9,71,147
9,6,7,6,83,87
19,5,19,7,58,36
20,7,18,1,54,205
18,6,9,7,3,128
19,2,17,5,22,40
17,11,11,1,17,103
8,10,24,5,6,109
20,13,23,5,58,88
15,3,17,12,30,113
27,7,14,13,64,156
6,5,9,11,23,134
19,8,22,13,75,158
15,4,9,13,44,154
20,14,25,2,33,158
7,23,23,14,42,217
17,15,24,12,23,150
15,10,22,13,70,67
6,3,25,8,49,164
13,28,5,6,80,166
10,22,7,8,34,128
8,3,19,9,35,165
17,47,16,11,41,102
18,49,12,9,30,132
19,25,20,12,30,163
9,7,14,5,50,90
17,11,22,13,88,165
16,11,11,4,85,138
17,29,13,14,51,172
12,12,19,2,65,146
19,61,15,8,74,234
16,42,14,2,11,175
18,43,6,1,15,134
24,39,18,1,29,254
7,69,24,8,59,201
12,9,14,12,71,164
6,10,13,12,15,167
19,31,9,1,12,151
15,38,11,10,95,222
20,5,18,3,50,73
6,33,11,2,66,183
22,22,12,1,23,102
14,17,10,2,73,207
16,42,8,11,43,132
21,51,8,3,36,216
7,18,15,4,28,84
13,53,13,10,75,163
9,92,11,3,59,111
12,31,18,3,61,92
16,96,12,5,82,177
20,13,9,14,96,163
26,7,20,13,20,178
3,34,21,10,55,131
13,34,6,14,40,182
17,52,18,4,94,146
10,107,9,6,51,284
14,54,7,6,29,221
16,7,9,13,17,216
15,22,25,6,85,125
17,47,24,12,32,183
14,116,6,5,61,224
18,117,21,10,54,269
20,79,21,10,21,220
24,8,16,9,10,158
8,41,13,4,5,189
10,62,16,12,59,259
9,42,24,2,42,164
18,34,25,3,78,168
23,130,22,12,46,285
11,55,19,10,27,169
19,36,15,5,53,243
12,56,24,11,71,74
17,80,21,2,7,242
9,37,21,13,61,164
20,9,14,6,13,64
15,143,15,9,37,168
20,84,21,4,36,272
14,49,15,9,79,214
14,20,16,9,95,60
10,30,21,11,38,178
17,101,5,12,26,219
12,102,7,2,28,170
4,78,20,14,85,117
10,92,15,6,74,192
17,32,13,14,90,95
24,107,21,11,98,160
12,33,11,5,22,117
11,44,10,5,92,186
1,111,10,1,63,122
17,112,16,7,22,171
16,34,18,9,36,183
20,46,17,8,93,90
18,173,23,10,29,253
8,88,17,4,97,181
14,47,17,9,3,216
11,36,10,9,27,210
27,90,5,11,48,225
11,49,11,2,65,176
18,107,21,14,17,263
11,124,17,11,31,284
18,50,20,12,75,84
12,126,15,14,59,317
9,64,19,9,78,213
14,81,23,2,12,192
12,52,23,12,46,198
19,98,9,7,89,324
23,99,6,3,97,209
18,27,17,1,72,178
18,67,8,11,59,250
13,27,24,14,40,154
14,55,14,9,91,227
25,104,6,1,25,296
14,87,14,12,25,241
21,70,25,4,25,289
13,28,22,11,29,89
20,90,6,9,30,259
11,72,20,13,56,216
8,58,23,13,59,107
14,129,7,5,73,244
20,15,25,5,35,122
18,149,22,8,6,355
13,150,5,1,94,324
8,46,10,3,85,225
26,229,17,12,95,344
12,62,16,12,81,185
17,97,15,10,32,198
21,137,17,2,52,279
15,47,21,8,89,72
4,32,15,1,83,129
19,16,23,1,63,168
20,48,25,3,54,200
20,81,16,7,12,202
12,123,6,9,36,276
17,165,13,1,26,246
12,145,12,5,35,228
22,251,15,7,1,384
4,51,15,12,99,162
12,17,19,6,83,125
15,107,20,2,50,260
9,258,23,8,96,398
7,17,24,9,84,60
14,70,12,3,33,261
16,88,9,4,86,216
8,71,18,9,92,128
27,111,25,3,82,144
16,90,6,8,100,253
16,18,19,7,91,142
18,18,17,3,88,131
14,18,9,7,70,80
18,18,10,5,17,178
12,162,8,8,69,214
15,140,11,3,54,301
18,38,8,4,5,169
11,165,9,11,68,385
22,143,15,4,70,282
15,120,9,6,96,175
8,120,15,12,89,209
18,145,12,4,18,250
15,78,8,10,24,149
19,59,5,14,45,171
17,20,22,13,43,153
21,40,16,1,21,115
18,100,14,8,55,273
7,302,23,10,84,457
17,40,22,8,40,184
22,127,20,11,90,303
22,179,7,1,76,329
10,103,8,13,39,279
12,311,5,6,88,415
18,83,14,1,35,239
10,42,9,8,58,95
22,63,14,11,99,207
19,106,24,14,81,253
11,21,18,13,27,150
16,21,14,11,59,186
22,108,7,3,50,255
22,217,6,13,71,338
10,65,11,6,86,202
13,192,19,1,64,213
14,44,7,6,39,151
24,22,22,11,18,156
19,167,11,2,98,257
11,90,11,9,89,223
18,45,17,6,96,249
17,340,16,2,41,444
11,114,8,13,60,221
14,200,20,2,95,381
12,69,14,14,62,130
15,116,10,8,55,227
18,46,20,11,79,100
15,234,25,11,68,385
12,205,20,9,16,295
10,177,6,13,60,340
17,24,9,5,42,167
9,48,17,10,49,196
18,150,22,11,57,274
