p,r,w,v,T,d
6,0,13,1,108,66
2,0,14,2,73,48
10,0,11,2,93,23
10,1,6,3,43,75
2,0,11,3,84,13
9,2,16,4,138,30
5,4,9,1,134,82
4,1,5,4,136,49
4,2,9,3,121,50
7,3,23,3,110,18
2,4,16,2,19,48
4,3,5,1,68,51
2,3,5,1,118,14
6,1,22,3,94,41
9,1,11,4,116,39
3,4,23,1,81,36
1,6,23,2,110,67
7,6,19,3,83,40
10,2,23,1,80,80
9,2,9,4,115,55
1,14,11,3,125,54
8,6,16,3,70,56
7,9,22,3,66,71
4,3,23,3,127,15
4,8,14,2,102,51
9,7,20,3,64,67
2,6,15,2,79,61
5,12,5,2,148,54
7,6,7,4,144,48
1,1,16,4,120,62
1,7,10,2,94,37
1,7,12,2,85,63
7,11,22,4,142,58
2,15,9,4,105,79
10,6,19,2,105,54
2,3,13,2,97,58
10,15,5,1,125,75
5,9,16,4,68,54
7,13,24,1,118,76
3,18,6,4,94,82
7,14,12,4,119,46
4,4,21,4,129,63
6,19,7,3,116,73
9,8,20,4,120,59
4,18,24,2,99,57
8,31,19,1,100,81
10,13,14,1,119,73
4,14,9,4,69,44
10,14,11,2,109,41
2,34,17,4,184,48
10,20,10,2,93,61
4,12,9,3,90,56
10,5,7,4,107,64
10,15,8,2,84,60
7,25,8,2,63,70
10,5,18,2,128,72
4,5,14,2,126,84
1,8,18,4,138,19
5,8,6,2,150,31
8,11,16,4,65,29
6,42,19,3,83,95
3,42,23,2,108,78
8,29,13,2,129,75
3,25,17,2,121,70
10,15,22,4,62,83
4,19,17,1,111,55
1,12,25,4,40,70
9,12,15,4,140,69
4,6,10,3,121,46
2,13,7,3,127,60
6,49,16,2,73,95
2,25,16,4,105,70
6,13,23,2,100,57
9,3,14,3,76,21
1,3,16,2,98,47
5,26,19,2,141,85
6,7,16,1,140,84
2,4,18,3,107,36
9,32,23,4,156,86
3,11,15,2,129,89
6,15,21,1,109,83
7,7,23,4,65,40
5,24,10,4,97,87
10,12,9,2,123,70
2,4,13,3,107,79
3,12,22,4,114,52
10,20,19,4,127,73
2,30,10,4,37,82
9,30,18,1,120,103
7,62,7,2,93,111
9,26,7,2,115,63
2,21,13,2,93,73
6,21,12,4,115,41
4,9,19,1,121,73
10,17,25,1,94,86
2,38,19,4,74,46
1,9,7,1,84,28
3,9,22,1,77,54
1,23,23,4,115,72
4,5,24,4,122,54
10,5,20,2,145,34
10,5,17,4,76,57
4,14,11,2,99,39
8,30,15,2,65,68
2,72,14,4,132,99
1,19,19,2,105,72
10,10,18,4,84,88
3,74,8,4,136,123
10,31,14,1,121,89
10,76,23,4,138,122
10,15,16,2,117,67
4,45,18,1,43,95
10,39,21,4,105,106
6,78,17,1,7,106
3,26,16,1,97,94
9,46,13,2,100,113
6,5,24,4,109,55
6,11,7,4,83,55
2,5,5,1,103,46
1,48,22,1,120,77
6,83,19,3,109,130
5,84,6,2,151,133
9,42,20,2,87,71
6,17,7,2,107,59
7,86,25,3,70,122
8,17,9,1,123,34
9,58,5,3,108,77
4,44,10,4,123,97
9,44,22,2,46,80
3,37,24,2,178,74
5,60,25,4,96,105
6,61,25,2,64,96
10,6,25,3,61,72
7,92,12,2,115,134
4,93,20,1,117,117
9,25,20,3,39,42
10,47,8,1,77,97
3,19,15,2,91,41
8,6,11,4,60,19
5,6,24,3,107,69
9,6,21,1,40,37
6,65,17,3,85,80
2,49,13,4,84,107
2,13,10,3,83,39
9,33,14,4,138,109
5,42,15,3,87,89
5,51,16,4,107,101
3,27,18,4,124,69
7,60,17,1,96,117
4,43,9,2,132,81
4,104,13,3,146,143
7,14,22,1,103,46
4,70,23,1,103,82
1,71,5,3,71,109
3,62,6,4,82,97
9,14,18,1,71,64
8,63,20,2,61,106
5,29,5,2,136,91
10,36,6,2,88,81
3,29,19,1,95,53
9,65,18,4,115,127
4,46,22,2,60,83
9,65,24,2,60,154
3,56,11,3,104,129
8,23,5,4,48,78
3,57,18,1,82,94
4,23,14,4,100,82
3,39,12,1,66,81
7,23,19,2,42,93
10,78,19,3,141,126
2,8,11,4,57,59
10,24,12,4,58,84
10,60,16,3,107,102
6,32,16,2,111,73
4,32,22,2,69,62
3,40,11,1,96,72
8,8,15,1,104,35
1,8,5,4,91,50
6,8,14,3,53,82
9,62,19,2,112,116
9,25,11,4,62,76
6,42,5,4,90,86
4,126,14,1,137,167
8,25,8,1,121,89
10,53,24,2,77,82
9,75,17,2,54,126
1,129,7,3,52,180
1,26,17,3,112,70
4,87,17,2,59,142
8,35,13,1,132,105
8,88,6,3,130,105
3,35,20,3,128,72
6,18,12,2,87,54
9,27,18,1,23,93
10,45,23,1,105,113
7,45,9,1,152,84
6,27,14,1,127,61
9,91,11,2,124,134
5,57,23,1,74,91
6,92,5,1,94,143
