p,r,w,v,T,d
17,0,6,2,117,97
26,0,17,2,51,157
15,1,19,2,87,55
13,4,10,1,139,131
20,1,12,1,116,148
17,1,10,2,89,154
8,4,9,3,67,161
6,1,9,3,118,140
7,7,10,2,102,121
7,5,6,3,93,185
12,2,19,4,71,39
9,10,24,1,132,126
10,14,10,3,83,173
13,13,8,2,56,90
14,12,6,4,131,169
14,13,19,4,74,112
15,17,21,3,99,40
13,18,9,4,124,146
16,8,15,4,67,95
19,22,8,1,82,159
19,18,16,2,112,190
13,5,13,2,105,206
18,8,11,1,75,79
17,11,18,2,85,88
22,42,17,1,144,138
17,9,25,4,131,171
20,6,19,1,152,133
1,28,14,4,75,145
13,3,13,3,117,107
13,3,6,1,118,169
11,18,13,1,51,38
16,27,5,2,75,207
17,38,19,3,115,142
17,19,24,4,85,131
16,35,21,1,106,137
16,8,9,1,90,171
22,17,15,3,104,156
12,44,6,3,93,158
20,28,9,4,123,188
10,23,18,2,97,148
14,5,22,3,99,125
20,36,25,2,69,63
11,25,17,4,112,75
13,51,25,1,49,95
17,26,19,4,161,129
19,80,7,1,114,269
14,41,20,3,146,98
14,28,16,1,77,134
19,11,15,3,91,181
14,43,23,2,104,192
19,29,6,4,117,109
17,45,15,4,72,195
12,61,18,2,66,168
19,12,17,3,90,161
13,64,12,1,110,115
19,19,10,2,147,51
15,26,10,3,96,166
20,59,6,1,109,136
12,60,8,3,99,206
13,104,12,4,72,151
16,106,7,2,36,150
12,63,10,2,131,180
13,46,12,3,141,261
8,111,5,1,99,247
26,8,25,4,113,202
6,48,20,2,91,149
14,117,10,1,62,209
12,69,14,2,46,154
22,8,14,4,73,222
12,71,11,4,86,194
11,83,11,3,108,257
19,52,7,1,61,137
20,25,7,2,97,117
16,26,13,3,138,145
17,131,23,3,80,242
15,44,19,3,39,144
10,27,25,3,155,196
25,79,20,4,102,227
16,18,18,1,110,182
12,47,22,3,103,118
14,94,15,3,66,292
10,19,20,4,85,114
12,145,14,1,63,251
7,98,24,2,73,254
21,99,19,1,81,181
15,40,22,1,114,179
18,63,24,4,85,170
15,154,14,4,95,195
8,156,7,1,100,225
20,21,14,3,55,215
10,159,9,4,90,267
18,80,22,2,61,235
13,33,14,4,92,197
23,69,17,3,103,175
8,22,15,1,147,187
13,70,24,4,128,170
13,45,11,1,126,141
9,57,13,2,168,243
13,35,8,4,136,125
21,102,20,3,134,230
10,88,18,4,115,152
17,24,8,4,45,183
11,90,25,2,136,214
10,12,24,4,86,58
20,107,18,4,136,280
17,186,16,4,84,292
19,50,7,1,97,204
15,38,23,3,50,178
4,13,24,2,72,27
14,96,22,4,125,172
12,52,23,1,96,164
21,26,15,2,137,135
10,40,14,3,148,150
21,200,20,2,126,387
8,118,16,4,62,161
13,119,18,3,122,257
12,55,13,3,54,224
19,55,11,2,139,130
8,122,24,4,61,237
17,105,8,1,89,233
14,212,13,3,74,300
8,14,11,2,64,105
14,216,23,4,126,396
10,73,16,2,128,190
23,146,5,4,76,307
10,129,16,2,130,266
20,59,12,4,125,198
19,94,21,4,119,160
18,45,20,1,89,249
4,76,17,4,140,176
16,153,20,3,100,295
10,154,14,3,139,294
22,62,11,1,67,223
23,31,22,3,61,186
19,47,18,4,100,130
12,99,7,3,142,247
14,32,21,2,52,120
11,16,14,1,93,77
17,102,6,2,116,229
15,16,21,2,66,139
24,33,12,2,74,151
17,17,12,2,61,155
18,17,20,2,64,83
17,105,15,1,102,222
17,127,11,3,103,218
18,51,25,3,88,166
15,151,23,2,96,256
15,35,15,2,58,192
15,52,7,4,94,247
16,18,8,2,157,223
2,133,22,2,82,244
23,178,8,1,65,285
19,36,20,3,161,88
19,54,7,3,85,263
9,182,7,3,51,347
13,183,11,3,152,304
16,55,8,3,121,196
6,278,23,3,110,294
7,186,7,3,122,272
15,141,8,1,166,260
3,118,11,3,86,255
6,38,10,3,101,145
16,76,8,3,91,263
11,19,24,4,34,100
20,19,6,1,97,123
17,97,19,1,113,169
16,20,17,2,58,150
11,98,7,4,93,230
8,59,20,1,42,212
13,20,15,2,85,144
10,200,13,4,146,264
20,302,13,4,117,467
12,177,24,1,67,339
20,20,23,4,83,71
6,103,10,4,109,170
11,62,25,4,124,231
14,130,5,2,126,257
17,104,24,1,114,254
13,157,23,2,86,266
18,132,10,3,125,314
14,85,8,2,124,208
5,320,23,3,69,385
13,86,24,3,120,194
19,162,25,4,99,253
16,325,20,1,115,353
7,87,16,2,49,176
20,329,11,2,97,436
21,110,22,3,96,290
15,89,19,2,129,229
20,139,21,3,100,253
17,140,19,3,106,309
20,169,6,3,84,343
23,91,7,4,131,250
20,142,18,2,118,251
17,114,18,2,132,276
15,144,14,4,88,311
22,202,10,4,87,292
18,348,5,1,147,494
14,47,5,4,98,151
14,47,5,3,103,69
