p,r,w,v,T,d
14,0,8,1,40,119
16,0,16,4,21,62
8,1,13,1,42,54
12,2,6,1,38,44
19,1,19,2,8,76
9,9,24,1,54,64
14,7,25,3,64,81
10,2,18,4,73,67
28,6,17,2,63,48
18,17,13,1,80,82
17,13,16,1,1,107
23,12,8,1,79,93
15,2,17,2,42,73
20,3,5,4,30,90
18,9,22,2,59,95
18,28,25,1,5,62
13,6,7,4,49,38
20,32,13,1,62,86
12,7,22,1,11,78
9,5,15,4,90,79
15,5,21,1,64,76
4,3,21,4,34,38
24,6,25,4,38,87
4,6,23,1,87,39
9,19,20,2,80,127
8,13,17,2,80,102
19,16,16,2,93,44
13,14,17,1,47,75
23,7,11,2,27,100
16,55,14,4,12,164
10,15,5,1,86,82
14,19,23,4,84,76
13,25,5,2,43,97
17,4,11,1,13,121
12,43,18,2,71,121
16,22,17,4,66,115
4,14,20,4,69,78
22,19,8,3,96,80
13,14,18,2,86,110
21,20,19,2,91,103
11,25,15,4,19,94
24,15,19,3,90,46
16,16,8,3,75,64
19,34,21,2,47,132
9,6,18,3,78,43
22,85,5,4,90,162
16,12,23,4,50,71
24,44,9,1,53,130
18,30,10,3,73,109
14,62,23,3,38,122
11,47,22,3,76,119
14,64,12,4,60,104
17,20,16,4,93,106
18,67,19,1,94,136
25,14,11,3,38,114
14,43,25,3,65,108
18,70,20,4,34,148
8,21,23,3,73,105
16,29,7,4,63,115
14,74,9,1,25,136
15,75,10,1,31,174
12,48,17,4,9,69
25,49,24,4,26,101
20,32,12,1,89,108
16,32,19,2,55,95
12,123,22,1,36,203
15,52,6,2,98,79
16,126,18,3,79,204
18,75,5,2,75,170
15,130,9,2,49,155
14,55,14,3,91,113
9,134,22,1,62,196
23,36,24,3,19,96
10,92,12,1,87,197
12,47,23,1,2,161
17,19,9,1,61,86
24,48,20,4,65,149
21,85,20,3,96,142
20,49,15,2,40,117
24,10,18,3,99,123
23,20,11,2,7,103
8,64,19,2,90,79
20,41,18,1,37,88
4,52,13,1,64,66
13,53,9,4,22,157
14,67,25,4,93,109
23,95,13,3,9,174
10,11,23,1,21,123
13,44,17,1,98,115
9,168,23,3,67,192
14,85,17,2,28,168
10,71,23,3,94,131
13,46,8,2,76,150
15,12,16,2,89,50
12,177,5,3,8,290
14,36,24,4,80,127
30,48,19,1,42,179
11,91,12,2,79,130
17,12,22,1,9,122
17,37,19,1,42,111
14,38,15,4,51,113
10,111,15,3,62,192
13,96,24,2,25,173
8,81,24,4,97,162
18,131,23,1,86,204
23,82,22,2,71,142
14,13,17,2,56,81
17,118,13,1,17,180
18,85,6,4,79,171
10,120,10,2,91,180
19,104,19,4,61,180
15,105,23,3,64,187
19,106,18,4,5,175
16,28,12,3,84,57
11,215,5,3,11,328
21,108,5,4,26,173
20,146,22,1,9,264
23,74,25,1,44,155
16,93,9,3,30,177
17,224,12,1,54,307
18,226,11,2,37,322
17,95,10,4,100,120
13,115,6,3,8,149
18,116,9,1,68,167
13,16,17,4,2,63
19,63,10,1,7,161
17,63,21,2,58,115
15,239,24,2,7,305
17,141,18,4,10,237
24,16,22,3,66,129
18,143,9,2,86,200
21,247,8,2,36,284
20,17,22,2,3,67
14,50,22,4,60,136
16,67,20,1,24,92
20,127,5,3,19,173
21,171,7,4,22,246
9,69,10,4,36,166
6,130,24,3,21,186
21,131,6,4,20,221
24,176,21,2,73,213
16,133,5,2,73,247
13,18,7,3,15,84
7,36,21,4,39,125
14,18,22,2,33,99
16,159,14,4,2,247
6,55,24,4,41,110
12,162,6,3,4,266
15,140,5,1,3,179
15,37,16,4,72,131
22,141,25,3,86,170
8,190,20,2,30,251
11,167,25,3,79,227
23,192,9,1,45,268
15,19,16,3,26,121
11,122,25,2,2,194
19,147,25,1,42,246
10,39,25,1,20,105
16,124,19,2,71,197
23,125,17,3,92,171
20,20,8,3,73,88
28,81,16,1,22,157
24,20,19,2,21,113
18,20,15,3,70,50
8,62,7,2,98,130
22,41,8,2,1,116
14,63,23,3,57,177
19,42,7,3,25,145
11,211,11,4,76,261
18,186,15,1,51,251
12,187,13,2,55,233
19,188,20,3,46,254
19,22,18,3,98,90
18,326,21,2,22,383
13,66,16,2,40,166
13,192,17,4,75,276
18,44,9,3,51,119
14,167,8,2,97,250
6,67,17,1,70,125
19,225,15,3,5,306
17,68,20,1,8,90
13,114,9,3,95,182
20,343,11,3,82,432
21,144,12,1,97,238
15,202,13,3,22,296
19,47,23,3,69,133
4,117,16,1,4,205
14,206,25,2,89,282
16,236,25,4,42,319
17,119,11,4,88,196
12,119,25,2,61,180
22,240,6,2,57,335
10,97,19,3,58,167
18,49,11,1,91,109
14,213,14,4,28,275
22,368,21,4,2,438
14,123,12,2,95,203
15,99,13,1,39,190
10,124,10,3,1,144
15,25,14,2,67,97
