p,r,w,v,T,d
15,0,16,2,100,119
14,1,8,2,95,93
20,1,8,2,7,149
14,1,24,1,26,78
15,1,23,2,91,130
17,1,23,2,8,144
25,3,17,4,85,124
14,2,24,2,71,142
19,1,13,1,82,176
15,5,24,3,4,186
15,9,20,2,7,184
15,2,25,1,8,124
20,11,20,4,52,149
15,2,7,1,44,123
16,1,24,1,2,146
26,9,15,3,2,199
14,7,5,1,69,48
18,3,8,3,72,71
11,7,10,1,5,204
15,4,12,4,86,131
23,18,8,3,33,154
21,11,12,2,13,40
12,4,18,1,96,124
18,7,6,1,50,138
10,1,11,2,24,20
5,7,20,2,90,99
16,15,20,4,43,106
26,24,15,1,99,124
11,10,14,1,53,174
18,5,13,2,46,92
15,4,25,1,52,193
17,11,8,2,68,140
17,2,16,3,91,118
19,15,20,2,13,140
10,10,22,4,19,159
20,31,23,2,43,59
20,11,8,3,43,131
16,9,23,3,8,154
12,11,8,3,3,160
20,17,12,3,73,131
12,9,17,4,8,111
9,2,8,4,1,164
12,19,7,3,87,106
10,16,7,2,31,166
8,19,12,2,3,130
4,13,17,1,89,175
26,41,8,4,55,165
13,11,12,2,88,160
11,28,22,2,66,167
18,3,10,3,39,122
15,26,17,1,99,185
19,26,21,1,84,200
16,3,18,2,51,82
24,16,25,1,39,181
10,3,8,3,27,137
18,24,8,4,42,150
16,25,18,4,85,131
14,29,11,1,5,149
16,7,18,1,100,151
16,52,14,4,17,134
18,7,16,2,78,68
17,27,19,3,90,73
20,18,10,2,61,116
17,33,5,2,15,152
18,15,7,1,81,157
14,4,9,4,72,107
28,4,25,1,62,130
15,20,7,2,64,180
10,4,23,1,24,206
13,61,22,1,50,92
6,41,15,2,36,93
10,8,12,3,40,28
12,27,5,4,90,158
15,9,18,1,79,109
8,4,10,3,42,110
15,28,5,1,73,150
24,9,17,4,41,181
22,68,16,4,93,172
19,40,7,2,75,205
9,70,18,4,25,202
23,24,9,2,19,140
20,30,16,3,34,166
21,15,14,1,6,139
15,43,14,2,23,168
18,37,21,4,47,152
16,38,25,4,52,63
13,10,19,3,84,132
18,21,17,1,53,177
11,45,6,1,13,237
21,26,14,2,90,123
19,33,15,2,56,168
11,54,24,2,20,256
13,11,19,2,57,182
6,82,16,2,53,153
13,28,6,2,9,189
21,35,15,3,37,178
13,6,14,4,50,204
15,57,10,1,91,168
19,36,14,1,28,164
12,23,7,4,65,164
9,18,8,1,57,190
16,60,24,2,64,184
15,12,20,1,58,98
14,38,11,2,36,181
11,54,23,1,42,100
15,93,22,1,99,262
8,25,10,2,60,183
9,19,14,4,8,34
13,19,19,2,4,77
16,26,24,4,79,148
14,32,23,1,93,169
21,98,23,1,2,235
16,13,11,4,24,79
8,42,21,1,11,158
9,27,16,3,41,90
14,68,16,4,54,158
13,27,13,2,8,105
13,60,24,1,9,205
20,44,15,3,43,238
16,105,9,4,13,239
16,14,8,4,78,153
20,63,17,3,57,175
12,54,9,3,9,173
13,15,6,4,51,145
18,73,5,1,2,238
8,65,10,3,93,128
8,37,22,2,71,212
11,30,13,4,59,189
10,113,13,3,35,234
15,8,18,3,61,121
15,31,12,1,55,146
12,15,25,4,96,98
13,23,13,1,84,141
18,39,25,3,93,169
15,119,21,4,63,185
16,60,6,1,27,168
26,70,10,1,60,170
11,121,10,4,92,141
17,16,21,3,71,43
15,82,15,4,40,221
19,33,18,3,57,121
8,83,9,1,62,178
15,25,13,4,95,143
11,42,23,3,9,127
9,85,19,3,73,237
13,86,11,4,56,187
8,54,8,3,90,112
15,87,24,1,69,118
24,35,12,2,36,161
19,77,13,3,13,145
19,18,25,4,46,42
9,78,7,2,95,234
17,45,9,2,43,119
13,90,11,4,28,125
15,91,15,1,18,249
18,57,6,1,26,135
11,69,13,4,27,251
3,81,23,1,12,190
18,82,20,4,10,216
15,59,7,2,3,173
16,28,18,4,49,172
21,48,25,3,91,156
10,48,13,4,43,147
13,72,25,1,21,150
14,145,23,2,16,179
10,19,12,1,43,123
11,39,9,1,16,132
17,39,9,4,54,160
18,30,14,1,6,137
11,30,19,2,96,186
18,30,7,4,13,136
13,63,6,3,11,131
24,63,16,2,19,223
16,10,18,4,22,110
17,10,17,4,19,231
13,77,17,3,38,269
7,10,13,2,36,138
16,10,25,4,71,114
11,21,25,4,32,171
6,159,22,3,21,264
10,32,14,1,40,203
7,94,19,4,75,199
17,107,23,2,67,250
9,81,25,1,5,218
23,33,23,3,13,137
12,22,20,1,99,123
13,44,15,3,40,124
5,33,5,2,6,112
22,44,14,4,41,115
9,70,5,1,72,183
14,11,5,2,42,199
10,11,6,1,42,135
10,34,12,4,55,152
8,11,13,1,60,116
17,100,13,4,30,212
14,115,15,3,71,273
20,174,25,1,44,243
11,87,10,2,11,206
11,23,13,1,67,161
16,47,6,3,99,173
